,STATEFP,COUNTYFP,Tract,Block,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
9060,36,029,005801,3,360290058013,Block Group 3,G5030,S,108804,0,+42.9582844,-078.9063051,"POLYGON ((-78.908642 42.95916099999999, -78.907811 42.959771, -78.90741799999999 42.960061, -78.906992 42.960372, -78.906852 42.960474, -78.905604 42.959559, -78.90486199999999 42.959022, -78.904044 42.958428, -78.903525 42.958047, -78.90324199999999 42.957831, -78.903216 42.957815, -78.904105 42.95744, -78.90433 42.957344, -78.90525699999999 42.956951, -78.906166 42.956566, -78.90714799999999 42.956151, -78.907664 42.957161, -78.90781 42.95744699999999, -78.907836 42.957498, -78.90832 42.958448, -78.90867999999999 42.959133, -78.908642 42.95916099999999))"
9062,36,029,016600,4,360290166004,Block Group 4,G5030,S,443374,0,+42.8941167,-078.8503954,"POLYGON ((-78.853976 42.893091, -78.853973 42.894059, -78.853966 42.895132, -78.853959 42.895452, -78.85395299999999 42.89617, -78.85193699999999 42.897017, -78.850937 42.897438, -78.849706 42.897955, -78.849493 42.898044, -78.848664 42.898391, -78.848311 42.898543, -78.847083 42.899066, -78.847066 42.897648, -78.847061 42.895324, -78.84706 42.895178, -78.847044 42.894862, -78.847022 42.893102, -78.84700699999999 42.891321, -78.84790599999999 42.891126, -78.848253 42.891059, -78.848871 42.89093, -78.84965 42.890767, -78.84995099999999 42.890698, -78.850921 42.890473, -78.851945 42.890238, -78.852943 42.89000799999999, -78.85338299999999 42.889913, -78.85396799999999 42.889787, -78.85396799999999 42.890463, -78.85396799999999 42.891036, -78.85396999999999 42.891848, -78.85396899999999 42.89255199999999, -78.853976 42.893007, -78.853976 42.893091))"
9070,36,029,004401,2,360290044012,Block Group 2,G5030,S,201628,0,+42.9355458,-078.8107754,"POLYGON ((-78.81365099999999 42.933961, -78.81364599999999 42.93439799999999, -78.81364499999999 42.934809, -78.81364599999999 42.935056, -78.81364599999999 42.935803, -78.813638 42.93654799999999, -78.81363899999999 42.937332, -78.81299 42.937333, -78.81043 42.937327, -78.809009 42.937321, -78.806738 42.93733, -78.806737 42.936559, -78.80673999999999 42.935826, -78.80673899999999 42.935082, -78.809009 42.93508, -78.81042599999999 42.935075, -78.81042599999999 42.934416, -78.810446 42.933845, -78.810445 42.933559, -78.810445 42.933467, -78.81044399999999 42.933196, -78.81093299999999 42.93318499999999, -78.81129399999999 42.933156, -78.812016 42.933049, -78.81256399999999 42.932928, -78.813278 42.932708, -78.813649 42.932573, -78.81364499999999 42.933102, -78.81364499999999 42.933632, -78.813653 42.933834, -78.81365099999999 42.933961))"
9919,36,029,002702,1,360290027021,Block Group 1,G5030,S,179926,0,+42.9017579,-078.8319450,"POLYGON ((-78.834513 42.899761, -78.834504 42.900377, -78.834508 42.90272299999999, -78.834501 42.903604, -78.83355999999999 42.90359, -78.833314 42.903586, -78.832669 42.903577, -78.832121 42.903569, -78.831745 42.903564, -78.83093699999999 42.903547, -78.83074499999999 42.903545, -78.82994599999999 42.903535, -78.829745 42.903533, -78.82890399999999 42.903524, -78.82888 42.900915, -78.82993399999999 42.900586, -78.83076699999999 42.900324, -78.83085 42.900299, -78.831766 42.900016, -78.83267699999999 42.899718, -78.833567 42.899441, -78.834509 42.899142, -78.834513 42.899761))"
10129,36,029,002400,1,360290024001,Block Group 1,G5030,S,368396,0,+42.8931553,-078.8203412,"POLYGON ((-78.82593799999999 42.893766, -78.82474599999999 42.893763, -78.823646 42.893761, -78.822661 42.893762, -78.822103 42.893763, -78.821163 42.893763, -78.82110399999999 42.89376, -78.820042 42.89376499999999, -78.818983 42.893769, -78.818984 42.895778, -78.818986 42.895868, -78.818984 42.896149, -78.81894199999999 42.896297, -78.81810299999999 42.89640199999999, -78.81796799999999 42.89641899999999, -78.817696 42.896453, -78.81692799999999 42.896551, -78.81664099999999 42.896587, -78.815899 42.89668, -78.815569 42.896723, -78.814881 42.89681299999999, -78.81397 42.896936, -78.814047 42.896027, -78.814041 42.895964, -78.81405599999999 42.895395, -78.81407799999999 42.894398, -78.814083 42.894156, -78.814661 42.893909, -78.81672399999999 42.89303, -78.816856 42.892971, -78.818079 42.89243, -78.82093399999999 42.891164, -78.821578 42.890896, -78.822878 42.890363, -78.824152 42.889368, -78.82446999999999 42.889133, -78.824764 42.888974, -78.82558899999999 42.888613, -78.82563399999999 42.888898, -78.825676 42.88917, -78.82571399999999 42.889414, -78.82578599999999 42.889878, -78.825847 42.89027, -78.825869 42.890414, -78.82592099999999 42.890664, -78.82593799999999 42.892024, -78.82593799999999 42.893766))"
10130,36,029,003100,4,360290031004,Block Group 4,G5030,S,419809,0,+42.9002774,-078.8663571,"POLYGON ((-78.870576 42.897299, -78.87015799999999 42.898579, -78.869894 42.899401, -78.86974699999999 42.899856, -78.86958799999999 42.900375, -78.86947599999999 42.90074, -78.86928999999999 42.901288, -78.868971 42.90221, -78.868751 42.902867, -78.868656 42.903163, -78.86860799999999 42.903311, -78.86847999999999 42.90370799999999, -78.86776399999999 42.903746, -78.866073 42.903985, -78.864752 42.903968, -78.862566 42.903948, -78.86259799999999 42.902975, -78.862599 42.902917, -78.862613 42.902164, -78.86252 42.902163, -78.86260799999999 42.90155499999999, -78.862712 42.901234, -78.86280599999999 42.900943, -78.863011 42.900291, -78.863602 42.8985, -78.863793 42.897979, -78.864183 42.896744, -78.864407 42.896747, -78.865533 42.896946, -78.86694899999999 42.896529, -78.867215 42.896434, -78.868385 42.896794, -78.86965699999999 42.896814, -78.870555 42.896823, -78.870752 42.896774, -78.870576 42.897299))"
10265,36,029,004700,2,360290047002,Block Group 2,G5030,S,216058,0,+42.9447954,-078.8179226,"POLYGON ((-78.821651 42.94398, -78.821647 42.944801, -78.821647 42.945263, -78.821647 42.945681, -78.821652 42.946644, -78.820269 42.946513, -78.817646 42.946288, -78.815084 42.946064, -78.813672 42.945946, -78.813672 42.945832, -78.813672 42.94497, -78.813672 42.944951, -78.813672 42.944197, -78.813655 42.943598, -78.81365599999999 42.943435, -78.81365599999999 42.943377, -78.81590899999999 42.94352, -78.81709599999999 42.943602, -78.817576 42.943631, -78.817509 42.943055, -78.82017399999999 42.943131, -78.821653 42.943176, -78.821651 42.94398))"
10278,36,029,002300,3,360290023003,Block Group 3,G5030,S,184188,0,+42.8862940,-078.8110318,"POLYGON ((-78.814211 42.885592, -78.81420399999999 42.886385, -78.814211 42.887205, -78.81419 42.888025, -78.81355099999999 42.888025, -78.80962599999999 42.88798999999999, -78.80963799999999 42.88736, -78.80859599999999 42.887353, -78.80754399999999 42.887347, -78.807541 42.88715, -78.807592 42.88472, -78.80866 42.884729, -78.809693 42.88474, -78.81161999999999 42.884758, -78.81367 42.884776, -78.814177 42.884788, -78.81423699999999 42.88498999999999, -78.814211 42.885592))"
10279,36,029,006301,5,360290063015,Block Group 5,G5030,S,107653,0,+42.9269048,-078.8840655,"POLYGON ((-78.887199 42.927812, -78.885989 42.927831, -78.88472299999999 42.927851, -78.88348999999999 42.92787, -78.882243 42.92789, -78.881923 42.927878, -78.881232 42.927865, -78.88096 42.927861, -78.880911 42.926046, -78.88091799999999 42.926003, -78.881424 42.925996, -78.88221399999999 42.925985, -78.883448 42.925965, -78.88468399999999 42.925943, -78.884767 42.92594099999999, -78.88592799999999 42.925925, -78.887159 42.925906, -78.887199 42.927812))"
10281,36,029,000700,4,360290007004,Block Group 4,G5030,S,267788,0,+42.8352274,-078.8099829,"POLYGON ((-78.812517 42.83384, -78.81250399999999 42.834648, -78.81245299999999 42.834647, -78.812439 42.835448, -78.812428 42.8364, -78.812416 42.837096, -78.81241299999999 42.837235, -78.812399 42.838125, -78.808605 42.838058, -78.807497 42.838042, -78.807301 42.837397, -78.807035 42.83655299999999, -78.80695999999999 42.836315, -78.806726 42.83557099999999, -78.806668 42.835387, -78.80640799999999 42.834561, -78.80729099999999 42.834577, -78.808459 42.834596, -78.80849599999999 42.832222, -78.809164 42.832007, -78.809658 42.832005, -78.812546 42.832004, -78.812517 42.83384))"
10282,36,029,016600,3,360290166003,Block Group 3,G5030,S,237546,0,+42.8990301,-078.8444377,"POLYGON ((-78.847083 42.899066, -78.845843 42.899586, -78.845856 42.900132, -78.84461899999999 42.900109, -78.844622 42.901928, -78.84462499999999 42.903719, -78.843559 42.90371, -78.84262099999999 42.903701, -78.842614 42.900929, -78.842378 42.901028, -78.842378 42.899369, -78.842383 42.898552, -78.842364 42.897796, -78.84236199999999 42.896657, -78.843445 42.896316, -78.844583 42.895958, -78.84580799999999 42.895572, -78.84706 42.895178, -78.847061 42.895324, -78.847066 42.897648, -78.847083 42.899066))"
10283,36,029,005500,1,360290055001,Block Group 1,G5030,S,319495,0,+42.9425659,-078.8839382,"POLYGON ((-78.891628 42.943288, -78.89157299999999 42.943596, -78.891502 42.944046, -78.890103 42.944035, -78.884891 42.94405, -78.883332 42.944055, -78.87837999999999 42.944069, -78.878382 42.944029, -78.87845999999999 42.942243, -78.87848199999999 42.941979, -78.87852699999999 42.941407, -78.878534 42.941326, -78.878596 42.94056399999999, -78.87969 42.94056399999999, -78.88077 42.94057, -78.88118799999999 42.940572, -78.882728 42.940573, -78.883229 42.940573, -78.883376 42.940574, -78.884652 42.940114, -78.885026 42.940674, -78.88541499999999 42.941268, -78.88616499999999 42.942386, -78.88736899999999 42.94238, -78.88750399999999 42.94238, -78.88837699999999 42.942374, -78.888423 42.942374, -78.889729 42.942367, -78.89079799999999 42.942361, -78.891792 42.942357, -78.891628 42.943288))"
10285,36,029,004200,3,360290042003,Block Group 3,G5030,S,186797,0,+42.9309605,-078.8160380,"POLYGON ((-78.818434 42.930785, -78.818434 42.930843, -78.818433 42.931123, -78.818432 42.931293, -78.818432 42.931394, -78.81843099999999 42.932277, -78.818426 42.933129, -78.815027 42.93311, -78.81364499999999 42.933102, -78.813649 42.932573, -78.81365099999999 42.93237, -78.813654 42.931523, -78.813655 42.931379, -78.81365699999999 42.931162, -78.81365099999999 42.930672, -78.813649 42.930526, -78.813648 42.92987, -78.813649 42.929655, -78.813653 42.92907599999999, -78.81365599999999 42.928779, -78.815918 42.928805, -78.818411 42.928822, -78.81842399999999 42.929687, -78.818428 42.930084, -78.81843099999999 42.930401, -78.818432 42.930549, -78.818434 42.930694, -78.81843499999999 42.930741, -78.818434 42.930785))"
10293,36,029,004300,7,360290043007,Block Group 7,G5030,S,109032,0,+42.9432112,-078.8052273,"POLYGON ((-78.806894 42.944949, -78.803399 42.944948, -78.80339099999999 42.944395, -78.80339699999999 42.944193, -78.80340799999999 42.943909, -78.80340699999999 42.943434, -78.80340699999999 42.94331, -78.80340699999999 42.943076, -78.803386 42.942668, -78.80335699999999 42.942315, -78.80335199999999 42.942193, -78.80335099999999 42.942166, -78.803366 42.942147, -78.80365999999999 42.942031, -78.804177 42.941825, -78.80568 42.941213, -78.806327 42.94095, -78.80661499999999 42.94133, -78.80685099999999 42.94164199999999, -78.80686799999999 42.94166999999999, -78.80689099999999 42.941661, -78.80689099999999 42.941835, -78.80689 42.941918, -78.80689 42.942677, -78.80689199999999 42.943439, -78.80689 42.944194, -78.806894 42.944949))"
10299,36,029,000700,3,360290007003,Block Group 3,G5030,S,224667,0,+42.8336714,-078.8045479,"POLYGON ((-78.809164 42.832007, -78.80849599999999 42.832222, -78.808459 42.834596, -78.80729099999999 42.834577, -78.80640799999999 42.834561, -78.806668 42.835387, -78.806726 42.83557099999999, -78.804936 42.835545, -78.80362699999999 42.835538, -78.80091899999999 42.835507, -78.800935 42.835057, -78.800973 42.834501, -78.80097499999999 42.834472, -78.80100299999999 42.83402299999999, -78.801019 42.833547, -78.801046 42.832795, -78.801062 42.832369, -78.80107699999999 42.831982, -78.80169699999999 42.831984, -78.802384 42.831985, -78.80341399999999 42.831985, -78.805621 42.831992, -78.80654799999999 42.831995, -78.80736 42.832013, -78.808499 42.832009, -78.808606 42.83200799999999, -78.809164 42.832007))"
10300,36,029,000600,3,360290006003,Block Group 3,G5030,S,255840,0,+42.8359653,-078.8180672,"POLYGON ((-78.823847 42.835337, -78.82384499999999 42.83555, -78.82383399999999 42.836379, -78.82383299999999 42.83641799999999, -78.82382199999999 42.837235, -78.82202699999999 42.837209, -78.819836 42.837183, -78.816098 42.837153, -78.81510899999999 42.837139, -78.815107 42.83726799999999, -78.81366199999999 42.837254, -78.81241299999999 42.837235, -78.812416 42.837096, -78.812428 42.8364, -78.812439 42.835448, -78.81245299999999 42.834647, -78.81250399999999 42.834648, -78.813655 42.83467, -78.81515899999999 42.834689, -78.816784 42.834713, -78.81828 42.834734, -78.819541 42.83475, -78.820829 42.83476599999999, -78.822406 42.834785, -78.82385499999999 42.834816, -78.823847 42.835337))"
10301,36,029,000600,4,360290006004,Block Group 4,G5030,S,279389,0,+42.8333768,-078.8182429,"POLYGON ((-78.823887 42.832907, -78.823865 42.834163, -78.82385499999999 42.834816, -78.822406 42.834785, -78.820829 42.83476599999999, -78.819541 42.83475, -78.81828 42.834734, -78.816784 42.834713, -78.81515899999999 42.834689, -78.813655 42.83467, -78.81250399999999 42.834648, -78.812517 42.83384, -78.812546 42.832004, -78.8137 42.832004, -78.81486 42.83201, -78.815113 42.832011, -78.815297 42.832012, -78.81566599999999 42.832013, -78.817746 42.83202199999999, -78.81870099999999 42.832026, -78.819732 42.832028, -78.820802 42.83203, -78.82391 42.832042, -78.823887 42.832907))"
10302,36,029,000700,2,360290007002,Block Group 2,G5030,S,200001,0,+42.8373178,-078.8040817,"POLYGON ((-78.80778699999999 42.838923, -78.807146 42.839037, -78.805027 42.839005, -78.801917 42.83896499999999, -78.80083399999999 42.838953, -78.800848 42.83849, -78.80085 42.838404, -78.800859 42.838095, -78.800883 42.837301, -78.8009 42.836943, -78.800906 42.836476, -78.80091899999999 42.835507, -78.80362699999999 42.835538, -78.804936 42.835545, -78.806726 42.83557099999999, -78.80695999999999 42.836315, -78.807035 42.83655299999999, -78.807301 42.837397, -78.807497 42.838042, -78.807542 42.83818, -78.80778699999999 42.838923))"
10303,36,029,000700,5,360290007005,Block Group 5,G5030,S,214578,0,+42.8405694,-078.8109456,"POLYGON ((-78.815023 42.84116, -78.815006 42.841969, -78.81499099999999 42.842771, -78.812313 42.842724, -78.808976 42.84269099999999, -78.80891199999999 42.842482, -78.808847 42.842274, -78.808784 42.84207199999999, -78.808722 42.841869, -78.808453 42.840996, -78.80842299999999 42.84088999999999, -78.80808999999999 42.839862, -78.807794 42.838945, -78.80778699999999 42.838923, -78.807542 42.83818, -78.807497 42.838042, -78.808605 42.838058, -78.812399 42.838125, -78.81238499999999 42.839027, -78.81236699999999 42.840041, -78.812361 42.84034399999999, -78.812347 42.840989, -78.815027 42.841033, -78.815023 42.84116))"
10304,36,029,000900,3,360290009003,Block Group 3,G5030,S,181276,0,+42.8510993,-078.8130711,"POLYGON ((-78.816756 42.851496, -78.81507999999999 42.852727, -78.814516 42.853138, -78.81344 42.85393699999999, -78.812676 42.853276, -78.811933 42.852637, -78.81118099999999 42.851993, -78.81061099999999 42.85149699999999, -78.81037599999999 42.851303, -78.81021 42.851169, -78.809426 42.85057, -78.81083 42.849547, -78.81235599999999 42.84844, -78.81250199999999 42.84833, -78.812527 42.848349, -78.81344899999999 42.849037, -78.813531 42.849097, -78.813908 42.84937499999999, -78.814267 42.849642, -78.81431499999999 42.849678, -78.814978 42.850172, -78.81513099999999 42.850286, -78.81568299999999 42.850697, -78.81594299999999 42.85089, -78.816396 42.851226, -78.816756 42.851496))"
10305,36,029,000800,3,360290008003,Block Group 3,G5030,S,385674,0,+42.8478085,-078.8152764,"POLYGON ((-78.820268 42.850517, -78.81783899999999 42.852298, -78.817588 42.852114, -78.81711899999999 42.851769, -78.816756 42.851496, -78.816396 42.851226, -78.81594299999999 42.85089, -78.81568299999999 42.850697, -78.81513099999999 42.850286, -78.814978 42.850172, -78.81431499999999 42.849678, -78.814267 42.849642, -78.813908 42.84937499999999, -78.813531 42.849097, -78.81344899999999 42.849037, -78.812527 42.848349, -78.81250199999999 42.84833, -78.811887 42.847874, -78.811089 42.847274, -78.81063899999999 42.846937, -78.81010499999999 42.846523, -78.80985199999999 42.845621, -78.809754 42.845295, -78.810441 42.845164, -78.810886 42.844837, -78.811483 42.844388, -78.811584 42.844314, -78.812393 42.844326, -78.812872 42.844713, -78.813187 42.844638, -78.813529 42.844545, -78.81488499999999 42.84435999999999, -78.81489499999999 42.84441, -78.814944 42.844426, -78.814994 42.844449, -78.81502999999999 42.84443599999999, -78.81593699999999 42.845101, -78.81647199999999 42.845493, -78.816774 42.845713, -78.817499 42.846242, -78.81764299999999 42.846348, -78.818107 42.846689, -78.818162 42.84679, -78.818223 42.846901, -78.81858299999999 42.847554, -78.81866699999999 42.847706, -78.81877999999999 42.847912, -78.818985 42.84828, -78.819152 42.848627, -78.81922 42.848769, -78.819385 42.849037, -78.81971999999999 42.849588, -78.81982699999999 42.849765, -78.82023699999999 42.850461, -78.820268 42.850517))"
10306,36,029,000800,4,360290008004,Block Group 4,G5030,S,176414,0,+42.8436583,-078.8102282,"POLYGON ((-78.814977 42.843583, -78.814966 42.844317, -78.814937 42.844321, -78.814905 42.844335, -78.814893 42.844347, -78.81488499999999 42.84435999999999, -78.813529 42.844545, -78.813187 42.844638, -78.812872 42.844713, -78.812393 42.844326, -78.811584 42.844314, -78.811483 42.844388, -78.810886 42.844837, -78.810441 42.845164, -78.809754 42.845295, -78.80985199999999 42.845621, -78.81010499999999 42.846523, -78.80927699999999 42.845838, -78.808165 42.844905, -78.806681 42.843641, -78.805386 42.842532, -78.805948 42.842317, -78.806023 42.8423, -78.806736 42.842183, -78.807931 42.841986, -78.808722 42.841869, -78.808784 42.84207199999999, -78.808847 42.842274, -78.80891199999999 42.842482, -78.808976 42.84269099999999, -78.812313 42.842724, -78.81499099999999 42.842771, -78.814977 42.843583))"
10307,36,029,000900,2,360290009002,Block Group 2,G5030,S,181389,0,+42.8538600,-078.8159487,"POLYGON ((-78.820019 42.853918, -78.819602 42.854225, -78.818724 42.85487699999999, -78.818353 42.855147, -78.817437 42.855815, -78.816687 42.85636, -78.816433 42.856545, -78.816344 42.856608, -78.81627999999999 42.856575, -78.81554799999999 42.856057, -78.81536299999999 42.855926, -78.81438799999999 42.855162, -78.81393199999999 42.854789, -78.813283 42.854258, -78.812235 42.853455, -78.811813 42.853111, -78.81155099999999 42.852897, -78.81056599999999 42.852078, -78.809995 42.85162, -78.80939499999999 42.851108, -78.809163 42.85087499999999, -78.809382 42.85060199999999, -78.809426 42.85057, -78.81021 42.851169, -78.81037599999999 42.851303, -78.81061099999999 42.85149699999999, -78.81118099999999 42.851993, -78.811933 42.852637, -78.812676 42.853276, -78.81344 42.85393699999999, -78.814516 42.853138, -78.81507999999999 42.852727, -78.816756 42.851496, -78.81711899999999 42.851769, -78.817588 42.852114, -78.81783899999999 42.852298, -78.818422 42.852728, -78.818517 42.852799, -78.81920199999999 42.853309, -78.819255 42.853348, -78.81997299999999 42.853883, -78.820019 42.853918))"
10308,36,029,001000,4,360290010004,Block Group 4,G5030,S,173554,0,+42.8562543,-078.8133638,"POLYGON ((-78.81685299999999 42.85725499999999, -78.814477 42.859253, -78.814168 42.859052, -78.813631 42.858704, -78.813396 42.858523, -78.81326 42.858402, -78.81279599999999 42.858, -78.812068 42.857369, -78.81200699999999 42.857316, -78.811351 42.856753, -78.81069099999999 42.856188, -78.810051 42.855639, -78.80998699999999 42.855583, -78.81179299999999 42.854458, -78.81251999999999 42.854022, -78.81161399999999 42.853248, -78.810946 42.85267899999999, -78.81034199999999 42.852166, -78.809916 42.851804, -78.80881699999999 42.851306, -78.80885099999999 42.851264, -78.808981 42.851102, -78.809163 42.85087499999999, -78.80939499999999 42.851108, -78.809995 42.85162, -78.81056599999999 42.852078, -78.81155099999999 42.852897, -78.811813 42.853111, -78.812235 42.853455, -78.813283 42.854258, -78.81393199999999 42.854789, -78.81438799999999 42.855162, -78.81536299999999 42.855926, -78.81554799999999 42.856057, -78.81627999999999 42.856575, -78.816344 42.856608, -78.817133 42.85701, -78.81685299999999 42.85725499999999))"
10310,36,029,004900,5,360290049005,Block Group 5,G5030,S,234630,0,+42.9470893,-078.8644108,"POLYGON ((-78.8685 42.94777, -78.86729699999999 42.947767, -78.865937 42.947764, -78.86456799999999 42.947761, -78.864514 42.95046, -78.864508 42.951521, -78.864492 42.952315, -78.86447199999999 42.953053, -78.86446099999999 42.953772, -78.864453 42.954194, -78.864448 42.954457, -78.864446 42.954571, -78.863101 42.954576, -78.86312699999999 42.952617, -78.86314299999999 42.951509, -78.863162 42.950163, -78.86318199999999 42.947753, -78.86304799999999 42.947753, -78.86305 42.947375, -78.863062 42.944594, -78.86427999999999 42.944607, -78.867412 42.944621, -78.867981 42.944623, -78.868146 42.944622, -78.86826499999999 42.945661, -78.86837899999999 42.94669, -78.8685 42.94777))"
10311,36,029,006800,4,360290068004,Block Group 4,G5030,S,172571,0,+42.8991993,-078.8759294,"POLYGON ((-78.878963 42.897641, -78.878941 42.898472, -78.87891599999999 42.899175, -78.878922 42.899467, -78.878145 42.89946, -78.877985 42.899457, -78.87718599999999 42.89944999999999, -78.877089 42.899449, -78.876594 42.899443, -78.876025 42.899443, -78.87602099999999 42.899874, -78.876001 42.900756, -78.87597 42.90225, -78.875609 42.902245, -78.87510399999999 42.90224, -78.875027 42.90224, -78.87302 42.902227, -78.87344399999999 42.900945, -78.873924 42.899455, -78.87392799999999 42.899428, -78.87393 42.89940199999999, -78.87403499999999 42.899083, -78.87450199999999 42.897673, -78.87468299999999 42.897146, -78.874787 42.896822, -78.875227 42.89682699999999, -78.87540199999999 42.89683, -78.87592599999999 42.89684099999999, -78.876516 42.896846, -78.877128 42.896852, -78.87800399999999 42.89686, -78.878041 42.896861, -78.878981 42.89687199999999, -78.878963 42.897641))"
10313,36,029,001100,2,360290011002,Block Group 2,G5030,S,190696,0,+42.8595830,-078.8184021,"POLYGON ((-78.82215699999999 42.859866, -78.82207799999999 42.859932, -78.81929 42.862267, -78.81921199999999 42.862337, -78.81871 42.862001, -78.81836899999999 42.861781, -78.81779 42.86140899999999, -78.81729899999999 42.861089, -78.816812 42.860772, -78.816327 42.860457, -78.815899 42.860178, -78.815376 42.859838, -78.814955 42.859564, -78.814477 42.859253, -78.81685299999999 42.85725499999999, -78.817133 42.85701, -78.817438 42.857166, -78.81824399999999 42.8575, -78.819367 42.857959, -78.81997799999999 42.858323, -78.82034 42.858546, -78.821016 42.858962, -78.82150899999999 42.859232, -78.82238199999999 42.859491, -78.82215699999999 42.859866))"
10316,36,029,005900,2,360290059002,Block Group 2,G5030,S,156445,0,+42.9418280,-078.9034518,"POLYGON ((-78.90792499999999 42.943727, -78.907185 42.944125, -78.906982 42.943721, -78.906947 42.94365, -78.90642299999999 42.942633, -78.90596099999999 42.941728, -78.904263 42.94242999999999, -78.903424 42.94277599999999, -78.90257799999999 42.94312499999999, -78.901687 42.943496, -78.90079799999999 42.943869, -78.900318 42.942944, -78.89948299999999 42.941332, -78.900488 42.94105099999999, -78.90139099999999 42.940802, -78.90183499999999 42.940677, -78.903173 42.94031, -78.90400099999999 42.940073, -78.904962 42.939808, -78.905492 42.94081, -78.906334 42.940468, -78.90749099999999 42.942757, -78.90782299999999 42.943431, -78.90785199999999 42.943516, -78.90792499999999 42.943727))"
10318,36,029,002900,1,360290029001,Block Group 1,G5030,S,147859,0,+42.9073233,-078.8132379,"POLYGON ((-78.81496 42.906727, -78.81495099999999 42.908075, -78.81479499999999 42.908071, -78.81478 42.908826, -78.814779 42.909113, -78.814775 42.909721, -78.81477599999999 42.909754, -78.814751 42.909754, -78.81432 42.909763, -78.813709 42.909764, -78.812597 42.909772, -78.811511 42.909777, -78.81151 42.90912, -78.811525 42.90735, -78.81153499999999 42.906613, -78.81154099999999 42.905161, -78.81263 42.905014, -78.81374599999999 42.904865, -78.814898 42.904708, -78.814954 42.90470000000001, -78.81496 42.906727))"
10323,36,029,016400,1,360290164001,Block Group 1,G5030,S,577451,21976,+42.8715140,-078.8662897,"POLYGON ((-78.872812 42.871591, -78.87253199999999 42.871692, -78.872428 42.87172899999999, -78.87206399999999 42.872101, -78.87196399999999 42.872402, -78.87189699999999 42.872607, -78.87176699999999 42.873006, -78.87145199999999 42.87398, -78.87113599999999 42.874956, -78.870761 42.876133, -78.87073099999999 42.876226, -78.87071 42.876289, -78.870544 42.876802, -78.87006699999999 42.876703, -78.86814799999999 42.876379, -78.867868 42.876333, -78.86726299999999 42.876239, -78.866795 42.876151, -78.86618299999999 42.876053, -78.863845 42.875618, -78.863325 42.875486, -78.863367 42.875355, -78.86354799999999 42.874798, -78.86362799999999 42.87455, -78.86367299999999 42.87441099999999, -78.863778 42.874083, -78.86385799999999 42.87383699999999, -78.8639 42.873708, -78.863522 42.873648, -78.86246199999999 42.87346, -78.862628 42.872927, -78.86265 42.872856, -78.862692 42.872699, -78.862768 42.872474, -78.86291799999999 42.872004, -78.863085 42.871478, -78.86375099999999 42.871603, -78.864423 42.871721, -78.864544 42.871735, -78.86491199999999 42.870591, -78.86497 42.870411, -78.86501 42.870287, -78.865205 42.869696, -78.86566599999999 42.868288, -78.86610999999999 42.866927, -78.866215 42.86660699999999, -78.86644199999999 42.866587, -78.866612 42.866554, -78.86679199999999 42.866502, -78.867007 42.866413, -78.867223 42.866329, -78.8674 42.866235, -78.867622 42.86607799999999, -78.867644 42.866063, -78.867873 42.865847, -78.86805 42.865665, -78.86808499999999 42.865589, -78.868111 42.865454, -78.86811 42.865281, -78.868482 42.865277, -78.86863099999999 42.865271, -78.868976 42.86526, -78.869057 42.866158, -78.870257 42.868858, -78.871157 42.870158, -78.872157 42.871158, -78.872557 42.871358, -78.872812 42.871591))"
10365,36,029,004100,3,360290041003,Block Group 3,G5030,S,163094,0,+42.9254937,-078.8120745,"POLYGON ((-78.813675 42.923625, -78.813671 42.92460000000001, -78.813671 42.924618, -78.81366899999999 42.925107, -78.813677 42.925432, -78.81367399999999 42.925922, -78.813671 42.926248, -78.81366799999999 42.92674299999999, -78.813665 42.92707499999999, -78.813654 42.927539, -78.813654 42.927926, -78.813653 42.928303, -78.81046499999999 42.92832, -78.810467 42.927546, -78.81047199999999 42.926765, -78.81047699999999 42.925942, -78.810484 42.925124, -78.810491 42.922688, -78.81061799999999 42.922686, -78.811533 42.922677, -78.811583 42.922677, -78.812585 42.922671, -78.81356099999999 42.922663, -78.813678 42.922657, -78.813675 42.923625))"
10368,36,029,005000,1,360290050001,Block Group 1,G5030,S,523790,0,+42.9472520,-078.8721237,"POLYGON ((-78.87821199999999 42.947757, -78.87554799999999 42.947757, -78.875435 42.947758, -78.874375 42.94776, -78.874342 42.94776, -78.873898 42.947761, -78.873262 42.947762, -78.872877 42.94776299999999, -78.872874 42.948707, -78.872871 42.949677, -78.872868 42.950601, -78.872867 42.951485, -78.869428 42.951487, -78.868882 42.951486, -78.868887 42.951531, -78.86724799999999 42.951527, -78.867257 42.950471, -78.86729699999999 42.947767, -78.8685 42.94777, -78.86837899999999 42.94669, -78.86826499999999 42.945661, -78.868146 42.944622, -78.868138 42.94457, -78.868078 42.944074, -78.86877699999999 42.944075, -78.87475599999999 42.94408, -78.87813299999999 42.94407, -78.87837999999999 42.944069, -78.87821199999999 42.947757))"
