Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
198400,36,029,009109,1,1049,285,906,39.4,145,1229,8,510,364,138,502,64,766,92,1229,2018
206100,36,029,009114,3,-666666666,264,1047,-666666666.0,43,1486,0,514,514,0,514,3,1335,16,1486,2018
162500,36,029,009114,2,1088,208,1084,24.9,219,1518,120,785,440,225,665,52,1063,127,1518,2018
115700,36,029,009200,2,-666666666,223,483,-666666666.0,38,717,87,444,328,29,357,0,581,47,717,2018
151300,36,029,009200,1,641,365,910,16.6,53,1386,133,745,496,116,612,9,1349,0,1386,2018
87200,36,029,009200,3,975,240,905,51.0,348,1063,42,715,147,526,673,31,513,309,1063,2018
129200,36,029,004900,3,786,85,522,29.0,184,613,54,418,173,191,364,16,609,0,613,2018
198500,36,029,004900,2,741,411,1136,27.9,67,1235,80,773,380,313,693,132,1185,15,1235,2018
141200,36,029,004900,5,689,358,1079,28.0,251,1227,12,593,213,368,581,138,953,186,1227,2018
111700,36,029,009702,3,768,281,758,36.0,37,944,0,450,409,41,450,35,923,10,944,2018
111200,36,029,009702,2,337,392,886,17.8,75,1164,0,513,435,78,513,9,1103,53,1164,2018
125400,36,029,009702,1,935,368,951,32.9,23,1255,22,538,411,105,516,17,1204,0,1255,2018
158800,36,029,012901,4,519,335,793,47.2,211,1171,12,458,328,118,446,175,1088,17,1171,2018
151800,36,029,012901,2,523,379,907,51.0,220,1379,0,587,364,223,587,19,1348,12,1379,2018
-666666666,36,029,000110,2,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2018
67900,36,029,000110,4,632,540,1014,33.5,379,1506,45,602,254,303,557,365,1168,46,1506,2018
65200,36,029,004401,4,726,206,712,20.2,385,1146,60,596,119,417,536,9,177,951,1146,2018
283300,36,029,005300,2,275,104,288,28.2,103,280,35,237,34,168,202,115,428,332,952,2018
72800,36,029,005801,1,603,477,857,49.7,538,1495,56,650,307,287,594,172,1088,97,1495,2018
58100,36,029,005801,2,587,447,712,48.9,299,1083,26,531,149,356,505,217,748,80,1083,2018
-666666666,36,029,005801,3,584,322,567,40.0,718,1100,25,354,85,244,329,528,137,230,1100,2018
85600,36,029,017200,2,464,158,372,35.4,250,529,19,333,56,258,314,71,516,4,529,2018
85900,36,029,017200,3,647,465,853,18.8,191,1093,48,510,311,151,462,22,1053,0,1093,2018
165000,36,029,017300,2,1355,162,622,32.8,66,843,57,452,291,104,395,13,857,24,888,2018
176800,36,029,017300,3,954,629,2019,29.1,62,2491,38,1130,874,218,1092,0,2456,0,2491,2018
70800,36,029,017400,1,538,652,968,51.0,594,1586,91,585,174,320,494,240,1117,129,1608,2018
63500,36,029,017400,2,578,334,663,16.8,60,1080,0,379,283,96,379,144,682,206,1080,2018
-666666666,36,029,017400,4,520,216,348,26.8,465,748,0,269,0,269,269,92,68,564,748,2018
88600,36,029,017501,1,518,205,418,28.2,75,504,27,293,201,65,266,0,494,0,504,2018
116000,36,029,017502,1,386,472,919,18.0,120,1164,49,499,409,41,450,18,1138,0,1164,2018
125000,36,029,017502,2,437,485,905,17.6,61,1164,65,565,428,72,500,6,1132,9,1164,2018
-666666666,36,029,990000,0,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2018
72400,36,029,016700,1,-666666666,261,503,33.2,97,796,29,366,236,101,337,0,704,0,813,2018
70700,36,029,016700,2,475,308,508,51.0,11,574,0,288,183,105,288,73,543,0,574,2018
58500,36,029,016700,3,506,328,630,18.2,160,765,108,589,244,237,481,24,652,61,765,2018
56500,36,029,016800,1,622,328,527,51.0,220,884,105,516,188,223,411,5,6,856,898,2018
68400,36,029,016800,2,458,299,739,38.2,278,842,292,760,157,311,468,52,83,687,842,2018
68000,36,029,016800,3,504,167,455,36.9,318,799,117,463,130,216,346,0,31,748,799,2018
55700,36,029,016800,4,445,208,494,47.5,219,618,274,545,132,139,271,41,40,588,669,2018
293600,36,029,016900,1,830,54,582,26.6,72,748,109,501,168,224,392,24,730,8,755,2018
250000,36,029,016900,2,831,64,572,27.4,45,681,50,479,236,193,429,97,523,17,690,2018
-666666666,36,029,016900,3,769,228,693,36.8,188,824,34,479,160,285,445,40,435,399,934,2018
-666666666,36,029,016900,4,731,184,501,33.0,368,645,121,401,82,198,280,83,632,354,1170,2018
64900,36,029,017100,4,515,316,521,51.0,600,966,68,382,178,136,314,172,459,113,966,2018
37300,36,029,017000,1,571,231,709,51.0,212,1105,49,527,336,142,478,0,0,1090,1105,2018
-666666666,36,029,017100,1,532,188,357,38.5,358,755,47,345,61,237,298,477,248,167,755,2018
-666666666,36,029,017100,3,686,320,530,34.9,499,878,116,444,65,263,328,210,179,391,878,2018
83900,36,029,017200,1,526,263,560,15.5,129,755,29,375,176,170,346,10,778,0,778,2018
186900,36,029,007303,2,764,360,1743,22.7,122,2367,76,1130,626,428,1054,6,2139,85,2367,2018
123300,36,029,009401,4,-666666666,137,672,-666666666.0,208,1050,0,380,380,0,380,0,941,130,1071,2018
180400,36,029,009401,3,803,175,583,36.5,59,851,65,422,256,101,357,141,572,182,851,2018
162300,36,029,009401,5,-666666666,158,584,-666666666.0,8,693,0,308,291,17,308,21,636,41,693,2018
87100,36,029,011100,1,479,571,1170,14.2,142,1580,79,704,563,62,625,64,1538,23,1598,2018
121000,36,029,013002,1,1060,966,2095,51.0,35,2828,119,1427,1079,229,1308,69,2723,0,2828,2018
119900,36,029,014400,2,546,169,347,19.0,43,482,0,214,159,55,214,0,482,0,482,2018
133100,36,029,014400,3,563,191,573,18.8,48,867,0,410,253,157,410,42,877,0,893,2018
226200,36,029,014601,2,1352,235,1512,31.2,85,2451,13,931,694,224,918,42,2247,15,2451,2018
188200,36,029,014601,4,302,299,695,26.6,27,916,0,429,380,49,429,36,863,17,916,2018
160300,36,029,014601,1,526,197,961,25.2,107,1316,0,606,397,209,606,0,1159,61,1316,2018
88000,36,029,015401,2,617,345,778,15.6,101,941,7,498,419,72,491,0,941,0,941,2018
192400,36,029,014701,1,-666666666,86,854,-666666666.0,0,1325,0,441,432,9,441,0,1283,0,1325,2018
-666666666,36,029,014904,1,-666666666,1152,1575,-666666666.0,0,0,0,0,0,0,0,219,764,942,1857,2018
123800,36,029,015301,1,604,329,781,19.7,118,972,0,440,325,115,440,57,989,0,1005,2018
125100,36,029,015401,1,743,474,1021,24.9,89,1545,47,629,433,149,582,10,1466,39,1545,2018
116800,36,029,015501,1,598,672,1536,24.5,289,2194,119,963,536,308,844,87,1994,46,2199,2018
40400,36,029,003600,1,534,288,458,44.2,300,641,53,359,106,200,306,0,33,608,641,2018
30600,36,029,003600,2,458,223,390,29.9,227,539,81,335,128,126,254,31,7,532,539,2018
34400,36,029,003600,3,529,339,602,31.9,275,929,92,482,166,224,390,64,82,701,929,2018
30100,36,029,003600,4,405,231,403,43.7,163,442,36,242,111,95,206,37,47,364,442,2018
90700,36,029,004300,2,625,267,564,34.7,680,1321,67,461,115,279,394,162,0,1233,1353,2018
61700,36,029,004300,5,697,253,647,28.3,63,1034,0,403,236,167,403,0,102,865,1034,2018
39200,36,029,004300,3,679,391,653,27.2,204,1222,60,484,111,313,424,20,169,546,1222,2018
59000,36,029,004300,1,449,194,563,26.7,216,849,32,457,157,268,425,0,200,536,849,2018
67400,36,029,004300,6,521,168,431,51.0,153,605,136,446,150,160,310,0,9,520,605,2018
118300,36,029,005100,1,691,492,1620,23.2,213,2023,87,1210,693,430,1123,232,1410,367,2023,2018
105300,36,029,005100,3,737,93,455,51.0,127,633,0,405,138,267,405,0,454,166,633,2018
117100,36,029,006701,2,766,163,606,31.3,241,933,35,535,87,413,500,41,775,0,933,2018
139000,36,029,015600,2,521,297,637,41.7,60,898,57,417,323,37,360,0,866,0,898,2018
52500,36,029,000500,2,480,316,488,40.5,321,746,106,437,202,129,331,126,663,33,746,2018
48800,36,029,000500,1,439,420,665,44.8,368,917,133,590,289,168,457,130,811,72,922,2018
334700,36,029,013502,1,-666666666,307,1435,-666666666.0,80,2307,0,707,659,48,707,53,2218,0,2323,2018
322900,36,029,013502,3,-666666666,132,1264,-666666666.0,0,1770,0,649,637,12,649,15,1661,15,1770,2018
61900,36,029,004100,4,608,342,819,48.6,497,1352,110,703,231,362,593,42,140,1065,1352,2018
66500,36,029,006601,3,533,193,326,34.0,278,656,77,289,55,157,212,124,171,45,656,2018
108800,36,029,006601,1,620,161,423,28.2,94,520,92,353,89,172,261,34,329,126,520,2018
256500,36,029,006800,4,642,283,657,32.6,381,825,153,587,163,271,434,61,496,43,825,2018
244100,36,029,006800,3,823,148,645,34.6,174,898,52,597,231,314,545,103,799,85,898,2018
99300,36,029,007000,3,575,345,573,41.0,227,943,48,427,120,259,379,274,525,271,1085,2018
182200,36,029,009006,2,1132,304,1337,30.8,84,1699,0,810,382,428,810,57,1493,14,1699,2018
291500,36,029,009007,3,-666666666,268,1744,-666666666.0,38,2423,40,947,889,18,907,54,2146,52,2423,2018
103800,36,029,010102,1,671,189,822,26.3,127,1154,22,606,279,305,584,26,693,302,1169,2018
338300,36,029,009007,1,-666666666,104,1275,-666666666.0,156,1748,0,651,638,13,651,14,1569,0,1748,2018
93100,36,029,010003,1,648,521,1254,24.4,85,1672,75,925,529,321,850,36,1293,304,1672,2018
106000,36,029,010003,3,681,144,509,37.1,45,728,30,299,180,89,269,10,593,125,728,2018
67100,36,029,010102,3,536,783,1309,31.4,791,2049,118,1045,207,720,927,149,1143,680,2058,2018
73900,36,029,010400,1,613,436,875,47.0,353,1414,136,698,310,252,562,47,752,477,1432,2018
22900,36,029,002800,1,517,159,225,51.0,236,306,79,208,29,100,129,16,168,132,311,2018
37100,36,029,002800,2,463,204,360,51.0,388,600,129,384,75,180,255,19,150,315,605,2018
29500,36,029,003302,3,659,284,565,37.1,246,1023,77,484,164,243,407,82,49,967,1023,2018
38400,36,029,003302,4,307,281,486,31.3,507,828,8,449,131,310,441,57,0,638,828,2018
43600,36,029,003302,2,515,136,463,19.5,136,674,169,555,145,241,386,0,11,635,674,2018
255800,36,029,006701,1,718,158,777,24.5,43,923,184,650,198,268,466,34,619,82,923,2018
311800,36,029,006701,3,835,215,1043,31.6,342,1170,252,943,60,631,691,89,996,64,1185,2018
115000,36,029,008003,3,-666666666,219,575,-666666666.0,0,701,117,401,218,66,284,62,604,0,701,2018
113600,36,029,008003,5,-666666666,238,732,-666666666.0,46,895,0,440,424,16,440,58,796,41,895,2018
146300,36,029,013002,2,-666666666,158,834,-666666666.0,16,1067,0,515,472,43,515,25,1038,0,1067,2018
48900,36,029,003302,1,459,78,194,33.3,9,233,151,295,46,98,144,0,0,233,233,2018
146100,36,029,011800,2,538,144,695,14.9,48,913,33,452,339,80,419,16,909,0,913,2018
305500,36,029,013702,1,926,460,2128,28.3,94,3430,0,1122,966,156,1122,98,3358,0,3430,2018
238300,36,029,014101,2,675,379,1431,15.3,105,1774,95,909,688,126,814,0,1757,0,1774,2018
175800,36,029,013400,5,784,606,2030,49.7,471,3018,48,1279,927,304,1231,7,2866,0,3018,2018
169500,36,029,013400,4,823,137,689,20.7,10,1026,49,516,235,232,467,0,1026,0,1026,2018
200300,36,029,013400,2,747,30,483,25.3,0,728,0,292,185,107,292,20,675,17,748,2018
186200,36,029,014903,4,-666666666,264,649,-666666666.0,0,1054,14,355,297,44,341,0,863,191,1054,2018
180400,36,029,014903,1,-666666666,308,880,-666666666.0,54,1155,84,549,436,29,465,17,1046,0,1167,2018
189200,36,029,015302,1,1027,185,531,23.4,16,753,38,331,243,50,293,2,753,0,753,2018
250600,36,029,015201,1,-666666666,308,842,-666666666.0,122,1190,0,468,420,48,468,22,1163,0,1206,2018
183000,36,029,015201,2,616,448,1655,32.0,137,2130,40,908,818,50,868,65,2055,58,2130,2018
113800,36,029,000700,5,500,137,401,37.3,67,519,21,253,145,87,232,51,509,2,519,2018
127700,36,029,000700,3,-666666666,209,522,-666666666.0,15,641,0,286,269,17,286,20,634,7,641,2018
111400,36,029,000700,4,649,325,835,14.1,32,887,103,536,237,196,433,6,993,6,1005,2018
136800,36,029,000700,2,-666666666,252,621,-666666666.0,10,860,30,357,294,33,327,20,813,0,860,2018
80500,36,029,001500,1,404,183,385,51.0,62,459,52,270,149,69,218,0,52,366,459,2018
72100,36,029,001900,1,634,522,938,42.6,223,1323,137,748,332,279,611,87,1164,101,1354,2018
77500,36,029,001900,2,539,478,972,48.3,98,1291,83,644,492,69,561,120,1177,0,1291,2018
43300,36,029,004001,3,535,413,629,51.0,623,1212,44,501,145,312,457,0,35,962,1212,2018
113100,36,029,004001,1,731,365,751,41.3,390,1199,96,615,92,427,519,0,23,1098,1199,2018
41400,36,029,004001,4,539,239,389,36.4,331,611,90,387,174,123,297,126,69,443,611,2018
-666666666,36,029,004500,2,867,151,648,46.8,253,738,54,507,122,331,453,57,255,455,754,2018
82700,36,029,010500,2,767,351,749,35.4,82,1000,0,443,325,118,443,10,450,489,1000,2018
146400,36,029,010804,1,600,572,1380,29.0,285,1775,25,765,493,247,740,53,1589,99,1782,2018
157900,36,029,010804,2,805,750,1713,26.2,308,2217,39,1118,757,322,1079,18,2194,23,2217,2018
142000,36,029,010808,1,-666666666,608,1111,51.0,78,1045,13,542,400,129,529,21,1176,29,1223,2018
119300,36,029,010808,2,867,424,1338,24.3,249,1814,28,976,262,686,948,53,1203,218,1838,2018
-666666666,36,029,010808,3,976,20,209,19.8,23,292,0,153,0,153,153,0,272,9,292,2018
116200,36,029,010808,4,872,109,247,48.3,15,351,0,165,94,71,165,48,351,0,351,2018
133400,36,029,010809,1,1089,423,1067,24.9,42,1531,56,640,489,95,584,129,1456,42,1531,2018
150300,36,029,010809,2,-666666666,508,1317,-666666666.0,41,1712,13,708,685,10,695,55,1674,0,1712,2018
-666666666,36,029,010902,4,793,268,787,33.9,136,827,27,559,72,460,532,0,675,152,827,2018
135200,36,029,009302,2,-666666666,201,799,-666666666.0,68,1291,0,521,500,21,521,0,911,149,1291,2018
181200,36,029,009501,3,-666666666,93,1095,10.8,0,1630,49,718,610,59,669,39,1528,0,1630,2018
250000,36,029,009501,4,-666666666,15,573,-666666666.0,16,874,0,350,336,14,350,36,796,66,874,2018
105400,36,029,010001,1,677,589,1451,30.0,34,2019,22,857,656,179,835,10,1879,27,2019,2018
92600,36,029,010300,2,655,148,462,28.2,159,578,54,272,161,57,218,5,282,285,587,2018
109800,36,029,010805,2,-666666666,424,818,-666666666.0,73,1072,0,514,367,147,514,34,1072,0,1072,2018
145600,36,029,010805,3,967,669,1489,21.3,42,1903,0,809,694,115,809,0,1942,9,2004,2018
39400,36,029,006100,3,759,283,474,41.8,588,871,72,316,76,168,244,401,185,198,871,2018
71800,36,029,006100,2,545,241,385,22.4,228,575,147,407,49,211,260,105,434,41,575,2018
66000,36,029,006100,1,601,537,901,48.3,622,1683,65,610,112,433,545,353,411,311,1683,2018
276300,36,029,006602,2,922,156,615,22.4,65,584,23,353,73,257,330,10,637,96,757,2018
351900,36,029,006602,1,1024,49,679,22.4,23,845,50,504,260,194,454,32,749,63,845,2018
239600,36,029,009104,2,-666666666,70,870,-666666666.0,14,1272,0,466,459,7,466,64,1172,2,1272,2018
80800,36,029,011000,3,621,227,444,37.5,130,556,32,275,170,73,243,0,477,26,556,2018
98600,36,029,011000,2,684,246,487,17.6,178,729,25,294,198,71,269,4,662,33,762,2018
111200,36,029,011400,1,590,213,585,29.8,54,773,19,366,205,142,347,21,692,17,773,2018
-666666666,36,029,007000,1,541,436,633,51.0,947,1351,118,573,114,341,455,663,428,446,1351,2018
168100,36,029,007101,1,438,215,339,29.2,120,463,103,375,35,237,272,244,187,81,463,2018
119400,36,029,007101,3,478,469,848,35.1,577,1473,66,621,191,364,555,922,621,178,1473,2018
-666666666,36,029,007101,4,-666666666,222,340,29.2,373,691,42,306,18,246,264,349,338,291,691,2018
240400,36,029,007304,2,-666666666,484,2138,-666666666.0,56,2977,19,1127,1068,40,1108,106,2879,3,2977,2018
167900,36,029,008102,1,688,105,725,40.5,69,1008,9,487,389,89,478,22,961,13,1008,2018
201900,36,029,008102,4,-666666666,114,543,-666666666.0,12,688,0,300,291,9,300,0,677,11,688,2018
145200,36,029,008102,5,-666666666,181,462,-666666666.0,18,580,0,286,286,0,286,14,564,7,580,2018
115600,36,029,013101,3,-666666666,263,729,-666666666.0,47,954,0,441,392,49,441,0,941,0,954,2018
145300,36,029,013101,5,-666666666,33,277,-666666666.0,14,372,0,180,132,48,180,0,357,0,372,2018
138600,36,029,013101,2,785,632,1963,25.0,86,2807,0,1162,790,372,1162,72,2636,123,2819,2018
135100,36,029,012001,1,585,360,1240,18.6,110,1633,54,812,631,127,758,0,1563,43,1633,2018
109900,36,029,012800,3,574,362,696,25.3,113,871,27,422,274,121,395,32,824,0,871,2018
102500,36,029,012800,2,540,255,496,31.6,211,674,62,402,124,216,340,0,646,22,674,2018
194800,36,029,013800,3,763,389,1981,29.4,367,2814,0,1125,897,228,1125,3,2743,34,2830,2018
222100,36,029,014102,1,-666666666,614,1704,36.8,179,2165,83,1146,807,256,1063,0,2164,1,2165,2018
119000,36,029,014501,2,667,528,1282,29.7,29,1884,9,748,558,181,739,0,1815,37,1884,2018
119500,36,029,014803,3,668,688,1477,25.9,34,1818,96,977,695,186,881,0,1784,20,1818,2018
148400,36,029,014901,1,674,425,1047,21.9,55,1373,27,654,435,192,627,0,1330,15,1383,2018
117000,36,029,014901,2,612,293,831,33.2,94,1197,27,573,375,171,546,6,1181,8,1197,2018
160600,36,029,009106,2,1013,508,1424,40.4,275,2150,80,901,588,233,821,111,1997,73,2181,2018
246500,36,029,014206,1,-666666666,508,2023,-666666666.0,19,3074,0,1106,1106,0,1106,31,3038,0,3111,2018
103100,36,029,008003,2,701,304,613,29.6,78,898,17,366,194,155,349,63,817,63,898,2018
59300,36,029,003000,3,584,266,520,46.4,171,704,85,327,148,94,242,0,81,515,704,2018
109000,36,029,000800,3,542,432,1179,29.2,409,1781,21,666,456,189,645,114,1688,8,1781,2018
159400,36,029,000800,4,-666666666,163,482,-666666666.0,56,635,0,233,203,30,233,0,631,4,635,2018
105800,36,029,000800,1,661,409,770,13.8,48,1015,29,405,294,82,376,34,945,0,1028,2018
41700,36,029,003000,1,661,179,404,32.7,178,779,30,340,127,183,310,30,207,465,779,2018
177300,36,029,009006,4,1025,326,1263,34.5,154,1721,38,834,479,317,796,95,1311,0,1721,2018
253400,36,029,014206,2,-666666666,484,1603,-666666666.0,99,2347,0,830,809,21,830,30,2325,0,2347,2018
250200,36,029,014206,3,-666666666,209,1128,-666666666.0,4,1771,0,608,583,25,608,12,1771,0,1771,2018
173800,36,029,014207,1,1112,332,846,25.9,32,919,0,464,338,126,464,0,1002,5,1007,2018
243000,36,029,014207,2,-666666666,226,1163,-666666666.0,0,1748,7,619,579,33,612,29,1667,0,1748,2018
217700,36,029,014207,3,845,684,1981,24.3,184,2800,0,1329,701,628,1329,74,2504,270,2800,2018
171800,36,029,014208,1,630,555,1111,33.3,85,1090,0,511,358,153,511,0,1213,42,1282,2018
266900,36,029,014208,2,-666666666,534,1415,-666666666.0,8,1848,0,714,691,23,714,48,1913,0,1913,2018
272400,36,029,014208,3,-666666666,332,1896,51.0,72,2883,64,1140,1010,66,1076,111,2674,183,2892,2018
139300,36,029,014209,1,553,361,973,14.9,38,1339,47,585,430,108,538,0,1309,30,1339,2018
185600,36,029,014209,2,455,393,1132,23.2,42,1699,25,663,575,63,638,87,1632,42,1706,2018
237800,36,029,014209,3,-666666666,116,624,-666666666.0,57,835,0,313,304,9,313,4,831,0,835,2018
141500,36,029,014300,2,848,380,1092,36.3,56,1643,0,694,521,173,694,0,1544,30,1643,2018
204000,36,029,014601,3,1566,169,603,30.7,14,782,0,291,225,66,291,0,754,0,782,2018
315500,36,029,014603,1,1275,325,1874,23.8,56,2654,63,1040,936,41,977,0,2361,0,2654,2018
295500,36,029,014603,2,-666666666,175,744,-666666666.0,4,1072,0,382,350,32,382,37,1071,1,1072,2018
266100,36,029,014603,3,-666666666,30,525,-666666666.0,18,675,17,290,244,29,273,15,620,0,675,2018
187100,36,029,009402,4,1648,61,797,51.0,64,1250,16,514,467,31,498,26,1152,14,1250,2018
168100,36,029,009402,1,-666666666,144,558,-666666666.0,16,732,19,350,309,22,331,0,657,75,732,2018
241200,36,029,009402,3,-666666666,115,1092,-666666666.0,98,1556,10,617,570,37,607,79,1416,51,1585,2018
100400,36,029,010103,2,769,278,808,26.5,100,1081,25,473,404,44,448,10,991,72,1081,2018
107500,36,029,010103,1,-666666666,553,1376,-666666666.0,136,1758,8,772,736,28,764,0,1657,78,1758,2018
100700,36,029,010500,1,658,289,566,24.9,138,815,0,292,215,77,292,22,592,188,815,2018
101700,36,029,010500,3,581,162,508,51.0,62,731,62,408,204,142,346,57,498,231,744,2018
92000,36,029,010901,3,538,345,729,21.6,151,1009,0,374,314,60,374,37,972,0,1009,2018
116400,36,029,010901,1,-666666666,183,399,-666666666.0,27,449,0,241,209,32,241,9,412,7,449,2018
98500,36,029,010901,2,653,316,706,31.1,116,1033,36,531,441,54,495,24,1006,14,1033,2018
159900,36,029,011200,2,-666666666,221,641,-666666666.0,32,770,0,341,272,69,341,19,751,0,770,2018
166700,36,029,011200,3,547,338,823,16.9,17,1196,39,526,289,198,487,0,1196,0,1196,2018
170500,36,029,011200,1,372,989,2664,27.4,192,3363,124,1748,1108,516,1624,39,3332,31,3363,2018
95500,36,029,011300,2,578,239,460,32.4,101,497,45,326,194,87,281,0,497,0,497,2018
134400,36,029,011300,3,760,685,1459,32.3,233,1980,60,909,737,112,849,22,1824,0,1980,2018
91900,36,029,011300,1,551,554,1595,27.7,175,1868,150,1170,713,307,1020,16,1758,148,1906,2018
151800,36,029,012003,1,913,598,1473,24.2,68,2027,57,890,767,66,833,43,2011,3,2027,2018
170400,36,029,012003,2,-666666666,652,2142,-666666666.0,84,2799,0,1223,1200,23,1223,6,2766,0,2815,2018
116600,36,029,013001,2,689,163,463,26.2,37,594,0,357,194,163,357,29,590,0,594,2018
79900,36,029,013001,3,628,350,523,16.9,108,666,70,352,221,61,282,34,640,14,666,2018
229600,36,029,013400,3,553,71,667,11.3,82,990,15,442,253,174,427,0,974,3,990,2018
55400,36,029,002400,3,488,256,531,25.1,170,756,38,367,148,181,329,53,723,9,756,2018
58500,36,029,002400,6,432,352,469,23.9,183,613,63,381,164,154,318,44,548,33,613,2018
36400,36,029,002400,1,341,123,238,45.0,332,492,188,410,76,146,222,0,95,334,492,2018
52300,36,029,002400,4,426,291,499,44.4,262,741,9,385,152,224,376,22,659,0,741,2018
191700,36,029,011200,4,753,223,1266,17.6,15,1859,0,663,603,60,663,32,1821,15,1859,2018
170200,36,029,012001,3,-666666666,245,564,-666666666.0,56,825,0,273,266,7,273,32,825,0,834,2018
63100,36,029,012300,3,412,296,492,30.2,279,871,100,485,164,221,385,76,721,83,871,2018
173900,36,029,012902,2,494,639,1452,29.7,323,1838,64,1146,434,648,1082,22,1793,59,1860,2018
125800,36,029,013002,3,1020,639,1375,51.0,63,1383,46,669,469,154,623,0,1589,6,1595,2018
212500,36,029,013102,5,-666666666,712,1984,-666666666.0,45,3047,16,988,972,0,972,16,3090,16,3108,2018
213200,36,029,013202,2,694,507,2375,29.4,128,3439,55,1302,1145,102,1247,33,3424,40,3496,2018
255600,36,029,013501,3,-666666666,682,2529,51.0,52,2834,52,1332,934,346,1280,66,3089,12,3197,2018
268300,36,029,013502,4,-666666666,254,767,-666666666.0,12,1064,0,412,397,15,412,21,984,0,1064,2018
201000,36,029,013701,4,794,752,1696,18.6,56,2248,12,1046,718,316,1034,28,2204,34,2294,2018
232300,36,029,013702,2,1039,535,2095,24.5,111,2583,227,1506,528,751,1279,121,2454,54,2583,2018
206600,36,029,013800,1,522,494,1752,20.5,40,2538,85,1103,859,159,1018,82,2484,0,2538,2018
279600,36,029,013800,5,-666666666,103,825,-666666666.0,29,1002,0,382,382,0,382,0,1002,0,1002,2018
250400,36,029,014101,3,487,763,2163,18.7,72,3015,78,1224,1084,62,1146,0,3015,0,3015,2018
203100,36,029,014204,1,1117,797,2186,32.1,111,2736,37,1423,860,526,1386,19,2866,0,2883,2018
233400,36,029,014204,2,-666666666,462,956,-666666666.0,51,1188,34,528,481,13,494,32,1196,0,1201,2018
127600,36,029,010002,1,582,667,1470,30.0,217,1890,34,930,589,307,896,23,1647,175,1890,2018
110300,36,029,010002,2,659,660,1089,29.3,156,1401,66,730,494,170,664,0,1354,47,1401,2018
227900,36,029,005201,1,943,99,642,18.5,21,819,42,443,308,93,401,27,768,18,819,2018
187500,36,029,005201,3,695,231,581,24.1,169,740,55,341,117,169,286,137,483,299,853,2018
406800,36,029,007202,1,447,397,1276,20.1,300,1749,86,1059,332,641,973,491,908,551,1789,2018
135500,36,029,007302,2,-666666666,160,673,-666666666.0,16,1009,0,377,360,17,377,17,994,0,1009,2018
128500,36,029,007302,1,-666666666,271,948,-666666666.0,42,1472,12,562,511,39,550,225,1235,0,1472,2018
105900,36,029,001402,3,407,364,870,36.7,420,1227,16,578,109,453,562,19,72,1107,1227,2018
125600,36,029,001402,4,372,248,363,24.1,95,426,228,505,101,176,277,107,89,265,426,2018
78800,36,029,001402,1,476,218,464,39.3,264,606,61,440,53,326,379,0,0,606,606,2018
-666666666,36,029,002502,1,-666666666,341,588,24.8,193,785,36,539,47,456,503,4,86,699,795,2018
34300,36,029,002800,4,624,273,487,49.6,302,737,133,444,96,215,311,25,97,496,737,2018
218800,36,029,002800,3,438,89,171,51.0,211,294,109,234,20,105,125,29,119,134,294,2018
189100,36,029,009009,1,-666666666,88,700,-666666666.0,24,954,46,432,386,0,386,0,909,32,954,2018
277000,36,029,009010,1,1381,293,2085,44.8,58,3080,108,1229,878,243,1121,0,2611,40,3080,2018
279400,36,029,009010,2,356,375,1887,27.4,312,2910,32,1027,886,109,995,159,2166,152,2910,2018
169400,36,029,009107,3,745,371,1080,31.0,248,1506,36,802,322,444,766,31,940,430,1506,2018
271200,36,029,009107,4,-666666666,221,667,-666666666.0,15,896,35,410,329,46,375,88,734,55,896,2018
248200,36,029,009113,3,-666666666,364,1638,-666666666.0,193,2252,40,867,815,12,827,35,2106,0,2252,2018
101200,36,029,009115,2,958,115,1002,31.9,515,1385,9,849,376,464,840,0,707,44,1385,2018
193500,36,029,009116,1,859,159,708,51.0,516,1145,20,555,163,372,535,108,964,26,1145,2018
-666666666,36,029,009116,3,966,158,621,31.9,206,783,42,460,19,399,418,70,215,325,783,2018
221000,36,029,009116,4,1082,159,1377,38.0,374,2049,149,1039,430,460,890,44,1501,92,2049,2018
265600,36,029,009600,2,1462,575,2262,38.8,232,2722,165,1460,804,491,1295,17,2516,17,2853,2018
99100,36,029,010201,3,724,102,398,16.8,26,615,0,249,177,72,249,0,300,276,631,2018
25800,36,029,010002,3,674,487,903,24.0,196,1155,0,625,515,110,625,28,1060,23,1155,2018
97300,36,029,010103,3,712,200,729,18.5,67,938,27,563,141,395,536,0,896,42,938,2018
115600,36,029,010201,1,636,144,500,33.6,0,661,15,373,273,85,358,0,523,117,661,2018
66900,36,029,010202,1,568,448,1003,37.4,237,1408,58,716,411,247,658,42,501,791,1408,2018
81700,36,029,010202,3,897,258,748,51.0,169,1176,127,597,360,110,470,76,698,438,1176,2018
