Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
84000,36,029,004001,5,567,134,401,38.6,285,670,29,322,100,193,293,151,462,99,670,2014
40000,36,029,004100,1,512,381,734,48.5,430,1360,143,701,232,326,558,28,30,1302,1360,2014
57400,36,029,004100,2,494,252,715,35.0,141,904,45,490,273,172,445,0,93,761,904,2014
54900,36,029,004100,3,518,200,514,25.8,177,954,52,434,138,244,382,5,75,879,954,2014
64200,36,029,004100,4,463,162,738,39.7,314,1268,116,670,230,324,554,0,181,1035,1268,2014
49600,36,029,004200,1,657,275,413,41.6,142,730,39,325,132,154,286,0,9,721,730,2014
39500,36,029,004200,2,671,175,425,39.6,156,557,105,385,154,126,280,0,33,488,557,2014
51500,36,029,004200,3,474,100,286,29.0,80,350,79,299,106,114,220,0,18,332,350,2014
47600,36,029,004200,4,811,256,429,50.0,548,784,0,237,146,91,237,0,19,765,784,2014
49500,36,029,004200,5,520,303,662,50.0,485,1299,0,434,281,153,434,0,234,1065,1299,2014
48600,36,029,004300,1,588,220,481,37.1,143,768,97,450,173,180,353,17,222,500,818,2014
41200,36,029,004300,2,660,237,447,50.0,525,909,19,337,165,153,318,0,82,790,909,2014
46400,36,029,004300,3,667,343,797,36.2,682,1552,170,675,164,341,505,0,59,1346,1552,2014
124100,36,029,004300,4,-666666666,27,298,-666666666.0,0,389,0,172,172,0,172,16,133,240,389,2014
67000,36,029,004300,5,644,256,498,38.2,314,1177,0,364,53,311,364,0,100,1045,1177,2014
38500,36,029,004300,6,729,241,357,50.0,575,780,121,439,110,208,318,25,94,661,780,2014
48000,36,029,004300,7,-666666666,93,205,-666666666.0,62,272,33,174,76,65,141,0,24,248,272,2014
57300,36,029,004401,1,683,233,480,50.0,194,850,51,342,177,114,291,0,110,740,850,2014
34900,36,029,004401,2,648,292,612,50.0,387,1063,76,452,206,170,376,0,52,996,1063,2014
50600,36,029,004401,3,533,364,872,34.5,270,1370,80,760,335,345,680,0,29,1341,1370,2014
83000,36,029,004401,4,705,264,586,28.5,231,922,108,598,62,428,490,0,87,828,922,2014
-666666666,36,029,004402,1,222,442,717,22.2,976,1660,51,774,30,693,723,115,19,1572,1668,2014
59000,36,029,004402,2,325,253,579,29.9,662,1050,0,527,166,361,527,0,19,982,1050,2014
89500,36,029,004500,1,613,179,719,18.8,52,941,44,592,248,300,548,25,700,131,941,2014
97600,36,029,004500,2,730,373,821,27.0,310,987,36,661,99,526,625,0,41,852,1000,2014
123200,36,029,004500,3,721,265,899,43.8,40,1218,36,517,375,106,481,2,1149,33,1218,2014
368400,36,029,004500,4,968,169,768,50.0,76,1037,0,298,267,31,298,47,752,285,1037,2014
173400,36,029,004500,5,864,104,732,25.7,183,983,0,367,209,158,367,0,799,77,987,2014
143300,36,029,004500,6,-666666666,33,334,-666666666.0,0,419,37,270,206,27,233,20,399,20,419,2014
74900,36,029,004601,1,828,214,445,37.0,156,734,0,266,209,57,266,49,492,175,734,2014
81000,36,029,004601,2,614,98,436,25.2,105,766,48,324,124,152,276,15,286,209,774,2014
164300,36,029,004601,3,774,107,583,43.6,158,870,18,387,259,110,369,0,551,158,870,2014
69800,36,029,004601,4,770,25,365,49.4,550,1076,100,436,104,232,336,47,390,64,1087,2014
-666666666,36,029,004602,1,-666666666,26,110,-666666666.0,2,18,0,4,4,0,4,165,580,196,1302,2014
78400,36,029,004700,1,674,198,670,17.8,136,1097,37,493,180,276,456,45,249,811,1097,2014
61200,36,029,004700,2,713,159,484,29.7,186,855,76,460,178,206,384,0,93,662,855,2014
55300,36,029,004700,3,433,384,777,45.6,236,1462,144,612,286,182,468,0,32,1399,1483,2014
60400,36,029,004700,4,606,324,983,35.4,365,1550,39,755,191,525,716,39,247,960,1550,2014
48000,36,029,004700,5,538,296,500,48.4,546,1141,267,712,171,274,445,127,410,383,1141,2014
139700,36,029,004800,1,630,214,784,17.4,76,1402,43,586,358,185,543,129,1219,85,1402,2014
195100,36,029,004800,2,643,289,1033,34.7,67,1468,33,679,400,246,646,43,1199,267,1468,2014
168600,36,029,004800,3,651,172,1002,17.5,69,1365,0,639,329,310,639,127,1208,52,1377,2014
137300,36,029,004900,1,594,406,1222,27.5,147,1466,135,954,374,445,819,0,1258,181,1466,2014
122800,36,029,004900,2,623,301,1003,24.3,309,1601,128,836,330,378,708,182,1246,60,1601,2014
104300,36,029,004900,3,664,53,687,19.7,116,756,29,422,244,149,393,55,459,199,756,2014
113600,36,029,004900,4,703,228,555,24.6,0,600,40,362,181,141,322,0,529,38,600,2014
109500,36,029,004900,5,574,220,801,32.1,129,1171,56,623,321,246,567,118,863,169,1171,2014
87400,36,029,005000,1,616,241,814,30.4,171,981,0,544,239,305,544,183,577,278,989,2014
85600,36,029,005000,2,498,177,377,18.2,146,480,0,248,123,125,248,53,371,74,480,2014
74000,36,029,005000,3,535,131,564,29.2,245,784,89,471,169,213,382,0,407,377,784,2014
95800,36,029,005100,1,591,324,1400,27.2,213,1597,66,962,416,480,896,75,1211,318,1597,2014
78200,36,029,005100,2,464,275,470,31.1,123,577,0,402,65,337,402,33,428,128,577,2014
84700,36,029,005100,3,658,267,932,23.3,171,1210,0,682,154,528,682,188,914,258,1210,2014
126900,36,029,005100,4,616,319,908,24.0,137,1287,18,459,302,139,441,73,1082,143,1291,2014
184600,36,029,005201,1,711,101,645,21.4,53,845,107,490,217,166,383,0,771,22,845,2014
153000,36,029,005201,2,643,29,407,20.6,67,648,15,291,179,97,276,0,589,17,648,2014
173800,36,029,005201,3,438,125,373,14.3,98,351,90,242,73,79,152,49,327,124,462,2014
192100,36,029,005201,4,583,83,635,35.4,154,796,82,524,203,239,442,13,631,162,814,2014
65400,36,029,005202,1,795,181,308,43.7,407,733,48,350,157,145,302,86,796,299,1340,2014
57300,36,029,005202,2,554,338,841,25.2,400,1241,134,678,136,408,544,15,252,956,1241,2014
171300,36,029,005300,1,725,43,452,30.0,62,529,7,271,156,108,264,26,434,93,646,2014
222200,36,029,005300,2,235,168,334,28.2,169,337,26,301,36,239,275,37,459,342,931,2014
300800,36,029,005400,1,812,152,993,25.4,202,1412,48,809,323,438,761,125,1082,134,1412,2014
150000,36,029,005400,2,674,140,572,29.4,114,747,21,431,98,312,410,0,592,138,747,2014
231600,36,029,005400,3,-666666666,68,509,-666666666.0,70,656,0,281,271,10,281,0,632,24,656,2014
233000,36,029,005400,4,912,149,773,19.5,138,1283,0,537,302,235,537,17,954,211,1283,2014
45400,36,029,005500,1,579,384,602,40.8,425,1122,109,513,123,281,404,304,581,129,1122,2014
43300,36,029,005500,2,496,414,678,24.4,390,1153,140,662,52,470,522,329,683,79,1153,2014
31900,36,029,005500,3,373,307,463,50.0,329,721,154,455,122,179,301,241,457,23,721,2014
80600,36,029,005500,4,484,255,449,50.0,658,924,63,449,49,337,386,87,361,353,924,2014
55600,36,029,005600,1,275,158,251,30.3,398,579,42,285,25,218,243,126,162,362,587,2014
73000,36,029,005600,2,248,187,433,10.0,65,614,8,264,186,70,256,203,445,86,614,2014
58600,36,029,005600,3,590,287,896,44.5,576,1421,46,620,144,430,574,281,557,542,1421,2014
47700,36,029,005600,4,467,396,648,24.0,609,1223,55,485,88,342,430,482,524,321,1249,2014
70600,36,029,005600,5,478,281,468,30.5,85,726,77,380,110,193,303,53,431,113,726,2014
60500,36,029,005700,1,334,287,457,35.5,452,888,76,444,75,293,368,267,355,352,888,2014
51700,36,029,005700,2,429,295,484,28.9,262,688,63,358,105,190,295,198,477,41,688,2014
39100,36,029,005700,3,426,306,677,50.0,278,814,123,508,195,190,385,129,575,161,843,2014
58400,36,029,005801,1,439,449,761,50.0,534,1325,54,554,273,227,500,49,1117,26,1325,2014
65100,36,029,005801,2,513,320,586,26.3,352,1153,78,494,151,265,416,117,968,134,1153,2014
61400,36,029,005801,3,516,294,580,34.2,593,1042,0,435,108,327,435,392,493,80,1042,2014
42300,36,029,005802,1,491,384,553,33.5,417,946,22,350,82,246,328,315,737,16,973,2014
53400,36,029,005802,2,601,584,941,33.9,520,1480,132,652,267,253,520,332,1068,254,1480,2014
52200,36,029,005802,3,503,145,384,46.7,364,650,81,330,77,172,249,42,264,176,650,2014
53700,36,029,005802,4,528,486,808,27.8,374,1450,71,596,311,214,525,252,1028,211,1450,2014
40300,36,029,005900,1,487,242,470,23.0,244,783,0,269,144,125,269,287,472,26,783,2014
36800,36,029,005900,2,483,253,467,50.0,397,773,52,365,127,186,313,198,535,69,773,2014
33800,36,029,005900,3,466,221,333,46.1,135,452,87,345,95,163,258,107,193,125,452,2014
50200,36,029,005900,4,413,397,530,46.4,269,762,28,349,111,210,321,101,393,132,762,2014
59500,36,029,005900,5,386,497,813,30.1,426,1167,0,627,73,554,627,170,805,204,1167,2014
42100,36,029,006100,1,502,524,988,25.5,391,1451,93,578,181,304,485,281,556,84,1472,2014
77100,36,029,006100,2,486,94,357,45.9,224,590,70,322,36,216,252,127,314,148,590,2014
52800,36,029,006100,3,507,192,386,23.3,166,559,117,324,57,150,207,158,462,56,559,2014
48800,36,029,006100,4,502,523,807,46.1,922,1354,95,519,108,316,424,128,247,798,1354,2014
55500,36,029,006100,5,513,190,436,35.3,349,821,53,457,70,334,404,347,134,442,821,2014
-666666666,36,029,006201,1,-666666666,0,21,-666666666.0,0,0,0,0,0,0,0,216,1001,493,1879,2014
151400,36,029,006301,1,600,150,686,19.4,298,1162,0,498,195,303,498,163,884,0,1162,2014
370400,36,029,006301,2,774,70,692,19.2,146,1038,30,526,115,381,496,0,965,0,1038,2014
228500,36,029,006301,3,534,116,726,14.7,101,931,11,439,217,211,428,36,736,124,931,2014
122800,36,029,006301,4,502,366,760,29.7,267,1150,76,604,225,303,528,226,852,22,1150,2014
-666666666,36,029,006301,5,583,52,222,27.0,295,539,43,299,31,225,256,79,427,99,539,2014
295200,36,029,006302,1,833,70,754,17.7,58,959,97,531,220,214,434,51,953,0,959,2014
249100,36,029,006302,2,787,120,803,28.2,120,1082,0,488,237,251,488,50,1120,34,1184,2014
236100,36,029,006302,3,722,50,433,20.5,59,607,0,303,155,148,303,0,607,0,607,2014
206100,36,029,006501,1,747,57,600,31.3,73,751,39,424,158,227,385,110,573,1,751,2014
191800,36,029,006501,2,792,114,443,20.2,54,594,94,430,159,177,336,26,532,62,594,2014
98300,36,029,006501,3,647,153,477,35.3,144,673,114,400,149,137,286,70,526,14,673,2014
71400,36,029,006501,4,497,109,298,41.9,240,681,61,318,55,202,257,100,293,287,690,2014
172500,36,029,006601,1,475,118,313,28.8,166,394,80,306,48,178,226,7,210,107,394,2014
184100,36,029,006601,2,697,135,854,45.4,315,1405,94,756,241,421,662,41,1225,42,1405,2014
60700,36,029,006601,3,435,385,606,39.6,579,994,24,347,100,223,323,280,368,36,994,2014
188900,36,029,006602,1,710,66,538,30.3,26,687,64,467,238,165,403,59,617,16,687,2014
254200,36,029,006602,2,914,171,635,24.5,25,588,61,375,105,209,314,0,605,135,777,2014
186800,36,029,006602,3,572,158,608,39.5,310,750,94,642,34,514,548,165,413,228,750,2014
148100,36,029,006701,1,611,193,1120,23.1,97,1204,85,894,132,677,809,48,992,172,1228,2014
108600,36,029,006701,2,569,241,639,20.1,60,804,33,468,91,344,435,224,436,0,804,2014
214000,36,029,006701,3,721,75,991,25.5,260,1257,193,962,111,658,769,66,1006,148,1257,2014
281300,36,029,006702,1,709,106,918,27.8,171,1047,74,776,146,556,702,0,705,217,1047,2014
-666666666,36,029,006702,2,668,248,999,25.0,412,1249,144,1160,0,1016,1016,121,726,402,1249,2014
342600,36,029,006702,3,639,152,564,23.5,171,621,51,454,109,294,403,62,493,53,651,2014
221200,36,029,006800,1,656,98,663,37.0,212,939,0,498,171,327,498,119,825,81,939,2014
388900,36,029,006800,2,791,72,454,26.4,69,676,197,627,70,360,430,23,520,119,680,2014
68400,36,029,006800,3,605,189,641,34.6,461,841,97,542,145,300,445,126,547,116,841,2014
244400,36,029,006800,4,659,212,746,19.2,345,1099,79,635,172,384,556,30,952,64,1099,2014
39100,36,029,006901,1,510,201,378,46.8,286,728,82,310,46,182,228,215,197,147,728,2014
54200,36,029,006901,2,434,460,561,50.0,555,949,7,364,69,288,357,243,470,151,949,2014
38000,36,029,006901,3,443,375,596,46.7,636,1154,193,644,103,348,451,467,357,104,1154,2014
47100,36,029,006901,4,518,334,380,31.5,253,545,112,330,41,177,218,203,88,102,545,2014
110800,36,029,006902,1,466,346,951,49.3,346,1151,57,739,335,347,682,273,649,126,1172,2014
83800,36,029,006902,2,500,491,843,27.4,344,1007,72,535,146,317,463,338,439,167,1007,2014
51000,36,029,006902,3,356,255,445,33.0,383,657,20,415,119,276,395,297,266,77,657,2014
63600,36,029,006902,4,660,370,543,50.0,458,838,79,507,95,333,428,233,539,185,978,2014
69300,36,029,007000,1,551,399,566,50.0,887,1142,77,489,174,238,412,573,287,288,1142,2014
65200,36,029,007000,2,483,241,385,41.1,262,550,192,543,51,300,351,209,200,138,550,2014
88300,36,029,007000,3,535,228,557,29.9,117,845,81,409,130,198,328,287,506,114,972,2014
406800,36,029,007101,1,466,326,545,24.6,281,724,53,396,69,274,343,334,432,85,724,2014
22300,36,029,007101,2,242,413,632,33.0,602,1223,52,551,76,423,499,713,609,410,1223,2014
69800,36,029,007101,3,493,474,835,36.6,385,1263,78,592,176,338,514,952,221,159,1263,2014
-666666666,36,029,007101,4,429,242,482,50.0,596,875,79,448,16,353,369,368,325,402,875,2014
-666666666,36,029,007102,1,619,608,858,40.8,837,1430,95,731,0,636,636,694,477,668,1603,2014
162500,36,029,007102,2,557,154,460,29.4,301,663,65,469,122,282,404,262,393,39,663,2014
100600,36,029,007102,3,343,178,405,50.0,364,678,124,367,123,120,243,226,240,250,678,2014
301000,36,029,007202,1,460,322,1322,17.9,190,1837,96,1032,285,651,936,569,1075,418,1866,2014
111200,36,029,007302,1,744,158,758,19.4,14,1254,101,562,372,89,461,112,1254,0,1254,2014
120800,36,029,007302,2,-666666666,188,580,28.4,150,884,0,340,281,59,340,0,863,0,884,2014
203400,36,029,007302,3,-666666666,121,726,-666666666.0,0,864,0,381,321,60,381,0,864,0,864,2014
233500,36,029,007302,4,585,478,1774,31.9,143,2422,0,968,841,127,968,26,2353,34,2426,2014
168800,36,029,007302,5,-666666666,253,931,-666666666.0,102,1436,0,494,466,28,494,51,1368,10,1436,2014
116100,36,029,007302,6,525,314,719,14.6,164,1064,28,463,376,59,435,64,937,49,1064,2014
141800,36,029,007303,1,893,263,816,50.0,210,1081,36,434,361,37,398,0,1122,0,1122,2014
203600,36,029,007303,2,770,384,1811,25.4,171,2540,92,1027,591,344,935,158,2218,165,2540,2014
164400,36,029,007303,3,930,496,1535,26.9,175,2105,0,1023,300,723,1023,143,1942,46,2193,2014
206300,36,029,007303,4,-666666666,176,994,-666666666.0,57,1520,0,517,501,16,517,110,1448,0,1520,2014
215700,36,029,007304,1,763,522,1801,16.3,57,2501,64,995,881,50,931,22,2361,0,2501,2014
197700,36,029,007304,2,-666666666,327,1863,-666666666.0,41,2776,23,1086,1018,45,1063,0,2732,10,2776,2014
93900,36,029,007600,1,318,166,583,17.8,185,859,0,353,332,21,353,0,859,0,859,2014
101000,36,029,007600,2,-666666666,340,892,-666666666.0,51,1249,7,507,480,20,500,0,1187,2,1249,2014
95100,36,029,007600,3,-666666666,272,754,-666666666.0,51,943,40,471,422,9,431,12,943,0,943,2014
87100,36,029,007700,1,512,287,654,23.7,161,852,85,586,250,251,501,40,814,12,906,2014
84700,36,029,007700,2,549,298,706,23.1,27,950,143,587,243,201,444,0,931,0,950,2014
86100,36,029,007700,3,643,263,579,31.6,52,723,14,440,301,125,426,20,678,0,723,2014
75200,36,029,007700,4,609,425,765,35.9,215,1104,0,424,238,186,424,37,1067,0,1104,2014
93200,36,029,007700,5,-666666666,260,475,-666666666.0,0,690,0,272,258,14,272,0,690,0,690,2014
77400,36,029,007800,1,521,298,865,13.4,116,1254,14,490,324,152,476,10,1143,1,1254,2014
86800,36,029,007800,2,378,499,1091,44.3,403,1645,110,839,457,272,729,0,1592,0,1645,2014
113700,36,029,007800,3,715,395,853,28.0,70,1056,0,495,374,121,495,20,1026,0,1056,2014
104800,36,029,007800,4,-666666666,450,1184,-666666666.0,41,1497,36,658,594,28,622,0,1497,0,1497,2014
147500,36,029,007901,1,714,400,1017,21.1,53,1387,0,518,482,36,518,43,1175,9,1387,2014
209500,36,029,007901,2,847,183,903,22.3,106,1247,0,628,106,522,628,57,1030,75,1247,2014
150600,36,029,007901,3,-666666666,195,607,-666666666.0,68,804,0,362,332,30,362,0,651,30,804,2014
106800,36,029,007902,1,-666666666,61,498,-666666666.0,0,593,0,311,297,14,311,14,579,14,593,2014
121900,36,029,007902,2,-666666666,128,471,-666666666.0,0,659,77,346,269,0,269,61,600,59,659,2014
121900,36,029,007902,3,765,671,1575,27.3,96,2156,40,1009,647,322,969,0,1831,206,2156,2014
111100,36,029,007902,4,-666666666,251,705,-666666666.0,31,853,0,422,422,0,422,13,853,0,853,2014
118200,36,029,007902,5,771,250,796,27.2,15,1072,0,429,384,45,429,1,1017,55,1072,2014
122200,36,029,007902,6,-666666666,95,401,-666666666.0,0,534,0,240,240,0,240,70,464,0,534,2014
109800,36,029,007903,1,706,302,798,23.3,75,1053,0,511,404,107,511,29,908,93,1053,2014
113200,36,029,007903,2,-666666666,371,856,-666666666.0,24,1213,0,469,434,35,469,0,1213,0,1213,2014
120600,36,029,007903,3,-666666666,338,960,-666666666.0,9,1178,25,518,485,8,493,0,1178,0,1178,2014
116500,36,029,007904,1,848,284,1009,23.6,207,1414,0,578,507,71,578,0,1396,0,1414,2014
129600,36,029,007904,2,-666666666,157,502,-666666666.0,0,727,0,275,256,19,275,141,586,0,727,2014
115700,36,029,007904,3,868,312,926,32.5,29,1108,0,584,432,152,584,21,984,53,1108,2014
130700,36,029,007905,1,839,471,1433,26.1,500,1882,165,1152,645,342,987,95,1700,0,1882,2014
134800,36,029,007905,2,-666666666,272,603,-666666666.0,39,715,0,390,390,0,390,0,715,0,715,2014
130900,36,029,007905,3,-666666666,335,1121,-666666666.0,2,1493,22,624,602,0,602,17,1476,0,1493,2014
105300,36,029,008001,1,-666666666,222,628,-666666666.0,12,765,33,388,338,17,355,0,739,0,765,2014
119700,36,029,008001,2,598,230,1091,40.4,139,1566,29,581,493,59,552,54,1247,56,1666,2014
90100,36,029,008001,3,599,255,639,18.3,33,898,0,377,255,122,377,48,651,115,898,2014
107000,36,029,008001,4,-666666666,180,342,-666666666.0,0,491,31,237,197,9,206,70,470,0,491,2014
151500,36,029,008001,5,626,182,609,29.0,146,892,0,365,221,144,365,99,778,86,892,2014
99300,36,029,008001,6,-666666666,232,756,-666666666.0,21,954,30,418,355,33,388,0,876,78,954,2014
127700,36,029,008002,1,680,204,672,36.7,310,949,0,459,290,169,459,241,897,37,949,2014
113400,36,029,008002,2,550,121,438,23.9,81,525,0,273,171,102,273,0,480,13,525,2014
124900,36,029,008002,3,663,441,1171,29.8,194,1921,65,789,473,251,724,15,1641,81,1921,2014
123200,36,029,008002,4,-666666666,261,942,-666666666.0,8,1131,0,487,436,51,487,0,1131,0,1131,2014
123400,36,029,008002,5,-666666666,212,514,-666666666.0,8,703,14,313,258,41,299,11,695,8,703,2014
157900,36,029,008002,6,-666666666,74,456,-666666666.0,0,494,0,261,244,17,261,0,494,0,494,2014
102700,36,029,008003,1,-666666666,316,604,-666666666.0,46,750,57,421,364,0,364,0,750,0,750,2014
104100,36,029,008003,2,714,297,546,50.0,481,1097,0,355,258,97,355,41,1073,10,1097,2014
98400,36,029,008003,3,663,331,686,32.0,135,909,0,422,250,172,422,0,786,23,909,2014
110400,36,029,008003,4,608,289,1038,18.4,86,1525,0,608,375,233,608,75,1348,55,1525,2014
108400,36,029,008003,5,-666666666,367,896,-666666666.0,10,1485,0,484,461,23,484,77,1367,56,1485,2014
112700,36,029,008101,1,579,394,1046,17.2,168,1413,67,714,467,180,647,28,1297,0,1413,2014
122800,36,029,008101,2,175,312,802,32.5,61,1070,47,570,445,78,523,0,1046,0,1070,2014
124400,36,029,008101,3,782,266,731,22.1,49,993,0,445,292,153,445,0,898,18,993,2014
126800,36,029,008101,4,-666666666,164,675,21.4,46,841,0,438,311,127,438,54,758,0,841,2014
99500,36,029,008101,5,745,489,1020,33.4,34,1322,77,785,296,412,708,2,1268,16,1322,2014
160500,36,029,008102,1,730,114,687,33.8,72,963,0,437,347,90,437,10,912,0,963,2014
122300,36,029,008102,2,611,269,840,31.6,63,1257,0,555,341,214,555,63,1219,17,1265,2014
231900,36,029,008102,3,-666666666,39,433,-666666666.0,28,565,39,298,259,0,259,0,565,0,565,2014
156400,36,029,008102,4,-666666666,131,622,-666666666.0,10,718,0,357,344,13,357,7,695,5,718,2014
115900,36,029,008102,5,616,180,458,-666666666.0,66,582,28,348,291,29,320,0,573,0,582,2014
110300,36,029,008201,1,675,249,540,50.0,60,724,17,373,266,90,356,25,687,0,724,2014
102700,36,029,008201,2,640,168,550,22.7,44,669,9,400,253,138,391,33,623,21,669,2014
105100,36,029,008201,3,198,400,765,20.0,96,1016,0,396,356,40,396,18,1030,16,1046,2014
116300,36,029,008202,1,609,292,818,23.3,10,1127,56,507,342,109,451,0,1095,32,1127,2014
103900,36,029,008202,2,479,281,510,26.2,105,637,53,419,127,239,366,0,553,0,637,2014
95800,36,029,008202,3,557,141,424,18.9,43,575,45,308,178,85,263,9,541,34,575,2014
107700,36,029,008202,4,595,179,481,20.4,48,668,0,284,116,168,284,19,668,0,668,2014
119700,36,029,008202,5,336,378,718,23.2,70,657,48,454,134,272,406,5,722,96,818,2014
101200,36,029,008300,1,485,520,780,28.4,406,1302,110,711,116,485,601,163,911,168,1367,2014
53800,36,029,008300,2,479,166,359,46.9,245,574,0,257,32,225,257,9,433,57,574,2014
55400,36,029,008300,3,439,246,362,28.6,208,651,23,279,95,161,256,0,590,19,651,2014
99200,36,029,008400,1,-666666666,269,393,-666666666.0,53,489,55,268,200,13,213,37,489,0,489,2014
86300,36,029,008400,2,750,440,795,23.8,168,1011,51,482,345,86,431,0,957,0,1011,2014
67900,36,029,008400,3,431,229,457,27.5,412,873,67,385,119,199,318,16,674,0,873,2014
123600,36,029,008500,1,346,247,877,30.0,100,1077,39,630,350,241,591,68,1021,10,1081,2014
112000,36,029,008500,2,619,378,936,28.1,43,1421,0,577,376,201,577,72,1232,115,1421,2014
124900,36,029,008600,1,-666666666,102,519,-666666666.0,7,819,61,374,283,30,313,0,804,0,819,2014
99900,36,029,008600,2,-666666666,103,517,-666666666.0,0,790,0,270,270,0,270,0,681,0,790,2014
120300,36,029,008600,3,731,93,567,22.9,73,698,0,331,283,48,331,18,681,0,698,2014
125700,36,029,008600,4,-666666666,81,417,-666666666.0,0,536,0,272,255,17,272,0,512,0,536,2014
87800,36,029,008600,5,620,190,571,50.0,82,623,94,593,70,429,499,0,464,128,623,2014
137600,36,029,008600,6,622,107,726,14.8,40,981,0,393,239,154,393,0,956,0,981,2014
97700,36,029,008700,1,-666666666,174,410,-666666666.0,13,497,0,272,224,48,272,10,497,0,497,2014
89900,36,029,008700,2,375,298,770,47.1,123,1206,43,446,301,102,403,25,1173,33,1206,2014
108200,36,029,008700,3,620,204,804,50.0,190,1320,39,565,442,84,526,0,1320,0,1320,2014
101300,36,029,008700,4,539,231,560,20.5,25,803,48,373,216,109,325,112,660,19,803,2014
119700,36,029,008700,5,543,139,814,24.5,100,1137,36,586,260,290,550,253,984,153,1137,2014
101600,36,029,008800,1,608,192,535,26.9,138,760,0,325,135,190,325,17,649,0,760,2014
89200,36,029,008800,2,589,339,899,29.6,60,1190,32,595,418,145,563,28,1127,11,1190,2014
89400,36,029,008800,3,587,329,1040,26.3,252,1472,56,746,436,254,690,28,1261,184,1472,2014
136300,36,029,008900,1,631,108,684,21.9,17,837,56,478,331,91,422,29,824,0,837,2014
149200,36,029,008900,2,626,97,443,13.7,33,607,11,264,169,84,253,0,564,32,607,2014
181500,36,029,008900,3,647,63,540,23.2,56,765,0,369,286,83,369,23,706,36,765,2014
139300,36,029,008900,4,988,44,511,22.5,47,695,6,338,264,68,332,48,645,24,695,2014
195300,36,029,008900,5,370,140,965,25.0,102,1311,10,613,398,205,603,30,1277,21,1319,2014
157800,36,029,009004,1,-666666666,229,1422,-666666666.0,31,1837,31,887,845,11,856,121,1761,43,1879,2014
204700,36,029,009004,2,-666666666,212,1210,-666666666.0,29,1840,20,665,598,47,645,22,1550,69,1840,2014
180100,36,029,009006,1,-666666666,183,1013,-666666666.0,14,1483,0,579,527,52,579,122,1343,179,1539,2014
143400,36,029,009006,2,1148,325,1168,28.3,71,1522,52,822,456,314,770,32,1289,0,1522,2014
232700,36,029,009006,3,-666666666,167,964,-666666666.0,8,1356,60,597,482,55,537,61,1295,2,1356,2014
162800,36,029,009006,4,976,229,1024,19.7,150,1513,0,613,357,256,613,0,1175,0,1513,2014
195800,36,029,009006,5,-666666666,217,984,-666666666.0,50,1494,0,542,500,42,542,0,1460,0,1494,2014
294400,36,029,009007,1,-666666666,154,1207,-666666666.0,62,1749,0,629,617,12,629,28,1471,60,1749,2014
334100,36,029,009007,2,-666666666,66,965,-666666666.0,16,1758,11,492,437,44,481,173,1681,0,1758,2014
245800,36,029,009007,3,-666666666,217,1819,-666666666.0,106,2446,34,982,935,13,948,41,2138,0,2446,2014
283800,36,029,009007,4,-666666666,140,1175,-666666666.0,112,1685,82,696,595,19,614,35,1296,0,1685,2014
159000,36,029,009008,1,980,316,1180,32.8,49,1463,0,732,621,111,732,0,1527,0,1527,2014
194900,36,029,009008,2,1679,313,956,50.0,33,784,71,576,233,272,505,5,857,100,1002,2014
