Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
47600,36,029,003600,2,477,150,315,31.8,92,545,128,377,128,121,249,0,10,517,545,2013
24400,36,029,003600,3,410,389,511,50.0,479,739,166,557,128,263,391,23,115,463,739,2013
33300,36,029,003600,4,-666666666,170,417,-666666666.0,155,460,51,210,134,25,159,0,89,326,460,2013
39300,36,029,003700,1,470,322,579,50.0,538,988,118,502,134,250,384,1,83,900,993,2013
40600,36,029,003700,2,540,429,536,40.2,351,907,75,460,182,203,385,23,214,678,907,2013
62100,36,029,003700,3,526,116,199,50.0,271,385,57,235,89,89,178,59,137,218,385,2013
37800,36,029,003700,4,637,200,562,48.1,409,967,95,496,197,204,401,37,38,845,967,2013
41100,36,029,003700,5,544,129,376,50.0,306,688,57,330,78,195,273,117,46,618,688,2013
29600,36,029,003800,1,523,430,679,36.4,361,1275,113,560,176,271,447,0,129,1146,1275,2013
38400,36,029,003800,2,577,179,292,50.0,464,664,15,247,65,167,232,0,85,544,664,2013
39600,36,029,003800,3,572,181,483,50.0,534,1269,76,548,206,266,472,259,262,829,1300,2013
44400,36,029,003901,1,561,302,651,42.2,390,1006,126,614,209,279,488,5,21,952,1006,2013
44400,36,029,004001,1,640,430,655,40.5,334,1186,96,670,160,414,574,0,0,1170,1193,2013
38800,36,029,004001,2,468,154,350,50.0,154,467,166,416,122,128,250,6,58,409,467,2013
44400,36,029,004001,3,422,245,554,50.0,513,842,101,501,146,254,400,21,7,812,842,2013
38600,36,029,004001,4,584,176,398,50.0,341,697,113,358,173,72,245,0,42,626,697,2013
82500,36,029,004001,5,601,108,381,35.3,196,668,55,311,112,144,256,126,489,81,668,2013
34800,36,029,004100,1,520,471,799,44.9,418,1336,175,713,221,317,538,0,58,1278,1336,2013
59200,36,029,004100,2,477,243,832,30.9,158,1142,19,559,326,214,540,0,133,944,1142,2013
64000,36,029,004100,3,494,169,489,28.3,183,959,78,452,137,237,374,3,29,930,959,2013
61600,36,029,004100,4,471,216,629,34.5,362,1061,132,607,142,333,475,0,76,901,1061,2013
53900,36,029,004200,1,497,209,317,44.9,159,600,41,305,157,107,264,0,0,600,600,2013
47800,36,029,004200,2,661,62,332,50.0,61,482,87,330,170,73,243,0,8,448,482,2013
53800,36,029,004200,3,471,121,289,28.2,78,334,67,288,149,72,221,0,0,334,334,2013
46800,36,029,004200,4,547,205,452,50.0,545,837,18,327,161,148,309,0,19,818,837,2013
50200,36,029,004200,5,485,256,595,50.0,441,1103,0,420,256,164,420,0,167,936,1103,2013
54500,36,029,004300,1,599,239,502,41.2,172,956,103,507,230,174,404,17,239,680,1014,2013
42800,36,029,004300,2,492,238,475,50.0,222,779,24,314,173,117,290,130,73,509,779,2013
82900,36,029,010600,1,459,293,653,19.6,17,881,40,474,278,156,434,2,808,73,881,2013
88900,36,029,010600,2,531,508,1103,18.6,195,1498,75,749,526,148,674,12,1387,99,1498,2013
85500,36,029,010700,1,601,551,1079,19.8,145,1443,79,672,441,152,593,54,1376,56,1443,2013
92000,36,029,010700,2,517,184,498,33.0,28,627,0,334,298,36,334,26,586,41,627,2013
88400,36,029,010700,3,-666666666,267,410,-666666666.0,139,655,0,266,260,6,266,0,515,100,655,2013
112400,36,029,010803,1,436,449,832,37.1,82,1204,5,513,412,96,508,0,1204,0,1204,2013
92300,36,029,010803,2,590,423,739,24.9,31,654,39,377,188,150,338,0,849,0,849,2013
153800,36,029,010804,1,435,466,1127,37.3,136,1499,59,717,494,164,658,11,1458,18,1499,2013
156700,36,029,010804,2,745,900,2014,27.2,57,2548,20,1197,955,222,1177,72,2172,251,2548,2013
127300,36,029,010805,1,-666666666,769,1668,-666666666.0,147,2217,0,910,879,31,910,33,2137,0,2222,2013
120800,36,029,010805,2,-666666666,469,975,-666666666.0,0,1355,0,534,523,11,534,0,1315,0,1355,2013
121900,36,029,010805,3,678,547,1179,27.2,96,1553,43,718,444,231,675,31,1553,0,1553,2013
108000,36,029,010807,1,802,878,1639,27.6,264,2241,55,1031,484,492,976,172,1812,249,2241,2013
117200,36,029,010807,2,-666666666,234,470,-666666666.0,0,558,13,293,264,16,280,16,558,0,558,2013
127100,36,029,010807,3,657,445,983,19.3,77,1203,15,566,339,212,551,0,1155,13,1203,2013
118200,36,029,010807,4,747,461,988,29.4,97,1243,40,608,297,271,568,0,1243,0,1243,2013
123100,36,029,010808,1,750,581,1212,50.0,150,1539,55,678,515,108,623,0,1424,131,1570,2013
111600,36,029,010808,2,776,481,1260,21.5,193,1827,36,934,283,615,898,176,1265,123,1827,2013
-666666666,36,029,010808,3,828,5,164,24.2,10,230,0,106,0,106,106,0,203,0,230,2013
97100,36,029,010808,4,-666666666,71,189,-666666666.0,0,225,17,125,95,13,108,30,211,0,225,2013
109100,36,029,010809,1,681,344,951,20.7,9,1360,43,583,384,156,540,54,1328,0,1360,2013
132700,36,029,010809,2,-666666666,571,1389,-666666666.0,39,1869,0,765,725,40,765,0,1833,27,1869,2013
76000,36,029,010901,1,938,211,428,23.8,9,656,45,358,266,47,313,18,634,10,656,2013
92300,36,029,010901,2,466,321,630,13.9,50,680,55,408,307,46,353,9,660,10,680,2013
90300,36,029,010901,3,458,330,682,27.8,171,877,0,383,332,51,383,9,851,17,877,2013
108900,36,029,010902,1,780,694,1136,27.2,309,1388,0,762,194,568,762,107,1068,320,1388,2013
97800,36,029,010902,2,714,632,1056,41.8,113,1164,47,692,458,187,645,0,1067,97,1164,2013
96700,36,029,010902,3,671,517,1009,42.6,75,1177,48,617,473,96,569,0,1112,65,1177,2013
115700,36,029,010902,4,738,415,614,45.0,123,725,0,430,102,328,430,14,593,132,725,2013
84900,36,029,011000,1,-666666666,289,475,-666666666.0,9,591,16,288,251,21,272,0,584,0,591,2013
90200,36,029,011000,2,483,156,361,50.0,124,576,32,292,172,88,260,16,571,0,576,2013
73000,36,029,011000,3,521,236,378,50.0,276,733,16,288,133,139,272,56,547,0,733,2013
80300,36,029,011100,1,496,706,1233,35.1,131,1576,6,680,596,78,674,48,1507,72,1579,2013
81800,36,029,011100,2,875,308,505,19.1,60,659,9,323,262,52,314,0,659,0,659,2013
151500,36,029,011200,1,640,1290,2809,39.3,215,3312,13,1666,1352,301,1653,10,3224,30,3344,2013
151100,36,029,011200,2,623,240,511,13.6,69,683,79,380,259,42,301,0,683,0,683,2013
148200,36,029,011200,3,717,331,757,19.7,15,1136,0,464,354,110,464,142,1136,0,1136,2013
218000,36,029,011200,4,854,378,904,50.0,30,1303,43,536,448,45,493,63,1288,0,1303,2013
105900,36,029,011300,1,686,960,1767,31.0,316,2515,46,1127,672,409,1081,11,2112,291,2538,2013
94900,36,029,011300,2,-666666666,322,639,16.6,42,691,0,291,242,49,291,0,691,0,691,2013
113100,36,029,011300,3,573,608,1396,32.8,67,2080,47,842,720,75,795,36,1961,0,2080,2013
89200,36,029,011400,1,564,292,621,30.5,66,912,17,386,242,127,369,17,824,24,912,2013
87000,36,029,011400,2,504,339,776,36.5,538,1423,84,623,286,253,539,77,1235,145,1423,2013
104800,36,029,011500,1,600,297,546,32.5,40,826,12,342,228,102,330,0,783,0,826,2013
71400,36,029,011500,2,485,155,432,20.5,59,700,11,314,158,145,303,57,672,10,700,2013
106500,36,029,011600,1,698,342,1015,33.1,22,1137,33,752,328,391,719,50,1040,0,1137,2013
104900,36,029,011600,2,521,217,533,16.6,36,751,0,310,279,31,310,6,745,0,751,2013
91200,36,029,011700,1,464,154,443,50.0,142,676,0,303,236,67,303,0,676,0,676,2013
124700,36,029,011700,2,677,324,951,24.8,131,1621,0,549,383,166,549,13,1611,10,1621,2013
118400,36,029,011700,3,657,901,1573,25.0,100,1701,54,1056,470,532,1002,26,1805,35,1866,2013
122200,36,029,011800,1,552,450,830,39.7,38,1236,9,520,354,157,511,0,1236,0,1236,2013
116400,36,029,011800,2,508,267,584,19.2,93,697,24,387,319,44,363,21,627,38,697,2013
141000,36,029,011800,3,619,483,1101,25.7,86,1552,54,738,436,248,684,0,1552,0,1552,2013
105600,36,029,012001,1,657,371,1081,47.1,220,1608,23,675,505,147,652,27,1588,13,1608,2013
122400,36,029,012001,2,671,460,1317,19.8,42,1956,0,757,650,107,757,259,1719,0,1956,2013
141800,36,029,012001,3,954,162,472,17.5,48,616,78,307,173,56,229,37,623,0,623,2013
137700,36,029,012002,1,566,238,567,50.0,52,809,0,358,304,54,358,0,778,0,809,2013
158200,36,029,012002,2,929,692,1935,47.8,49,2683,19,1047,894,134,1028,52,2641,0,2692,2013
135600,36,029,012003,1,-666666666,654,1627,-666666666.0,89,2249,31,874,807,36,843,45,2178,5,2249,2013
154300,36,029,012003,2,850,752,2011,28.4,67,2789,30,1107,998,79,1077,36,2740,33,2798,2013
55300,36,029,012300,1,418,166,309,39.4,272,499,45,326,140,141,281,141,496,3,499,2013
62900,36,029,012300,2,510,283,725,13.9,58,1095,81,541,334,126,460,35,1037,12,1095,2013
59200,36,029,012300,3,382,246,423,33.2,94,582,71,376,114,191,305,65,513,0,582,2013
56100,36,029,012300,4,440,419,713,18.3,208,905,82,530,159,289,448,27,791,114,905,2013
70000,36,029,012400,1,510,274,405,23.9,145,511,32,275,170,73,243,0,475,0,511,2013
47300,36,029,012400,2,449,676,1142,24.5,446,1545,226,1042,531,285,816,107,1405,57,1545,2013
13300,36,029,012501,1,424,358,522,24.7,202,677,0,370,61,309,370,106,571,0,677,2013
90300,36,029,012501,2,399,163,493,25.1,44,631,42,339,205,92,297,0,598,0,631,2013
106100,36,029,012501,3,446,562,1149,26.4,193,1616,95,882,472,315,787,17,1563,5,1621,2013
103900,36,029,012501,4,717,293,654,38.3,151,887,42,405,241,122,363,74,866,0,887,2013
96400,36,029,012501,5,433,381,786,14.4,34,1043,0,442,348,94,442,19,991,24,1043,2013
111600,36,029,012502,1,496,324,740,19.5,71,953,45,481,343,93,436,13,953,0,953,2013
102700,36,029,012502,2,525,424,717,18.0,330,1111,22,466,363,81,444,286,839,0,1111,2013
88600,36,029,012800,1,529,391,703,37.5,72,955,75,460,245,140,385,16,896,10,955,2013
96400,36,029,012800,2,439,334,506,27.2,119,726,15,437,132,290,422,7,709,7,726,2013
98000,36,029,012800,3,474,158,523,31.3,125,882,28,352,217,107,324,18,847,23,882,2013
111600,36,029,012901,1,-666666666,223,457,-666666666.0,16,586,0,291,263,28,291,0,586,0,586,2013
119200,36,029,012901,2,246,393,729,50.0,140,970,42,509,296,171,467,14,886,40,970,2013
131200,36,029,012901,3,756,647,1771,18.8,80,2366,32,1163,500,631,1131,27,2197,116,2382,2013
119400,36,029,012901,4,514,372,770,17.6,117,1030,45,499,322,132,454,54,1011,0,1030,2013
127500,36,029,012901,5,617,503,984,27.3,128,1258,0,745,300,445,745,0,1223,42,1279,2013
163200,36,029,012902,1,-666666666,323,1169,-666666666.0,9,1656,0,615,603,12,615,20,1656,0,1656,2013
139100,36,029,012902,2,423,744,1510,24.2,143,1801,91,1091,378,622,1000,0,1886,22,1915,2013
117000,36,029,013001,1,546,390,746,36.0,112,1116,0,462,264,198,462,0,1054,55,1116,2013
118500,36,029,013001,2,433,151,445,25.7,23,569,26,313,203,84,287,0,566,0,569,2013
80700,36,029,013001,3,533,300,466,19.1,121,677,0,277,128,149,277,0,612,0,677,2013
110100,36,029,013001,4,606,299,523,42.2,27,812,46,382,294,42,336,0,812,0,812,2013
91600,36,029,013002,1,707,899,2402,-666666666.0,455,3379,16,1404,1207,181,1388,67,3250,112,3460,2013
149400,36,029,013002,2,-666666666,288,936,-666666666.0,86,1243,37,513,439,37,476,29,1227,0,1243,2013
111400,36,029,013002,3,850,508,944,49.4,44,843,0,486,394,92,486,16,982,0,996,2013
224700,36,029,013101,1,1134,228,1330,38.1,28,2045,35,798,652,111,763,0,1851,138,2045,2013
125500,36,029,013101,2,626,498,1367,28.0,307,2063,56,1062,627,379,1006,42,1997,66,2063,2013
109300,36,029,013101,3,-666666666,281,572,-666666666.0,1,697,0,327,308,19,327,1,674,1,698,2013
100700,36,029,013101,4,-666666666,285,636,-666666666.0,18,782,0,352,319,33,352,0,782,0,782,2013
131200,36,029,013101,5,-666666666,156,567,-666666666.0,0,907,14,352,286,52,338,0,907,0,907,2013
196900,36,029,013102,1,-666666666,293,847,-666666666.0,217,1367,8,465,457,0,457,0,1210,125,1367,2013
151100,36,029,013102,2,-666666666,343,1484,-666666666.0,0,2103,57,826,738,31,769,47,2088,0,2103,2013
117700,36,029,013102,3,-666666666,219,649,-666666666.0,93,890,0,333,333,0,333,0,809,7,890,2013
222400,36,029,013102,4,-666666666,162,802,-666666666.0,29,1233,0,421,421,0,421,46,1178,27,1265,2013
171300,36,029,013102,5,-666666666,433,1586,-666666666.0,16,2466,84,1009,896,29,925,16,2422,16,2466,2013
115300,36,029,013201,1,710,655,1630,22.9,567,2588,0,1091,423,668,1091,127,2443,57,2620,2013
185600,36,029,013201,2,614,524,1634,31.3,8,2215,53,908,793,62,855,65,2183,0,2225,2013
119100,36,029,013201,3,982,280,766,40.8,49,1121,61,502,340,101,441,35,1118,0,1121,2013
221200,36,029,013202,1,652,432,1365,25.8,122,1749,24,755,456,275,731,25,1911,6,1919,2013
202400,36,029,013202,2,570,580,2250,50.0,87,3280,148,1261,1055,58,1113,88,3194,0,3280,2013
146400,36,029,013300,1,833,212,980,32.8,14,1367,0,570,494,76,570,115,1312,0,1391,2013
139600,36,029,013300,2,626,143,365,33.3,20,429,47,320,89,184,273,20,411,8,429,2013
142000,36,029,013300,3,538,72,361,24.0,80,489,0,230,176,54,230,11,489,0,489,2013
137800,36,029,013300,4,700,246,785,13.9,47,1366,0,479,329,150,479,196,1246,0,1366,2013
159400,36,029,013400,1,-666666666,55,611,-666666666.0,0,881,0,376,354,22,376,0,881,0,881,2013
144000,36,029,013400,2,575,134,511,13.1,31,705,15,380,262,103,365,0,705,0,705,2013
162200,36,029,013400,3,496,341,941,28.3,11,1228,0,536,215,321,536,32,1224,9,1247,2013
151700,36,029,013400,4,768,212,666,32.7,60,1051,20,440,268,152,420,36,1031,0,1061,2013
148800,36,029,013400,5,684,558,1892,50.0,146,2581,47,1143,923,173,1096,31,2581,0,2581,2013
152700,36,029,013501,1,784,632,2114,25.7,27,2940,20,1222,898,304,1202,151,2922,1,2943,2013
202700,36,029,013501,2,-666666666,302,872,-666666666.0,14,1133,29,500,448,23,471,30,1132,0,1144,2013
194400,36,029,013501,3,817,565,2050,33.4,75,2635,42,1172,923,207,1130,192,2824,39,2947,2013
280900,36,029,013502,1,-666666666,214,1390,-666666666.0,0,2115,0,761,688,73,761,19,2100,0,2115,2013
298500,36,029,013502,2,-666666666,109,1060,-666666666.0,147,1706,0,538,538,0,538,56,1691,0,1706,2013
276700,36,029,013502,3,-666666666,251,1507,-666666666.0,0,2187,23,753,730,0,730,0,2177,0,2187,2013
239300,36,029,013502,4,-666666666,184,838,-666666666.0,0,1217,0,436,419,17,436,0,1217,0,1217,2013
240100,36,029,013600,1,731,149,853,28.0,9,1216,9,543,359,175,534,29,1220,0,1230,2013
223800,36,029,013600,2,1093,87,810,30.6,75,1275,24,574,365,185,550,24,1228,39,1275,2013
186500,36,029,013600,3,846,155,649,31.3,41,772,0,384,249,135,384,11,777,11,789,2013
143600,36,029,013701,1,-666666666,293,816,-666666666.0,0,1000,48,481,406,27,433,14,1000,0,1000,2013
114900,36,029,013701,2,597,647,1531,31.1,104,2087,67,1017,737,213,950,0,2017,20,2087,2013
142800,36,029,013701,3,840,302,810,21.1,19,1024,0,568,265,303,568,19,1008,16,1024,2013
134500,36,029,013701,4,844,427,1371,25.8,89,1875,68,807,626,113,739,36,1817,47,1875,2013
247100,36,029,013702,1,844,354,1716,18.8,48,2824,16,911,835,60,895,60,2668,0,2824,2013
183100,36,029,013702,2,883,732,2195,29.5,107,2842,256,1590,753,581,1334,9,2811,24,2842,2013
204500,36,029,013800,1,546,709,2012,30.0,206,2845,36,1096,966,94,1060,0,2810,0,2845,2013
250400,36,029,013800,2,304,99,432,35.4,13,510,0,253,205,48,253,0,510,0,510,2013
214700,36,029,013800,3,663,539,1966,20.4,136,2834,69,1228,840,319,1159,13,2765,0,2834,2013
257000,36,029,013800,4,523,167,420,32.3,15,533,54,295,199,42,241,8,552,7,606,2013
235300,36,029,013800,5,-666666666,73,591,-666666666.0,14,886,0,301,287,14,301,0,847,0,886,2013
174700,36,029,013900,1,593,332,1612,25.3,138,2407,73,1021,770,178,948,0,2364,0,2407,2013
209500,36,029,014000,1,422,203,1096,15.1,36,1496,19,685,527,139,666,65,1445,0,1496,2013
165700,36,029,014000,2,537,545,1644,27.8,103,1896,153,965,587,225,812,23,2111,54,2198,2013
179400,36,029,014101,1,729,442,1271,50.0,132,1587,40,733,653,40,693,0,1585,2,1587,2013
217400,36,029,014101,2,740,347,1286,33.8,49,2024,50,778,609,119,728,56,1968,0,2024,2013
234200,36,029,014101,3,722,709,1993,17.1,37,2520,0,1083,1038,45,1083,30,2490,0,2520,2013
163200,36,029,014102,1,590,555,1614,22.0,67,2333,39,902,784,79,863,13,2333,0,2333,2013
189600,36,029,014102,2,679,918,2246,23.1,143,2949,75,1262,1069,118,1187,0,2894,0,2949,2013
158300,36,029,014204,1,964,747,2063,40.5,217,2471,117,1313,766,430,1196,31,2547,19,2633,2013
161100,36,029,014204,2,631,453,1013,14.9,27,1383,31,587,471,85,556,24,1380,0,1403,2013
247800,36,029,014206,1,-666666666,596,2108,-666666666.0,121,3364,39,1120,1066,15,1081,8,3356,0,3364,2013
237000,36,029,014206,2,-666666666,381,1417,-666666666.0,42,2431,0,692,638,54,692,267,2409,0,2431,2013
225800,36,029,014206,3,-666666666,371,968,-666666666.0,42,1437,47,588,494,47,541,27,1432,5,1437,2013
164400,36,029,014207,1,699,340,745,36.2,12,1088,53,527,372,102,474,0,949,48,1154,2013
229400,36,029,014207,2,535,228,1010,23.2,4,1453,12,548,481,55,536,26,1449,2,1453,2013
169300,36,029,014207,3,735,539,1917,36.7,203,2677,86,1237,569,582,1151,77,2535,17,2677,2013
146500,36,029,014208,1,532,525,1159,17.2,76,1243,22,598,454,122,576,18,1414,11,1432,2013
184400,36,029,014208,2,544,390,1011,25.6,27,1426,0,542,491,51,542,13,1402,17,1426,2013
236200,36,029,014208,3,-666666666,382,1362,-666666666.0,0,2190,0,665,654,11,665,102,2083,21,2190,2013
147800,36,029,014209,1,562,335,799,15.7,64,1106,44,530,430,56,486,2,1073,2,1106,2013
177800,36,029,014209,2,522,257,1231,16.3,41,1779,0,673,624,49,673,38,1711,19,1779,2013
235500,36,029,014209,3,-666666666,242,799,-666666666.0,79,1191,23,419,384,12,396,0,1184,0,1191,2013
159800,36,029,014300,1,573,184,884,33.2,19,1252,92,562,412,58,470,40,1243,9,1252,2013
144400,36,029,014300,2,889,231,1028,45.5,169,1407,55,622,414,153,567,0,1407,0,1407,2013
102600,36,029,014300,3,-666666666,383,1036,-666666666.0,89,1418,38,608,547,23,570,36,1437,0,1437,2013
120300,36,029,014300,4,412,122,506,16.8,13,815,0,312,201,111,312,18,770,0,815,2013
106600,36,029,014300,5,527,380,894,16.8,14,1205,0,484,428,56,484,0,1013,0,1205,2013
112600,36,029,014400,1,447,435,856,27.2,205,1189,40,664,308,316,624,23,1130,3,1189,2013
98400,36,029,014400,2,661,268,535,31.4,88,714,46,314,234,34,268,14,714,0,714,2013
115900,36,029,014400,3,482,217,670,23.9,97,948,17,456,254,185,439,0,931,0,948,2013
95700,36,029,014400,4,598,395,961,27.2,162,1322,90,659,288,281,569,0,1337,0,1358,2013
132200,36,029,014501,1,485,653,1556,14.3,34,2057,14,923,825,84,909,20,2080,1,2094,2013
109300,36,029,014501,2,708,571,1029,23.8,142,1351,54,647,475,118,593,0,1351,0,1351,2013
71400,36,029,014502,1,489,367,502,43.5,588,1039,98,530,89,343,432,0,1039,0,1039,2013
89500,36,029,014502,2,531,604,1056,26.1,157,1442,65,757,408,284,692,33,1441,1,1442,2013
133600,36,029,014601,1,875,403,878,31.0,94,1311,0,574,334,240,574,0,1228,81,1320,2013
180600,36,029,014601,2,1191,205,1294,22.2,24,1815,32,781,515,234,749,32,1488,32,1815,2013
212800,36,029,014601,3,-666666666,84,486,-666666666.0,28,783,58,329,260,11,271,28,773,0,783,2013
160900,36,029,014601,4,334,309,745,31.5,0,981,0,435,377,58,435,66,971,10,981,2013
279300,36,029,014603,1,745,291,1666,14.5,23,2376,35,937,825,77,902,0,1932,47,2376,2013
210500,36,029,014603,2,-666666666,149,745,-666666666.0,103,1165,0,406,396,10,406,24,980,79,1165,2013
245600,36,029,014603,3,-666666666,91,428,-666666666.0,0,675,51,294,211,32,243,0,675,0,675,2013
354100,36,029,014604,1,-666666666,266,1614,-666666666.0,15,2817,0,815,803,12,815,90,2461,0,2817,2013
286600,36,029,014604,2,839,179,1369,44.6,51,2082,30,814,590,194,784,0,1901,64,2082,2013
336700,36,029,014604,3,729,201,1119,28.7,67,1705,0,572,496,76,572,0,1621,0,1705,2013
295900,36,029,014604,4,-666666666,138,755,-666666666.0,0,1131,0,434,401,33,434,11,1087,11,1131,2013
178400,36,029,014701,1,886,143,484,18.9,0,716,0,308,250,58,308,0,716,0,716,2013
292000,36,029,014701,2,-666666666,150,823,-666666666.0,92,1377,0,394,382,12,394,0,1352,25,1377,2013
215700,36,029,014701,3,589,758,2240,42.5,200,3285,28,1247,1095,124,1219,89,3028,20,3285,2013
213700,36,029,014702,1,416,113,704,27.3,128,1001,0,390,284,106,390,0,956,1,1001,2013
204000,36,029,014702,2,544,453,1263,36.2,204,1423,31,612,345,236,581,113,1557,69,1674,2013
265200,36,029,014702,3,-666666666,179,878,-666666666.0,14,1409,23,467,429,15,444,0,1323,0,1409,2013
129800,36,029,014702,4,-666666666,521,1161,-666666666.0,68,1525,0,705,690,15,705,9,1507,0,1525,2013
288900,36,029,014702,5,854,260,2005,21.7,15,2881,30,939,774,135,909,0,2518,1,2884,2013
120900,36,029,014801,1,622,341,729,22.1,133,1102,44,491,276,171,447,0,1099,1,1102,2013
123900,36,029,014801,2,639,430,966,29.9,166,1469,51,661,340,270,610,47,1349,0,1469,2013
177600,36,029,014803,1,559,338,688,33.0,44,967,0,356,313,43,356,0,967,0,967,2013
157000,36,029,014803,2,-666666666,386,792,-666666666.0,51,1102,0,452,452,0,452,0,968,0,1102,2013
125000,36,029,014803,3,493,719,1487,14.3,42,2084,76,862,694,92,786,23,2045,0,2084,2013
153400,36,029,014803,4,481,693,1314,39.7,112,1871,67,871,700,104,804,0,1780,81,1871,2013
141000,36,029,014901,1,533,326,1023,30.5,172,1388,15,637,399,223,622,0,1380,5,1388,2013
93400,36,029,014901,2,490,331,753,37.0,222,1219,60,580,340,180,520,37,1187,0,1219,2013
149400,36,029,014903,1,-666666666,567,1288,-666666666.0,207,1810,0,704,629,75,704,0,1810,0,1824,2013
156300,36,029,014903,2,-666666666,251,515,-666666666.0,81,688,0,260,245,15,260,0,651,37,688,2013
157500,36,029,014903,3,726,1100,2306,35.1,202,2906,63,1160,862,235,1097,103,2914,226,3247,2013
162500,36,029,014903,4,-666666666,267,514,-666666666.0,0,795,0,288,273,15,288,0,795,0,795,2013
-666666666,36,029,014904,1,-666666666,1024,1397,-666666666.0,0,0,13,13,0,0,0,164,828,630,1634,2013
172400,36,029,015001,1,707,567,1135,21.2,180,1781,0,677,535,142,677,31,1781,0,1781,2013
193800,36,029,015001,2,469,602,1790,21.0,9,2787,32,1012,901,79,980,130,2732,0,2787,2013
157100,36,029,015001,3,-666666666,226,475,-666666666.0,0,750,10,267,247,10,257,0,750,0,750,2013
154500,36,029,015002,1,520,543,1624,23.1,381,2430,38,1038,882,118,1000,49,2404,0,2430,2013
216300,36,029,015002,2,-666666666,196,419,-666666666.0,0,579,37,272,220,15,235,0,558,0,579,2013
157900,36,029,015003,1,517,802,1621,17.8,202,2195,25,981,885,71,956,0,2209,0,2209,2013
135100,36,029,015003,2,464,374,818,22.3,192,1137,27,457,296,134,430,26,1170,1,1185,2013
207100,36,029,015101,1,614,404,1178,37.2,123,1652,49,688,529,110,639,0,1609,0,1652,2013
197300,36,029,015101,2,339,168,509,-666666666.0,7,745,25,315,260,30,290,0,745,0,745,2013
206100,36,029,015101,3,-666666666,242,650,-666666666.0,36,870,28,350,322,0,322,0,869,1,870,2013
158500,36,029,015102,1,533,581,1190,17.5,64,1702,43,651,571,37,608,4,1699,0,1713,2013
130000,36,029,015102,2,796,453,770,29.2,107,1058,53,469,385,31,416,0,1050,0,1058,2013
267000,36,029,015201,1,497,294,825,20.3,20,1066,8,422,363,51,414,0,1066,0,1066,2013
170900,36,029,015201,2,625,524,1520,13.5,62,2093,24,786,725,37,762,0,2116,0,2116,2013
174700,36,029,015202,1,240,433,1156,32.0,24,1631,0,663,600,63,663,0,1581,0,1631,2013
128200,36,029,015202,2,617,544,940,26.1,73,1207,82,704,400,222,622,0,1207,0,1207,2013
145000,36,029,015202,3,779,268,1261,27.7,113,1994,44,738,575,119,694,36,1979,6,1994,2013
134200,36,029,015301,1,433,315,855,28.1,59,1185,45,528,366,117,483,16,1229,3,1238,2013
140300,36,029,015301,2,-666666666,400,1023,-666666666.0,67,1373,11,568,515,42,557,25,1386,0,1386,2013
162900,36,029,015301,3,711,479,1570,26.8,61,2255,0,815,782,33,815,41,2248,4,2255,2013
172100,36,029,015302,1,-666666666,130,567,-666666666.0,0,838,53,359,306,0,306,9,838,0,838,2013
160300,36,029,015302,2,1032,536,931,24.5,115,1117,0,450,364,86,450,0,1139,0,1139,2013
172200,36,029,015302,3,-666666666,261,595,-666666666.0,31,830,0,358,334,24,358,0,830,0,830,2013
106500,36,029,015401,1,718,333,1056,36.2,92,1547,25,652,436,191,627,8,1505,33,1547,2013
96800,36,029,015401,2,546,279,714,23.3,90,1081,36,439,358,45,403,69,1081,0,1081,2013
166300,36,029,015402,1,723,467,948,44.5,53,1214,105,528,373,50,423,14,1192,0,1214,2013
170300,36,029,015402,2,-666666666,174,437,-666666666.0,111,772,86,287,201,0,201,0,772,0,772,2013
123900,36,029,015402,3,-666666666,488,1262,-666666666.0,104,1897,36,707,609,62,671,28,1784,0,1897,2013
132900,36,029,015402,4,409,501,1043,35.9,123,1515,39,644,504,101,605,13,1474,0,1515,2013
101100,36,029,015501,1,438,537,1270,40.9,221,1867,97,868,568,203,771,52,1788,0,1867,2013
118700,36,029,015503,1,365,488,1120,30.6,132,1393,84,692,516,92,608,11,1230,44,1393,2013
72500,36,029,015503,2,547,467,845,45.6,81,1083,90,603,409,104,513,0,1045,30,1083,2013
84300,36,029,015504,1,717,487,817,36.5,102,1119,112,591,413,66,479,0,1097,0,1119,2013
130900,36,029,015504,2,818,349,952,18.0,133,1364,165,697,442,90,532,0,1344,1,1364,2013
100000,36,029,015504,3,-666666666,178,236,-666666666.0,6,301,65,195,122,8,130,0,301,0,301,2013
93200,36,029,015504,4,619,344,754,36.1,84,1200,118,521,313,90,403,0,1131,0,1200,2013
107500,36,029,015600,1,520,423,898,22.9,115,1197,77,571,386,108,494,4,1114,8,1201,2013
107600,36,029,015600,2,241,295,599,25.9,72,873,57,354,251,46,297,128,726,4,873,2013
124700,36,029,015700,1,425,442,869,50.0,78,1081,7,469,419,43,462,0,1075,4,1081,2013
118600,36,029,015700,2,-666666666,290,592,-666666666.0,102,818,47,332,241,44,285,0,845,0,866,2013
