Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
53100,36,029,002400,4,398,343,691,50.0,420,1174,28,483,238,217,455,94,864,93,1174,2015
33700,36,029,002400,5,391,434,677,46.5,317,859,41,310,182,87,269,29,587,159,859,2015
48900,36,029,002400,6,368,325,436,23.8,80,551,79,344,208,57,265,7,524,0,551,2015
49600,36,029,002502,1,208,267,670,29.3,431,936,60,544,33,451,484,109,159,683,974,2015
83100,36,029,002502,2,447,280,750,50.0,124,1043,71,611,349,191,540,0,38,965,1045,2015
17100,36,029,002702,1,397,139,369,26.5,240,731,92,302,90,120,210,0,187,260,731,2015
29500,36,029,002702,2,348,78,208,50.0,178,286,132,295,44,119,163,0,23,160,286,2015
50300,36,029,002702,3,606,279,439,50.0,835,1049,179,381,81,121,202,13,42,223,1049,2015
,36,029,002702,4,249,271,414,50.0,288,534,143,398,79,176,255,0,165,185,534,2015
21000,36,029,002800,1,393,170,248,50.0,178,309,90,232,60,82,142,17,78,231,309,2015
,36,029,002800,2,382,192,359,48.8,295,517,191,425,69,165,234,11,247,256,517,2015
82100,36,029,006902,2,525,449,858,22.5,379,1095,73,535,147,315,462,581,470,106,1095,2015
57500,36,029,006902,3,443,236,451,34.4,481,761,20,389,90,279,369,299,280,55,761,2015
80700,36,029,006902,4,644,217,475,50.0,168,637,102,511,71,338,409,34,497,210,743,2015
67400,36,029,007000,1,516,468,639,50.0,1098,1397,80,540,185,275,460,655,282,476,1397,2015
162500,36,029,007000,2,447,285,415,42.7,288,729,109,470,64,297,361,205,385,152,729,2015
91200,36,029,007000,3,530,228,502,29.6,206,757,88,406,120,198,318,179,519,133,885,2015
414000,36,029,007101,1,432,341,447,24.2,225,575,103,357,74,180,254,275,309,75,575,2015
21800,36,029,007101,2,244,440,565,33.0,643,948,47,559,18,494,512,453,300,383,948,2015
69600,36,029,007101,3,459,485,912,34.9,540,1591,27,624,216,381,597,1156,288,183,1591,2015
,36,029,007101,4,432,200,390,50.0,468,665,55,353,20,278,298,288,228,299,665,2015
-666666666,36,029,007102,1,596,580,944,32.5,705,1451,58,667,0,609,609,586,315,741,1634,2015
196300,36,029,007102,2,651,123,384,29.4,225,585,61,467,97,309,406,225,374,38,585,2015
,36,029,007102,3,444,179,430,50.0,352,709,82,328,107,139,246,284,336,178,709,2015
346400,36,029,007202,1,466,321,1309,17.7,217,1794,72,1032,285,675,960,543,923,474,1832,2015
114700,36,029,007302,1,830,303,838,21.5,20,1367,84,543,396,63,459,262,1163,0,1367,2015
124500,36,029,007302,2,-666666666,176,568,27.0,113,830,0,337,289,48,337,0,810,0,830,2015
193500,36,029,007302,3,-666666666,124,681,-666666666.0,0,850,0,354,298,56,354,0,850,0,850,2015
197300,36,029,007302,4,536,489,1613,23.3,205,2274,0,949,815,134,949,31,2244,2,2280,2015
185800,36,029,007302,5,-666666666,322,957,-666666666.0,115,1550,45,518,427,46,473,60,1452,0,1550,2015
118500,36,029,007302,6,,344,768,13.0,272,1175,73,526,409,44,453,61,1100,14,1175,2015
122200,36,029,007303,1,-666666666,240,815,-666666666.0,98,1031,0,406,393,13,406,0,1060,0,1076,2015
204100,36,029,007303,2,766,489,1871,23.6,177,2605,129,1071,619,323,942,120,2295,165,2605,2015
163300,36,029,007303,3,915,518,1440,25.1,138,1916,83,1000,251,666,917,91,1803,25,2005,2015
201900,36,029,007303,4,-666666666,165,959,-666666666.0,54,1486,0,519,519,0,519,71,1263,0,1486,2015
225500,36,029,007304,1,785,505,1814,18.5,187,2571,44,973,865,64,929,19,2526,0,2571,2015
215700,36,029,007304,2,-666666666,393,1979,-666666666.0,41,2884,0,1124,1078,46,1124,17,2809,2,2884,2015
93400,36,029,007600,1,-666666666,214,610,-666666666.0,129,857,7,368,345,16,361,0,837,0,857,2015
104400,36,029,007600,2,-666666666,360,809,-666666666.0,49,1071,7,483,419,57,476,7,1012,5,1071,2015
94600,36,029,007600,3,-666666666,289,852,-666666666.0,57,1128,47,500,447,6,453,11,1128,0,1128,2015
96000,36,029,007700,1,504,277,801,19.7,152,987,39,620,294,287,581,72,943,23,1036,2015
85200,36,029,007700,2,555,327,780,23.7,46,1029,94,574,283,197,480,0,1015,0,1029,2015
84200,36,029,007700,3,632,246,567,49.7,87,709,53,467,281,133,414,32,669,0,709,2015
94500,36,029,007700,4,620,327,696,37.6,234,1058,0,392,264,128,392,42,1007,9,1058,2015
93500,36,029,007700,5,-666666666,249,501,-666666666.0,0,673,0,267,254,13,267,0,673,0,673,2015
89800,36,029,007800,1,523,288,887,14.0,73,1226,9,490,355,126,481,15,1132,1,1226,2015
86100,36,029,007800,2,393,451,939,32.3,317,1264,150,829,421,258,679,0,1217,0,1264,2015
113300,36,029,007800,3,711,368,818,31.0,56,1040,0,509,390,119,509,18,945,0,1040,2015
105900,36,029,007800,4,-666666666,589,1320,-666666666.0,30,1641,0,679,650,29,679,13,1641,0,1641,2015
144500,36,029,007901,1,-666666666,251,929,-666666666.0,61,1196,0,483,449,34,483,53,1195,8,1213,2015
206500,36,029,007901,2,848,172,975,23.9,130,1356,0,667,117,550,667,19,1148,94,1356,2015
151400,36,029,007901,3,-666666666,177,558,-666666666.0,75,714,9,356,331,16,347,0,659,1,714,2015
111000,36,029,007902,1,-666666666,103,484,-666666666.0,0,586,43,346,293,10,303,0,586,0,586,2015
112900,36,029,007902,2,-666666666,126,463,-666666666.0,0,619,38,295,257,0,257,50,560,59,619,2015
125300,36,029,007902,3,768,685,1738,24.9,133,2319,41,1061,646,374,1020,96,1888,239,2319,2015
172600,36,029,004800,3,660,161,1049,16.2,59,1493,0,683,386,297,683,132,1333,47,1500,2015
131200,36,029,004900,1,592,542,1402,26.8,217,1727,119,933,433,381,814,39,1405,135,1727,2015
121600,36,029,004900,2,632,257,970,27.3,225,1468,60,776,298,418,716,157,1071,98,1468,2015
118700,36,029,004900,3,663,72,618,25.9,175,726,0,400,219,181,400,84,548,79,726,2015
109700,36,029,004900,4,722,402,690,23.2,0,772,14,352,131,207,338,167,480,40,772,2015
111500,36,029,004900,5,591,340,916,28.9,123,1307,0,602,307,295,602,169,914,247,1307,2015
117900,36,029,005000,1,624,241,759,28.1,218,935,47,524,188,289,477,163,617,200,945,2015
83900,36,029,005000,2,605,310,526,15.4,108,612,0,272,116,156,272,42,483,22,612,2015
81400,36,029,005000,3,558,195,607,29.9,177,854,93,452,188,171,359,0,520,323,854,2015
97600,36,029,005100,1,629,539,1476,28.6,170,1781,115,1075,495,465,960,168,1288,407,1781,2015
85900,36,029,005100,2,586,237,494,34.2,113,583,0,398,84,314,398,28,405,178,583,2015
89100,36,029,005100,3,667,165,838,31.7,248,1086,0,607,169,438,607,203,895,174,1086,2015
114200,36,029,005100,4,615,218,746,23.8,109,1084,18,413,271,124,395,63,976,72,1089,2015
198200,36,029,005201,1,769,79,594,20.2,10,752,123,465,211,131,342,30,686,17,752,2015
176600,36,029,005201,2,753,44,415,18.4,46,649,30,263,152,81,233,23,586,0,649,2015
168800,36,029,005201,3,547,127,342,45.0,157,401,76,223,75,72,147,37,332,143,520,2015
214600,36,029,005201,4,577,65,708,28.7,134,962,74,545,232,239,471,29,846,106,969,2015
90000,36,029,005202,1,809,230,506,41.3,531,1084,74,452,192,186,378,96,942,673,1866,2015
60000,36,029,005202,2,524,206,633,34.2,473,1187,88,586,146,352,498,15,428,702,1187,2015
178800,36,029,005300,1,712,57,455,19.8,55,574,10,264,174,80,254,17,480,122,650,2015
226000,36,029,005300,2,238,178,377,28.7,174,359,0,290,35,255,290,72,478,382,1007,2015
335700,36,029,005400,1,812,202,1065,23.1,197,1519,63,797,279,455,734,133,1113,161,1519,2015
142400,36,029,005400,2,727,226,649,36.4,212,967,52,555,95,408,503,0,748,170,967,2015
234800,36,029,005400,3,-666666666,69,502,-666666666.0,8,691,0,269,250,19,269,22,608,83,691,2015
204300,36,029,005400,4,915,77,570,22.2,94,880,28,416,256,132,388,18,807,38,880,2015
49400,36,029,005500,1,603,370,600,39.4,415,1070,116,516,145,255,400,324,504,123,1070,2015
40700,36,029,005500,2,477,345,573,29.1,475,1083,151,649,40,458,498,250,561,169,1083,2015
,36,029,005500,3,420,307,532,50.0,352,867,131,496,129,236,365,264,344,169,867,2015
83900,36,029,005500,4,494,258,450,50.0,571,852,113,456,51,292,343,88,380,285,852,2015
55400,36,029,005600,1,276,151,246,30.4,411,623,53,290,26,211,237,275,204,214,632,2015
75700,36,029,005600,2,313,208,431,11.3,86,588,46,306,185,75,260,176,450,70,588,2015
61500,36,029,005600,3,598,276,831,31.2,491,1354,36,597,103,458,561,144,431,571,1354,2015
48900,36,029,005600,4,506,419,654,26.8,554,1148,75,486,89,322,411,379,602,222,1171,2015
67700,36,029,005600,5,499,214,376,28.8,62,599,40,317,118,159,277,59,356,104,599,2015
64900,36,029,005700,1,325,260,389,26.3,511,838,103,436,48,285,333,351,192,379,838,2015
52100,36,029,005700,2,447,175,381,49.4,127,508,84,330,131,115,246,86,340,23,508,2015
44700,36,029,005700,3,461,465,809,49.4,517,1093,106,592,197,289,486,248,741,75,1093,2015
57400,36,029,005801,1,473,478,865,50.0,470,1385,70,640,319,251,570,124,1126,33,1385,2015
63600,36,029,005801,2,570,380,636,27.8,198,1006,37,465,146,282,428,87,846,141,1006,2015
60600,36,029,005801,3,516,331,592,34.4,524,1005,0,418,109,309,418,381,489,73,1005,2015
52000,36,029,005802,1,638,434,548,42.1,514,954,22,374,53,299,352,347,691,102,979,2015
56400,36,029,005802,2,605,549,861,34.6,506,1318,118,589,211,260,471,361,881,232,1318,2015
53300,36,029,005802,3,536,144,406,50.0,435,724,78,356,66,212,278,0,216,220,724,2015
54700,36,029,005802,4,495,566,880,41.1,434,1601,76,638,363,199,562,302,1229,76,1601,2015
92400,36,029,010103,1,523,677,1505,38.3,279,2161,0,826,704,122,826,0,2012,135,2161,2015
88000,36,029,010103,2,726,339,825,25.6,57,1186,86,577,365,126,491,11,1054,131,1186,2015
88200,36,029,010103,3,617,251,581,21.0,64,785,24,433,154,255,409,0,743,42,785,2015
100000,36,029,010201,1,-666666666,119,484,-666666666.0,18,631,44,352,292,16,308,0,584,31,631,2015
101900,36,029,010201,2,636,272,1083,22.9,137,1559,19,692,518,155,673,0,1173,300,1559,2015
94700,36,029,010201,3,625,151,430,13.2,72,676,0,270,217,53,270,0,170,413,676,2015
64300,36,029,010202,1,534,556,1191,33.6,375,1956,86,856,449,321,770,47,587,1283,1991,2015
93800,36,029,010202,2,-666666666,60,268,-666666666.0,0,229,45,155,110,0,110,67,464,293,961,2015
82500,36,029,010202,3,967,235,582,46.4,173,822,124,496,315,57,372,88,634,155,822,2015
71000,36,029,010300,1,736,155,415,50.0,247,692,48,310,118,144,262,122,235,312,692,2015
105000,36,029,010300,2,572,153,526,24.8,200,855,28,294,151,115,266,63,437,350,865,2015
66500,36,029,010400,1,622,463,995,39.2,530,1694,116,728,340,272,612,91,1077,480,1713,2015
67500,36,029,010400,2,485,146,405,28.1,142,660,33,362,133,196,329,52,370,201,660,2015
85100,36,029,010500,1,647,236,461,30.7,155,767,25,324,167,132,299,19,445,281,767,2015
76800,36,029,010500,2,-666666666,205,619,-666666666.0,97,875,0,360,339,21,360,40,505,237,880,2015
76900,36,029,010500,3,540,146,474,23.2,82,651,107,439,230,102,332,0,542,57,651,2015
84900,36,029,010600,1,525,442,752,20.4,84,1020,13,442,293,136,429,55,829,100,1020,2015
92700,36,029,010600,2,540,444,1163,17.6,114,1543,118,789,491,180,671,27,1418,94,1543,2015
87500,36,029,010700,1,613,498,880,19.9,164,1100,97,653,383,173,556,12,905,140,1100,2015
92700,36,029,010700,2,658,244,468,23.7,48,573,0,292,233,59,292,16,471,70,573,2015
91100,36,029,010700,3,-666666666,278,411,-666666666.0,223,692,74,336,254,8,262,0,572,120,692,2015
115300,36,029,010803,1,424,371,942,31.3,145,1261,10,561,464,87,551,28,1208,40,1282,2015
93400,36,029,010803,2,559,431,659,32.1,10,544,30,325,153,142,295,0,714,5,727,2015
152200,36,029,010804,1,415,493,1232,24.5,131,1493,52,752,528,172,700,11,1460,22,1493,2015
153600,36,029,010804,2,800,829,1846,26.5,131,2222,27,1159,890,242,1132,48,2132,20,2222,2015
127300,36,029,010805,1,748,942,1591,18.1,163,2083,0,877,826,51,877,56,2083,0,2083,2015
115000,36,029,010805,2,-666666666,544,936,-666666666.0,16,1270,0,533,460,73,533,26,1270,0,1270,2015
121700,36,029,010805,3,683,455,1127,35.3,41,1629,43,731,514,174,688,40,1627,2,1629,2015
112800,36,029,010807,1,691,758,1743,32.2,490,2386,29,1079,427,623,1050,151,1836,214,2386,2015
125500,36,029,010807,2,-666666666,246,470,-666666666.0,0,543,0,293,273,20,293,20,531,0,543,2015
121400,36,029,010807,3,619,508,811,23.6,60,954,26,503,285,192,477,92,862,29,954,2015
116100,36,029,010807,4,768,652,1129,37.6,185,1430,0,636,390,246,636,0,1321,0,1430,2015
128500,36,029,010808,1,536,608,1145,50.0,211,1395,22,643,461,160,621,7,1420,37,1471,2015
113900,36,029,010808,2,816,563,1504,23.4,262,2080,50,1014,297,667,964,101,1195,356,2103,2015
-666666666,36,029,010808,3,862,32,149,24.3,15,178,0,96,0,96,96,0,161,17,178,2015
113100,36,029,010808,4,764,75,244,38.6,8,346,19,170,105,46,151,16,334,0,346,2015
117400,36,029,010809,1,859,285,926,22.8,10,1335,0,531,420,111,531,138,1310,0,1335,2015
135100,36,029,010809,2,-666666666,476,1367,-666666666.0,11,1791,23,819,775,21,796,42,1752,0,1791,2015
82100,36,029,010901,1,-666666666,175,398,-666666666.0,0,532,72,348,253,23,276,12,483,22,532,2015
94300,36,029,010901,2,479,335,723,12.9,45,963,0,471,441,30,471,19,921,31,963,2015
81300,36,029,010901,3,441,383,574,18.8,115,834,0,355,287,68,355,112,712,10,834,2015
114500,36,029,010902,1,804,404,823,31.8,238,1036,0,635,137,498,635,63,883,130,1036,2015
116300,36,029,010902,2,709,659,1150,40.1,70,1251,0,731,476,255,731,0,1142,109,1251,2015
107000,36,029,010902,3,537,464,1122,37.0,82,1322,0,615,537,78,615,13,1312,10,1322,2015
115100,36,029,010902,4,704,393,618,48.2,210,697,54,524,116,354,470,12,526,171,697,2015
87800,36,029,011000,1,,257,451,26.8,6,534,24,275,208,43,251,0,524,0,534,2015
85400,36,029,011000,2,653,185,464,21.0,113,690,44,310,192,74,266,12,646,22,707,2015
73400,36,029,011000,3,575,301,433,50.0,240,689,29,303,172,102,274,4,616,23,689,2015
79600,36,029,011100,1,475,633,1211,20.0,148,1677,42,711,622,47,669,11,1598,93,1693,2015
81000,36,029,011100,2,605,295,474,20.9,92,623,24,310,222,64,286,16,617,0,623,2015
161300,36,029,011200,1,407,1117,2569,33.4,161,3124,49,1652,1196,407,1603,0,3094,0,3124,2015
151000,36,029,011200,2,698,202,525,22.3,84,685,74,404,237,93,330,19,666,0,685,2015
147600,36,029,011200,3,548,354,755,18.4,13,1051,37,473,344,92,436,0,1051,0,1051,2015
201000,36,029,011200,4,738,312,1102,50.0,0,1623,36,679,584,59,643,62,1575,18,1623,2015
97700,36,029,011300,1,696,789,1795,29.9,344,2365,61,1157,638,458,1096,4,1940,411,2402,2015
94900,36,029,011300,2,489,366,609,16.6,82,661,0,322,233,89,322,0,661,0,661,2015
115700,36,029,011300,3,,635,1554,32.4,162,2106,63,931,752,116,868,0,2023,0,2106,2015
93000,36,029,011400,1,552,221,579,32.8,102,862,19,384,201,164,365,9,753,39,862,2015
87700,36,029,011400,2,507,386,851,21.5,299,1365,156,669,334,179,513,115,1108,180,1365,2015
93200,36,029,011500,1,669,349,599,34.0,86,901,17,383,262,104,366,34,892,0,901,2015
83300,36,029,011500,2,479,196,437,15.0,29,700,25,303,175,103,278,64,622,56,700,2015
102700,36,029,011600,1,732,404,1122,21.2,35,1391,41,788,382,365,747,45,1337,0,1391,2015
108200,36,029,011600,2,654,246,537,31.1,42,742,0,305,255,50,305,7,735,0,742,2015
95800,36,029,011700,1,453,223,502,22.5,36,604,0,326,271,55,326,0,588,0,604,2015
124800,36,029,011700,2,565,318,919,31.8,143,1379,17,524,382,125,507,11,1354,7,1379,2015
128000,36,029,011700,3,651,758,1647,26.5,119,1813,102,1140,536,502,1038,97,1914,33,1978,2015
120900,36,029,011800,1,568,519,979,37.0,66,1360,0,565,378,187,565,0,1354,0,1360,2015
118600,36,029,011800,2,480,147,562,28.5,96,733,27,358,274,57,331,18,662,37,733,2015
147100,36,029,011800,3,672,416,1076,27.1,42,1588,94,790,411,285,696,5,1513,70,1588,2015
114900,36,029,012001,1,597,351,1166,50.0,261,1701,47,753,551,155,706,26,1657,18,1701,2015
135300,36,029,012001,2,675,505,1414,19.6,149,2027,24,813,618,171,789,150,1896,0,2027,2015
152800,36,029,012001,3,941,222,519,22.5,112,773,0,274,196,78,274,0,780,0,795,2015
141900,36,029,012002,1,574,244,627,50.0,71,818,52,420,308,60,368,0,790,0,818,2015
158900,36,029,012002,2,796,620,1870,25.8,53,2564,8,1013,865,140,1005,22,2459,29,2564,2015
143800,36,029,012003,1,1007,693,1484,17.8,40,1975,25,871,769,77,846,59,1904,4,1975,2015
163000,36,029,012003,2,875,771,2142,27.1,101,2906,35,1218,1106,77,1183,34,2897,0,2927,2015
62600,36,029,012300,1,422,170,257,43.8,251,477,47,220,119,54,173,81,386,2,477,2015
60200,36,029,012300,2,583,334,648,28.1,134,829,69,460,246,145,391,0,814,15,829,2015
61100,36,029,012300,3,395,212,440,25.0,101,729,124,431,133,174,307,64,648,61,729,2015
54600,36,029,012300,4,411,369,660,18.9,232,904,149,605,168,288,456,80,735,108,904,2015
67500,36,029,012400,1,,272,395,33.0,249,618,22,250,127,101,228,142,403,38,618,2015
61600,36,029,012400,2,520,763,1161,35.4,385,1558,171,1007,513,323,836,157,1434,57,1579,2015
64700,36,029,012501,1,501,337,633,21.4,289,857,45,478,47,386,433,162,731,0,857,2015
84600,36,029,012501,2,447,147,426,28.3,123,570,0,280,128,152,280,0,554,0,570,2015
101900,36,029,012501,3,548,563,1072,26.6,49,1455,139,840,377,324,701,22,1436,3,1455,2015
97400,36,029,012501,4,722,350,685,50.0,347,977,45,423,208,170,378,40,908,29,977,2015
95500,36,029,012501,5,489,332,654,41.4,24,812,0,367,252,115,367,14,754,24,812,2015
113200,36,029,012502,1,546,294,744,19.8,60,984,18,445,327,100,427,55,984,0,984,2015
97700,36,029,012502,2,529,406,733,12.8,50,956,14,427,319,94,413,15,927,7,956,2015
88900,36,029,012800,1,553,405,698,36.4,106,926,40,445,248,157,405,43,837,15,932,2015
92300,36,029,012800,2,498,319,492,29.4,208,751,44,424,129,251,380,3,712,25,751,2015
98900,36,029,012800,3,592,222,531,24.1,106,896,16,338,211,111,322,34,879,5,896,2015
111100,36,029,012901,1,-666666666,237,463,-666666666.0,14,608,0,295,270,25,295,28,608,0,608,2015
129000,36,029,012901,2,,390,648,29.6,77,958,44,452,311,97,408,10,888,49,958,2015
135700,36,029,012901,3,791,803,1946,19.6,67,2308,49,1186,612,525,1137,82,2267,0,2324,2015
113400,36,029,012901,4,484,365,828,46.3,223,1208,53,530,310,167,477,76,1115,0,1208,2015
123700,36,029,012901,5,664,459,1018,36.1,460,1598,0,742,289,453,742,18,1386,30,1613,2015
169000,36,029,012902,1,-666666666,315,1172,-666666666.0,9,1599,10,596,586,0,586,24,1540,39,1599,2015
147500,36,029,012902,2,348,750,1549,26.0,195,1799,90,1130,391,649,1040,0,1834,34,1871,2015
116500,36,029,013001,1,657,358,733,24.1,145,1073,0,470,294,176,470,0,1005,0,1073,2015
115800,36,029,013001,2,567,207,531,27.1,7,666,0,345,270,75,345,0,659,0,666,2015
84200,36,029,013001,3,578,389,576,19.2,193,809,20,334,180,134,314,0,738,11,809,2015
110100,36,029,013001,4,499,212,429,40.9,22,601,18,301,226,57,283,0,624,0,633,2015
,36,029,013002,1,747,889,2160,24.8,467,3050,0,1286,1123,163,1286,73,2970,62,3124,2015
151100,36,029,013002,2,-666666666,219,872,-666666666.0,42,1159,0,454,403,51,454,29,1143,0,1159,2015
108500,36,029,013002,3,929,649,1347,45.9,68,1336,17,670,485,168,653,0,1509,8,1517,2015
209400,36,029,013101,1,,114,1300,28.5,67,1942,70,824,656,98,754,13,1839,34,1942,2015
133600,36,029,013101,2,668,636,1748,25.9,240,2464,58,1211,686,467,1153,26,2256,220,2476,2015
119100,36,029,013101,3,-666666666,240,527,-666666666.0,0,666,0,290,250,40,290,0,640,0,666,2015
117600,36,029,013101,4,-666666666,254,612,-666666666.0,0,677,0,307,292,15,307,0,650,0,677,2015
136700,36,029,013101,5,-666666666,77,430,-666666666.0,0,631,13,243,211,19,230,0,631,0,631,2015
196800,36,029,013102,1,-666666666,287,637,-666666666.0,164,1095,12,367,355,0,355,21,1074,0,1095,2015
143700,36,029,013102,2,-666666666,465,1533,-666666666.0,15,2197,78,952,822,52,874,17,2183,0,2197,2015
135600,36,029,013102,3,-666666666,127,646,-666666666.0,74,876,66,393,327,0,327,61,865,0,876,2015
225200,36,029,013102,4,-666666666,183,989,-666666666.0,57,1355,0,516,516,0,516,0,1385,24,1409,2015
206300,36,029,013102,5,-666666666,505,1590,-666666666.0,88,2529,73,901,801,27,828,23,2536,27,2574,2015
117400,36,029,013201,1,724,707,1580,23.0,460,2471,0,1039,397,642,1039,214,2259,51,2504,2015
181100,36,029,013201,2,640,671,1793,19.8,103,2329,0,950,905,45,950,0,2369,0,2369,2015
127600,36,029,013201,3,-666666666,342,787,-666666666.0,41,1121,33,482,401,48,449,2,1119,0,1121,2015
212400,36,029,013202,1,658,482,1382,25.1,120,1659,21,681,440,220,660,34,1788,22,1824,2015
196000,36,029,013202,2,576,503,2480,50.0,119,3499,60,1334,1190,84,1274,83,3404,30,3499,2015
148800,36,029,013300,1,922,183,1007,33.7,40,1454,21,572,481,70,551,135,1384,0,1454,2015
146300,36,029,013300,2,608,151,416,33.5,9,491,0,290,114,176,290,31,452,30,491,2015
145300,36,029,013300,3,614,76,445,20.8,44,666,0,258,216,42,258,12,666,0,666,2015
133200,36,029,013300,4,673,204,690,30.9,54,1136,0,430,300,130,430,148,1018,0,1136,2015
167300,36,029,013400,1,-666666666,35,473,-666666666.0,0,593,0,326,296,30,326,0,541,0,593,2015
152000,36,029,013400,2,608,131,607,14.2,14,867,14,387,239,134,373,18,849,0,884,2015
174200,36,029,013400,3,559,290,808,18.0,2,1093,0,475,206,269,475,21,1089,9,1111,2015
165000,36,029,013400,4,764,214,672,22.3,69,1166,20,452,170,262,432,45,1132,0,1180,2015
149000,36,029,013400,5,825,585,1989,50.0,296,2596,0,1157,891,266,1157,48,2545,0,2596,2015
169000,36,029,013501,1,782,592,1972,25.1,18,2890,42,1116,822,252,1074,108,2890,1,2893,2015
223300,36,029,013501,2,-666666666,344,987,-666666666.0,46,1388,47,565,518,0,518,0,1378,0,1388,2015
221500,36,029,013501,3,832,647,2231,31.5,33,2602,77,1242,935,230,1165,66,2766,28,2948,2015
292900,36,029,013502,1,,280,1463,48.2,73,2289,0,792,707,85,792,35,2168,0,2289,2015
297100,36,029,013502,2,-666666666,76,1186,-666666666.0,19,1845,10,582,572,0,572,57,1757,0,1845,2015
270600,36,029,013502,3,-666666666,244,1355,-666666666.0,0,2000,15,700,685,0,685,13,1964,15,2000,2015
261600,36,029,013502,4,-666666666,201,758,-666666666.0,0,892,0,374,346,28,374,0,892,0,892,2015
206400,36,029,013600,1,746,161,796,23.8,10,1102,32,540,332,176,508,0,1173,0,1182,2015
217800,36,029,013600,2,1040,123,683,28.1,61,1037,53,493,261,179,440,19,1037,0,1037,2015
218800,36,029,013600,3,833,118,636,30.1,26,810,0,359,252,107,359,19,770,39,810,2015
152900,36,029,013701,1,665,308,1043,36.6,65,1237,15,544,453,76,529,0,1237,0,1237,2015
117400,36,029,013701,2,746,564,1500,16.8,66,2111,74,955,673,208,881,0,2026,22,2111,2015
152700,36,029,013701,3,825,263,696,19.8,18,902,0,498,206,292,498,0,907,9,916,2015
170300,36,029,013701,4,803,544,1423,17.9,97,2044,59,876,680,137,817,50,1964,64,2044,2015
236300,36,029,013702,1,881,307,2118,19.0,44,3530,16,1109,1035,58,1093,68,3335,0,3530,2015
201300,36,029,013702,2,896,569,1806,27.4,109,2344,278,1429,559,592,1151,42,2262,42,2344,2015
213200,36,029,013800,1,536,639,1810,19.2,195,2720,52,1028,858,118,976,96,2668,0,2720,2015
225700,36,029,013800,2,277,83,404,27.7,0,512,0,253,213,40,253,0,512,0,512,2015
194200,36,029,013800,3,677,543,2031,21.0,300,2930,37,1240,909,294,1203,0,2857,20,2930,2015
254200,36,029,013800,4,-666666666,267,500,-666666666.0,94,772,45,311,239,27,266,36,762,2,814,2015
246200,36,029,013800,5,-666666666,114,659,-666666666.0,29,833,0,316,302,14,316,0,792,0,833,2015
183200,36,029,013900,1,614,287,1469,22.6,174,2196,93,1015,704,218,922,16,2130,3,2196,2015
202300,36,029,014000,1,889,156,1026,25.6,25,1391,99,690,530,61,591,46,1358,0,1391,2015
158100,36,029,014000,2,542,659,1748,24.7,144,2147,54,970,640,276,916,33,2368,60,2432,2015
246300,36,029,014101,1,-666666666,368,1107,-666666666.0,87,1599,34,664,597,33,630,0,1580,2,1599,2015
228900,36,029,014101,2,721,227,1423,50.0,0,1981,43,829,708,78,786,57,1924,0,1981,2015
222300,36,029,014101,3,482,845,2186,17.6,76,2597,62,1244,1106,76,1182,25,2572,0,2597,2015
192400,36,029,014102,1,,561,1763,36.7,126,2321,66,1011,834,111,945,0,2320,1,2321,2015
203800,36,029,014102,2,617,855,2424,46.3,45,3112,32,1300,1162,106,1268,0,3040,0,3112,2015
173800,36,029,014204,1,1033,775,2219,43.2,172,2662,79,1391,823,489,1312,43,2766,9,2821,2015
195800,36,029,014204,2,646,458,933,13.8,78,1275,33,548,454,61,515,0,1286,0,1293,2015
238200,36,029,014206,1,-666666666,553,2060,-666666666.0,97,3400,53,1126,1073,0,1073,0,3436,0,3436,2015
246400,36,029,014206,2,-666666666,502,1444,-666666666.0,32,2394,0,723,671,52,723,289,2394,0,2394,2015
240800,36,029,014206,3,-666666666,249,1053,-666666666.0,30,1683,0,571,548,23,571,0,1682,1,1683,2015
164800,36,029,014207,1,-666666666,372,761,-666666666.0,53,782,32,456,367,57,424,0,832,34,866,2015
220200,36,029,014207,2,572,202,1155,23.6,0,1681,15,647,585,47,632,49,1662,0,1681,2015
192400,36,029,014207,3,652,648,2052,35.0,120,2712,17,1241,627,597,1224,32,2504,195,2712,2015
179200,36,029,014208,1,576,444,1107,13.0,29,1148,25,509,384,100,484,15,1267,24,1344,2015
201600,36,029,014208,2,540,445,1192,19.3,29,1684,0,671,617,54,671,0,1688,16,1709,2015
248700,36,029,014208,3,-666666666,264,1436,-666666666.0,9,2256,24,741,717,0,717,50,2179,18,2265,2015
146000,36,029,014209,1,,381,915,18.0,27,1279,56,615,470,89,559,0,1245,34,1279,2015
188700,36,029,014209,2,512,334,1243,17.5,24,1889,0,664,588,76,664,73,1826,0,1889,2015
230300,36,029,014209,3,-666666666,188,663,-666666666.0,8,913,19,331,299,13,312,0,907,0,913,2015
153100,36,029,014300,1,-666666666,220,1056,-666666666.0,20,1507,0,568,513,55,568,0,1543,1,1554,2015
