Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
171400,36,029,008900,3,645,102,597,26.4,49,725,0,392,300,92,392,19,678,47,725,2017
201600,36,029,008900,5,-666666666,103,823,20.4,113,1158,0,555,339,216,555,13,1110,22,1164,2017
83800,36,029,001402,1,482,365,523,41.2,377,722,94,514,41,379,420,0,0,722,722,2017
75800,36,029,002502,1,216,287,582,28.0,304,804,47,540,29,464,493,151,131,532,820,2017
100200,36,029,002502,2,485,232,812,50.0,165,1146,67,600,393,140,533,0,52,1076,1152,2017
-666666666,36,029,002800,4,554,357,622,38.7,301,953,95,478,133,250,383,55,148,594,953,2017
216700,36,029,002800,3,435,87,182,50.0,219,290,85,214,16,113,129,27,117,134,290,2017
18800,36,029,002800,1,508,155,245,50.0,301,383,76,222,35,111,146,30,170,208,388,2017
28300,36,029,002800,2,402,221,338,50.0,377,558,161,412,48,203,251,0,199,338,563,2017
24400,36,029,003302,3,619,317,577,50.0,319,932,29,414,179,206,385,48,10,889,932,2017
27500,36,029,003302,4,290,304,488,31.4,545,890,69,476,99,308,407,54,0,690,890,2017
41000,36,029,003302,2,534,157,501,28.4,257,794,126,544,134,284,418,0,11,758,794,2017
32700,36,029,003302,1,491,146,345,33.3,45,424,109,408,166,133,299,0,0,424,424,2017
38300,36,029,003500,2,449,215,501,50.0,159,667,264,609,129,216,345,30,0,625,667,2017
23100,36,029,003500,3,379,340,551,21.0,457,1133,105,599,126,368,494,0,0,1068,1133,2017
67100,36,029,003500,1,511,161,217,50.0,121,243,20,182,87,75,162,1,40,193,243,2017
42800,36,029,003500,4,563,296,547,31.7,159,825,160,601,193,248,441,0,62,731,825,2017
156400,36,029,015302,2,-666666666,506,966,22.9,65,1084,0,550,376,174,550,21,1084,0,1084,2017
161800,36,029,015302,3,-666666666,296,627,-666666666.0,17,765,17,329,312,0,312,7,767,0,774,2017
241400,36,029,014101,3,496,723,2009,17.7,72,2864,78,1148,995,75,1070,0,2864,0,2864,2017
232600,36,029,014102,2,764,659,2232,44.7,123,2925,17,1277,1047,213,1260,0,2925,0,2925,2017
111700,36,029,010902,3,-666666666,485,1190,-666666666.0,84,1540,0,653,601,52,653,12,1540,0,1540,2017
123300,36,029,010902,2,765,598,1035,45.6,88,1175,89,761,410,262,672,15,1076,72,1175,2017
119600,36,029,010902,1,837,297,879,26.2,130,1129,0,622,161,461,622,37,977,105,1129,2017
153200,36,029,011800,3,670,446,1021,27.3,34,1453,98,733,449,186,635,7,1393,53,1453,2017
122900,36,029,011800,1,567,463,908,28.8,51,1223,0,520,395,125,520,9,1215,0,1223,2017
140500,36,029,011800,2,539,119,655,14.9,31,893,28,421,327,66,393,24,869,0,893,2017
246400,36,029,013702,1,900,357,2041,31.5,91,3471,0,1102,990,112,1102,95,3328,0,3471,2017
225700,36,029,014101,1,-666666666,424,1202,-666666666.0,54,1542,47,723,631,45,676,11,1510,1,1543,2017
225800,36,029,014101,2,-666666666,356,1415,-666666666.0,111,1862,95,900,724,81,805,0,1846,0,1862,2017
181900,36,029,015201,2,614,532,1799,33.1,154,2262,29,907,842,36,878,60,2216,60,2288,2017
-666666666,36,029,940100,1,-666666666,1,1,-666666666.0,0,4,0,1,1,0,1,0,0,0,4,2017
194600,36,029,015302,1,990,204,671,23.1,27,940,19,368,295,54,349,4,940,0,940,2017
253800,36,029,015201,1,-666666666,258,765,14.8,48,1038,0,431,382,49,431,19,1015,0,1049,2017
156400,36,029,015600,2,523,307,611,41.5,48,891,44,421,336,41,377,0,790,0,891,2017
120100,36,029,015600,1,506,379,920,41.7,171,1226,105,689,412,172,584,31,1175,13,1226,2017
43500,36,029,000500,2,501,341,558,40.2,504,1060,88,453,232,133,365,256,861,33,1060,2017
31200,36,029,000500,1,510,471,688,42.4,334,993,161,610,273,176,449,170,895,0,993,2017
174300,36,029,008900,4,1270,61,504,19.8,10,747,5,317,233,79,312,40,718,29,747,2017
145700,36,029,008900,1,848,128,670,18.3,29,937,56,434,277,101,378,22,792,43,937,2017
140400,36,029,009502,2,712,374,1315,24.2,102,1495,136,810,444,230,674,0,1571,47,1759,2017
177000,36,029,009502,4,-666666666,31,501,-666666666.0,0,725,0,263,263,0,263,41,632,49,725,2017
133000,36,029,009502,1,911,244,925,14.2,96,1083,60,539,284,195,479,0,976,96,1101,2017
160000,36,029,009502,5,801,64,1062,39.8,171,1561,61,779,543,175,718,132,1482,78,1575,2017
142600,36,029,009502,3,1046,264,1042,20.7,63,1484,0,637,519,118,637,14,1354,38,1484,2017
76900,36,029,009900,3,572,689,1205,14.5,113,1544,36,751,470,245,715,49,1374,68,1553,2017
69600,36,029,009900,1,468,557,1119,29.5,201,1503,12,663,471,180,651,9,1468,35,1503,2017
87700,36,029,009900,2,478,143,355,46.9,163,559,35,291,137,119,256,35,480,30,559,2017
195000,36,029,013102,1,-666666666,259,654,-666666666.0,0,981,14,362,348,0,348,14,967,0,981,2017
208100,36,029,013102,4,-666666666,244,1094,-666666666.0,164,1322,0,552,552,0,552,0,1367,0,1400,2017
164600,36,029,013102,2,-666666666,581,1586,-666666666.0,41,2160,83,960,823,54,877,0,2099,0,2160,2017
144100,36,029,013102,3,-666666666,118,575,-666666666.0,0,868,84,390,306,0,306,75,856,0,868,2017
117800,36,029,008600,1,726,135,596,22.3,70,773,68,455,291,96,387,0,759,0,773,2017
142400,36,029,008600,6,664,116,660,50.0,35,859,14,373,309,50,359,0,859,0,859,2017
134300,36,029,008600,4,-666666666,42,419,-666666666.0,0,640,27,267,224,16,240,0,516,48,640,2017
118400,36,029,008600,2,-666666666,136,637,-666666666.0,0,938,42,389,291,56,347,0,938,0,938,2017
152100,36,029,008600,3,697,79,589,12.7,0,740,14,332,237,81,318,21,723,17,740,2017
109500,36,029,014400,1,549,608,1055,33.0,331,1444,101,845,368,376,744,64,1390,2,1461,2017
117900,36,029,014400,2,534,141,326,19.6,43,409,0,196,142,54,196,0,409,0,409,2017
125900,36,029,014400,3,535,202,626,20.6,50,924,0,421,263,158,421,24,944,0,947,2017
106300,36,029,014400,4,643,487,974,17.6,235,1206,113,665,330,222,552,141,1208,0,1243,2017
182600,36,029,014903,3,789,643,1955,24.3,123,2656,82,1083,814,187,1001,66,2541,0,2656,2017
30300,36,029,003600,1,532,321,546,50.0,624,971,15,364,136,213,349,0,42,929,971,2017
31700,36,029,003600,2,413,258,435,27.6,165,539,107,375,138,130,268,29,0,539,539,2017
33900,36,029,003600,3,503,335,522,32.5,288,786,125,473,117,231,348,52,70,589,786,2017
29200,36,029,003600,4,433,160,368,34.2,116,403,50,239,104,85,189,34,73,301,403,2017
92300,36,029,004300,2,526,216,520,34.8,632,1237,68,449,65,316,381,138,0,1166,1268,2017
62800,36,029,004300,5,544,201,460,15.0,70,697,0,276,147,129,276,0,59,616,697,2017
160900,36,029,004300,4,-666666666,105,443,-666666666.0,0,559,0,230,230,0,230,11,179,369,559,2017
227400,36,029,014601,2,1307,214,1474,18.5,56,2264,12,887,657,218,875,0,2107,14,2264,2017
180200,36,029,014601,4,325,354,821,27.6,30,1084,0,480,418,62,480,39,1028,17,1084,2017
161800,36,029,014601,1,473,190,870,13.9,118,1221,0,574,350,224,574,0,1058,67,1221,2017
182300,36,029,014701,1,-666666666,99,693,-666666666.0,0,1067,0,376,367,9,376,0,1028,0,1067,2017
-666666666,36,029,014904,1,-666666666,1224,1685,-666666666.0,0,0,0,0,0,0,0,251,767,1066,2029,2017
127800,36,029,015301,1,450,286,781,22.3,85,926,10,418,308,100,408,36,952,0,961,2017
87300,36,029,015401,2,623,410,825,22.9,183,1103,9,519,438,72,510,0,1103,0,1103,2017
120500,36,029,015401,1,733,443,979,25.4,102,1473,55,632,425,152,577,0,1443,30,1473,2017
113400,36,029,015501,1,524,529,1414,24.0,214,2002,154,969,560,255,815,115,1759,40,2002,2017
110300,36,029,000700,5,517,163,438,36.7,83,561,25,280,152,103,255,39,549,3,561,2017
121700,36,029,000700,3,-666666666,205,480,-666666666.0,16,633,0,277,270,7,277,19,608,7,633,2017
132400,36,029,000700,1,-666666666,107,392,-666666666.0,113,646,10,237,191,36,227,8,646,0,646,2017
108100,36,029,000700,4,598,244,778,17.2,14,869,86,467,229,152,381,6,970,17,993,2017
141300,36,029,013201,3,-666666666,328,662,-666666666.0,2,890,41,416,350,25,375,2,872,0,890,2017
196600,36,029,013201,2,-666666666,531,1849,-666666666.0,143,2559,34,1025,962,29,991,27,2571,14,2600,2017
112800,36,029,013201,1,765,985,1912,23.3,221,2667,0,1120,492,628,1120,134,2589,24,2705,2017
251300,36,029,013501,2,-666666666,216,851,-666666666.0,68,1116,58,520,462,0,462,5,1098,4,1116,2017
176900,36,029,013501,1,874,718,2055,27.3,46,3148,53,1140,832,255,1087,80,3064,57,3149,2017
230300,36,029,014702,1,341,151,541,28.6,68,725,41,331,192,98,290,19,691,9,735,2017
150100,36,029,011700,3,712,684,1502,21.0,311,1751,71,1087,492,524,1016,161,1851,31,1911,2017
134800,36,029,011700,2,812,293,936,27.5,100,1332,33,554,404,117,521,28,1314,0,1332,2017
97500,36,029,011700,1,526,219,495,36.9,90,618,0,356,264,92,356,0,609,0,618,2017
73500,36,029,012400,2,495,625,972,39.6,400,1425,230,952,473,249,722,107,1356,14,1442,2017
60500,36,029,012400,1,840,224,342,34.7,168,522,43,253,112,98,210,122,322,31,522,2017
-666666666,36,029,006702,2,730,279,1088,27.0,390,1330,122,1206,15,1069,1084,146,627,470,1330,2017
289100,36,029,006702,1,643,70,667,29.6,86,738,58,638,135,445,580,38,473,212,738,2017
328800,36,029,006702,3,674,263,671,30.2,250,764,129,680,85,466,551,84,520,95,790,2017
40800,36,029,002702,3,679,180,387,50.0,687,934,134,370,136,100,236,9,132,162,934,2017
-666666666,36,029,002702,1,311,165,460,31.7,256,821,50,303,111,142,253,19,115,228,821,2017
-666666666,36,029,002702,4,-666666666,251,435,50.0,381,589,117,396,100,179,279,23,119,189,589,2017
-666666666,36,029,002702,2,431,119,218,44.0,153,367,170,309,20,119,139,0,31,235,367,2017
53300,36,029,004402,2,410,402,642,26.6,520,1102,14,530,102,414,516,0,3,1061,1102,2017
-666666666,36,029,004402,1,245,405,716,26.0,892,1511,65,806,0,741,741,156,60,1324,1511,2017
164800,36,029,009004,1,1278,219,1302,42.8,65,1712,24,877,739,114,853,8,1447,200,1739,2017
169800,36,029,007303,3,933,455,1544,26.2,205,1984,87,991,335,569,904,9,1939,72,2083,2017
44100,36,029,005900,3,539,308,423,50.0,488,835,40,321,101,180,281,274,417,68,835,2017
-666666666,36,029,005900,5,383,453,737,29.8,263,967,90,633,88,455,543,115,696,140,967,2017
60800,36,029,005900,1,477,254,488,20.3,184,941,36,333,119,178,297,454,423,51,941,2017
51800,36,029,005900,2,528,256,444,44.5,503,759,60,363,114,189,303,196,324,74,759,2017
45400,36,029,005900,4,566,183,338,50.0,233,489,22,272,82,168,250,27,189,149,489,2017
133000,36,029,007303,1,-666666666,138,704,-666666666.0,97,938,0,386,351,35,386,0,945,0,958,2017
197300,36,029,007303,2,759,397,1899,23.9,170,2629,95,1159,647,417,1064,152,2343,123,2629,2017
124200,36,029,000700,2,513,260,663,14.0,18,898,29,402,316,57,373,13,860,0,898,2017
38900,36,029,004300,3,661,370,699,25.2,195,1274,70,528,91,367,458,15,157,604,1274,2017
67900,36,029,004300,7,840,67,323,-666666666.0,165,826,0,209,83,126,209,0,15,811,826,2017
58500,36,029,004300,1,662,246,603,29.4,319,947,34,474,184,256,440,0,254,563,947,2017
65500,36,029,004300,6,713,253,477,29.6,104,624,183,543,195,165,360,0,14,531,624,2017
122700,36,029,005100,4,904,93,616,10.0,14,847,124,435,215,96,311,137,594,104,852,2017
113300,36,029,005100,1,697,499,1650,23.7,261,2047,94,1193,642,457,1099,286,1367,464,2047,2017
79400,36,029,005100,3,761,141,544,49.6,268,862,0,453,142,311,453,214,618,244,862,2017
98900,36,029,005100,2,507,244,581,36.3,97,658,0,452,159,293,452,0,382,223,658,2017
117400,36,029,006701,2,576,220,595,30.4,190,807,0,456,91,365,456,99,559,0,807,2017
223600,36,029,006701,1,756,161,1056,22.7,72,1224,135,718,233,350,583,31,898,115,1224,2017
234800,36,029,006701,3,773,140,839,30.8,268,1024,241,928,60,627,687,84,791,110,1039,2017
114500,36,029,008003,3,660,267,709,31.0,0,860,20,386,257,109,366,67,758,0,860,2017
111800,36,029,008003,5,-666666666,298,824,-666666666.0,52,1015,0,492,477,15,492,59,896,31,1015,2017
108200,36,029,008003,1,-666666666,364,765,-666666666.0,114,961,59,535,428,48,476,0,897,14,961,2017
99400,36,029,008003,2,694,275,558,38.9,68,796,19,332,210,103,313,53,725,53,796,2017
92300,36,029,000800,3,655,456,1165,30.0,417,1716,45,669,389,235,624,97,1617,8,1716,2017
88100,36,029,010101,4,-666666666,409,816,-666666666.0,62,1116,0,505,495,10,505,102,978,83,1126,2017
106100,36,029,010101,3,807,282,881,18.0,104,1167,58,572,438,76,514,20,1147,0,1167,2017
114500,36,029,009701,1,789,550,1118,24.3,50,1397,141,783,365,277,642,9,1250,37,1397,2017
119700,36,029,009701,2,-666666666,606,1222,-666666666.0,26,1608,32,657,601,24,625,7,1511,42,1608,2017
162200,36,029,012002,2,906,550,1809,23.5,37,2408,26,1023,882,115,997,9,2325,33,2408,2017
141200,36,029,012002,1,628,358,763,38.3,126,990,80,499,296,123,419,0,970,0,990,2017
63800,36,029,012300,2,590,354,590,30.0,112,786,63,397,204,130,334,9,640,146,786,2017
66400,36,029,012300,4,453,320,469,27.7,204,817,104,513,175,234,409,196,629,0,824,2017
65400,36,029,012300,1,430,179,318,20.0,248,569,97,323,103,123,226,64,418,33,569,2017
80200,36,029,000600,3,617,355,589,22.3,170,759,41,387,295,51,346,213,487,188,759,2017
84200,36,029,000600,1,538,486,1143,15.8,221,1594,14,722,417,291,708,0,1575,0,1594,2017
106400,36,029,000600,2,-666666666,372,967,-666666666.0,3,1366,58,604,471,75,546,0,1365,1,1366,2017
89300,36,029,000600,4,594,104,714,26.0,337,1078,0,450,332,118,450,1,745,338,1086,2017
85700,36,029,000900,3,614,167,494,19.8,73,706,31,362,158,173,331,144,639,19,706,2017
86100,36,029,000900,1,608,239,505,19.9,96,736,0,317,197,120,317,151,608,0,736,2017
95300,36,029,000900,2,605,257,843,14.2,43,1125,0,446,252,194,446,189,899,37,1125,2017
93300,36,029,003400,3,461,136,349,29.6,260,529,191,450,85,174,259,0,58,416,529,2017
88900,36,029,011500,1,543,308,585,28.8,130,927,21,377,279,77,356,31,912,0,927,2017
88000,36,029,011500,2,-666666666,221,408,14.3,19,604,47,302,219,36,255,26,561,30,604,2017
296200,36,029,013502,2,-666666666,62,1252,-666666666.0,0,1821,10,621,592,19,611,33,1710,0,1821,2017
337800,36,029,013502,1,-666666666,292,1396,48.2,72,2225,0,721,639,82,721,53,2107,0,2225,2017
294000,36,029,013502,3,-666666666,214,1469,-666666666.0,0,2090,0,707,707,0,707,16,1976,17,2090,2017
198000,36,029,009401,2,1150,96,956,19.0,89,1308,0,526,494,32,526,45,1226,0,1308,2017
127500,36,029,009401,4,-666666666,151,738,-666666666.0,213,1137,0,391,376,15,391,0,984,175,1159,2017
144900,36,029,009401,3,703,158,608,50.0,0,876,62,428,301,65,366,38,526,154,876,2017
142300,36,029,009401,1,839,184,924,35.8,475,1502,30,786,363,393,756,130,1531,126,2070,2017
154300,36,029,009401,5,-666666666,163,482,-666666666.0,9,543,0,252,252,0,252,9,519,0,543,2017
82900,36,029,011100,1,496,590,1121,14.7,187,1632,70,714,579,65,644,35,1547,82,1652,2017
83500,36,029,011100,2,541,245,438,19.5,37,494,32,297,239,26,265,14,484,4,494,2017
-666666666,36,029,013002,1,935,872,2057,50.0,104,2896,0,1296,1061,235,1296,88,2679,58,2908,2017
149900,36,029,013002,2,903,213,882,35.1,12,1049,0,497,443,54,497,39,1022,0,1049,2017
146400,36,029,013300,2,622,111,426,36.3,26,531,60,358,154,144,298,27,507,16,531,2017
153200,36,029,013300,1,981,349,1180,24.2,29,1640,41,648,509,98,607,11,1564,27,1640,2017
145600,36,029,013300,3,575,90,393,26.0,52,543,0,236,196,40,236,0,543,0,543,2017
245200,36,029,013600,1,804,160,750,21.1,9,1063,33,482,297,152,449,0,1018,0,1063,2017
206200,36,029,013600,3,1006,97,654,29.4,18,867,0,385,277,108,385,45,840,25,867,2017
220400,36,029,013600,2,1140,69,593,25.5,17,869,85,421,227,109,336,67,840,0,869,2017
164800,36,029,013701,1,666,275,1101,50.0,164,1420,99,625,479,47,526,0,1408,0,1420,2017
128400,36,029,013701,2,838,574,1457,29.6,158,1967,13,866,581,272,853,42,1893,7,1967,2017
161300,36,029,013701,3,834,209,711,17.0,230,976,0,466,258,208,466,121,972,0,1007,2017
182900,36,029,015001,1,-666666666,634,1709,-666666666.0,182,2271,41,875,834,0,834,0,2271,0,2271,2017
222100,36,029,015001,2,-666666666,696,1959,-666666666.0,0,2622,0,1004,930,74,1004,0,2564,13,2622,2017
-666666666,36,029,015001,3,-666666666,257,478,-666666666.0,29,496,86,386,245,55,300,114,496,0,496,2017
193400,36,029,015202,1,-666666666,409,1294,-666666666.0,28,1615,148,860,712,0,712,2,1656,0,1659,2017
157600,36,029,015202,2,668,389,1210,34.8,36,1589,0,702,417,285,702,0,1589,0,1589,2017
157000,36,029,015402,2,-666666666,164,437,-666666666.0,25,628,0,219,219,0,219,0,628,0,628,2017
131800,36,029,015402,3,-666666666,378,1023,-666666666.0,152,1442,32,617,585,0,585,82,1372,0,1442,2017
177200,36,029,015402,1,704,353,1020,14.6,31,1321,97,656,500,59,559,65,1291,0,1321,2017
204200,36,029,014000,1,672,180,1098,18.2,53,1417,93,746,496,157,653,33,1371,6,1417,2017
165900,36,029,014000,2,657,576,1681,20.5,51,2006,44,891,616,231,847,9,2289,30,2331,2017
229600,36,029,013202,1,710,401,1369,30.1,77,1593,66,761,423,272,695,47,1676,56,1749,2017
29400,36,029,001700,1,340,530,771,47.6,457,1086,135,642,266,241,507,51,735,253,1086,2017
30200,36,029,002900,1,635,169,314,50.0,302,522,66,248,47,135,182,46,69,429,536,2017
43200,36,029,002900,2,565,108,225,23.6,74,322,81,254,75,98,173,0,83,222,322,2017
45000,36,029,002900,3,519,167,235,40.9,370,636,119,307,63,125,188,0,32,582,636,2017
38200,36,029,002900,4,428,145,292,50.0,87,384,56,296,127,113,240,0,0,341,384,2017
82600,36,029,003100,2,521,207,369,32.5,48,474,43,263,114,106,220,41,25,437,474,2017
56100,36,029,003100,1,643,133,306,50.0,76,513,223,416,135,58,193,0,9,504,513,2017
-666666666,36,029,003100,4,148,130,172,23.4,114,211,0,133,0,133,133,51,29,136,230,2017
-666666666,36,029,003100,3,390,530,774,29.2,174,751,194,499,97,208,305,50,152,847,1049,2017
53900,36,029,003301,2,630,224,477,23.7,271,804,60,408,225,123,348,0,9,795,804,2017
194400,36,029,013900,1,675,240,1532,18.4,186,2208,90,983,711,182,893,17,2107,33,2208,2017
239000,36,029,015101,2,394,244,583,28.8,0,706,90,399,245,64,309,0,700,0,706,2017
218600,36,029,015101,3,-666666666,265,561,-666666666.0,15,706,7,282,256,19,275,0,694,1,706,2017
168900,36,029,015101,1,632,568,1326,37.2,170,1898,45,800,592,163,755,109,1872,26,1898,2017
164500,36,029,015102,1,527,522,1103,13.7,119,1555,44,581,464,73,537,15,1562,0,1571,2017
142800,36,029,015102,2,818,424,848,28.9,92,1221,49,511,392,70,462,56,1216,0,1221,2017
111900,36,029,015900,1,552,950,1693,26.6,325,2431,96,1124,562,466,1028,12,2402,35,2504,2017
89100,36,029,001000,2,469,124,330,21.7,150,477,35,310,115,160,275,0,373,81,477,2017
78100,36,029,001000,4,915,241,455,31.5,137,659,39,335,148,148,296,144,539,120,659,2017
57300,36,029,001000,3,681,355,589,29.5,234,875,38,362,95,229,324,18,855,8,875,2017
74200,36,029,001000,1,646,590,1448,27.1,468,2215,52,759,305,402,707,16,1728,151,2257,2017
37100,36,029,004401,2,742,251,552,50.0,537,1030,27,438,178,233,411,0,20,1010,1030,2017
55800,36,029,004401,3,496,458,1052,28.9,318,1676,76,809,437,296,733,38,56,1528,1676,2017
59300,36,029,004401,1,589,310,558,47.9,210,842,15,348,176,157,333,0,59,783,842,2017
-666666666,36,029,004602,1,-666666666,0,47,-666666666.0,2,17,0,4,4,0,4,172,494,197,1111,2017
85000,36,029,005202,2,600,205,720,41.3,476,1408,89,630,152,389,541,37,416,955,1428,2017
93900,36,029,005202,1,894,256,485,46.1,540,1094,90,475,170,215,385,98,919,676,1855,2017
67900,36,029,005500,1,617,397,675,36.9,440,1136,141,578,144,293,437,313,603,103,1136,2017
-666666666,36,029,005500,3,450,286,476,48.3,295,853,123,461,69,269,338,306,228,198,853,2017
198800,36,029,005500,2,484,371,789,41.7,694,1371,112,692,93,487,580,138,726,173,1371,2017
-666666666,36,029,005500,4,583,139,413,34.2,349,770,42,361,67,252,319,128,504,125,770,2017
161200,36,029,006301,4,528,330,999,40.3,265,1385,85,687,348,254,602,172,1198,16,1385,2017
-666666666,36,029,006301,5,602,13,252,18.5,148,514,111,341,27,203,230,0,328,117,514,2017
259700,36,029,006301,3,524,64,538,16.8,13,796,13,333,185,135,320,0,693,83,796,2017
162700,36,029,006301,1,670,156,785,19.4,210,1172,43,605,200,362,562,133,915,0,1172,2017
350600,36,029,006301,2,772,41,573,20.7,19,796,50,493,136,307,443,26,778,18,796,2017
145300,36,029,007901,1,938,239,856,11.9,75,1055,0,455,417,38,455,20,1036,27,1074,2017
191300,36,029,007901,2,910,183,798,23.4,186,1264,70,683,88,525,613,54,978,151,1264,2017
159500,36,029,007901,3,-666666666,172,546,-666666666.0,23,759,8,345,302,35,337,0,665,1,759,2017
126200,36,029,007903,2,-666666666,331,620,-666666666.0,27,871,10,383,362,11,373,33,795,0,871,2017
139400,36,029,007903,3,332,292,995,10.0,0,1233,0,540,492,48,540,35,1211,0,1258,2017
119100,36,029,007903,1,843,184,947,38.6,43,1175,29,590,458,103,561,0,1073,0,1191,2017
65500,36,029,003301,3,543,445,832,50.0,404,1323,137,743,243,363,606,21,0,1323,1323,2017
49100,36,029,003301,1,604,169,457,39.6,168,494,163,388,101,124,225,8,180,461,649,2017
71400,36,029,003301,4,617,191,467,50.0,390,835,42,358,180,136,316,0,0,835,835,2017
50900,36,029,003901,1,573,337,644,49.3,277,884,132,590,235,223,458,5,16,863,884,2017
-666666666,36,029,017400,3,457,296,354,35.7,543,987,0,264,53,211,264,116,334,401,987,2017
-666666666,36,029,017400,4,519,237,334,23.9,337,622,0,234,0,234,234,33,81,475,622,2017
31200,36,029,016300,2,-666666666,193,335,40.0,50,360,110,305,121,74,195,23,337,13,360,2017
61700,36,029,017400,2,550,394,682,20.0,202,1140,0,420,307,113,420,253,848,0,1140,2017
63700,36,029,010202,1,571,446,1029,36.6,312,1562,72,770,412,286,698,20,463,985,1562,2017
80300,36,029,010202,3,907,217,605,38.9,152,957,130,549,304,115,419,45,548,381,957,2017
78300,36,029,010202,2,-666666666,89,270,-666666666.0,83,334,40,207,167,0,167,88,336,500,947,2017
51900,36,029,005802,4,527,557,922,16.3,157,1565,76,560,277,207,484,41,814,66,1565,2017
59600,36,029,005802,3,538,216,404,45.0,356,706,78,396,70,248,318,0,202,200,706,2017
53600,36,029,005802,1,726,446,573,50.0,445,947,33,432,62,337,399,204,643,156,974,2017
54200,36,029,005802,2,585,577,798,44.1,896,1420,91,559,190,278,468,443,712,327,1420,2017
104200,36,029,010201,2,707,274,1120,26.3,113,1420,25,655,516,114,630,26,1101,241,1420,2017
109100,36,029,010201,1,675,129,498,30.9,0,642,0,342,286,56,342,0,526,116,642,2017
95300,36,029,010201,3,673,137,474,16.8,20,735,0,310,199,111,310,0,315,328,754,2017
54300,36,029,006902,3,475,238,477,50.0,432,778,21,388,101,266,367,236,407,14,778,2017
197500,36,029,006902,2,578,200,502,50.0,334,778,63,377,144,170,314,383,513,10,778,2017
106600,36,029,006902,4,713,278,523,41.5,236,660,51,470,62,357,419,126,534,170,812,2017
143000,36,029,006902,1,585,530,1279,38.6,756,1846,92,943,408,443,851,275,764,432,1846,2017
98700,36,029,009115,2,934,135,1012,36.7,594,1366,11,835,347,477,824,9,632,39,1366,2017
80000,36,029,009115,1,944,226,1117,38.5,1411,2530,64,1095,294,737,1031,79,1175,355,2708,2017
272300,36,029,009010,2,356,431,1926,28.9,413,3014,32,1071,907,132,1039,208,2437,136,3031,2017
275200,36,029,009010,1,1349,260,1916,50.0,109,2884,73,1119,822,224,1046,0,2462,59,2884,2017
158400,36,029,007905,2,-666666666,231,607,-666666666.0,0,754,0,350,350,0,350,0,754,0,754,2017
139100,36,029,007902,3,808,691,1678,23.8,177,2341,37,993,644,312,956,98,1895,276,2341,2017
139300,36,029,007902,5,857,271,725,27.3,18,995,38,437,357,42,399,1,961,32,995,2017
-666666666,36,029,990000,0,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2017
206800,36,029,013102,5,-666666666,590,1817,-666666666.0,51,2841,65,964,885,14,899,16,2878,22,2903,2017
109400,36,029,008101,5,813,506,935,30.9,5,1026,19,653,292,342,634,20,903,64,1026,2017
132600,36,029,008102,2,666,246,889,27.8,95,1368,8,610,414,188,602,72,1291,54,1375,2017
121900,36,029,008003,4,621,290,937,18.7,54,1263,39,588,437,112,549,70,1125,49,1263,2017
116400,36,029,008201,2,676,239,594,28.5,56,730,0,416,259,157,416,10,638,21,730,2017
121400,36,029,008202,5,386,394,670,25.6,132,681,103,525,112,310,422,14,682,122,827,2017
220400,36,029,009009,2,1203,791,3074,32.4,70,4193,0,1781,1298,483,1781,18,3610,39,4193,2017
183500,36,029,009009,1,-666666666,104,834,-666666666.0,93,1161,0,454,441,13,454,0,1079,36,1161,2017
197100,36,029,009116,1,856,254,839,45.5,352,1312,20,578,230,328,558,25,1204,2,1312,2017
206200,36,029,009116,4,1059,251,1441,39.1,454,2261,139,1046,433,474,907,35,1697,96,2261,2017
178900,36,029,009116,2,-666666666,22,745,-666666666.0,0,1175,58,441,367,16,383,0,1118,0,1175,2017
-666666666,36,029,009116,3,891,175,483,38.4,155,623,28,372,21,323,344,53,286,89,623,2017
123300,36,029,010809,1,1065,406,1073,24.9,30,1506,43,631,499,89,588,148,1463,20,1506,2017
149800,36,029,010809,2,-666666666,521,1345,-666666666.0,32,1817,15,727,703,9,712,52,1763,0,1817,2017
38100,36,029,006901,3,514,530,693,38.3,678,1205,173,592,161,258,419,317,271,134,1205,2017
-666666666,36,029,006901,2,338,224,304,50.0,425,583,43,310,39,228,267,363,210,84,583,2017
70000,36,029,006901,1,514,208,506,40.3,300,941,86,418,110,222,332,365,280,63,941,2017
46400,36,029,006901,4,566,369,474,30.1,236,692,73,367,59,235,294,381,124,102,692,2017
185000,36,029,014209,2,425,422,1261,19.5,38,1799,22,723,615,86,701,78,1734,39,1804,2017
327500,36,029,006800,2,687,45,445,42.7,94,655,328,717,92,297,389,45,518,88,655,2017
265700,36,029,006601,2,851,94,829,20.2,78,1201,137,680,226,317,543,100,1053,86,1201,2017
-666666666,36,029,006601,1,538,171,387,28.7,116,503,103,361,70,188,258,7,270,155,503,2017
272200,36,029,006800,4,613,251,568,27.2,236,782,194,627,156,277,433,78,619,17,782,2017
