the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.80084207393 42.838953088219, -78.800842236707 42.838947527711, -78.80085596216 42.838476236203, -78.800858484758 42.838398031159, -78.800866370913 42.838121567876, -78.800867653346 42.838088809172, -78.800880198889 42.837679087048, -78.800890969169 42.837295263601, -78.800907888115 42.836936809128, -78.800908626458 42.83688175803, -78.800913061914 42.836551624107, -78.800914173476 42.836470162619, -78.800914110524 42.836452326365, -78.80092375935 42.835748669829, -78.800926549047 42.835507085852, -78.803626999962 42.835537999147, -78.804936000047 42.83554499947, -78.806725999823 42.83557099887, -78.806959999817 42.836314998992, -78.807034999677 42.836552999171, -78.807301000248 42.837396999405, -78.80749700029 42.83804199946, -78.807541999666 42.838179998627, -78.807787000168 42.838922998702, -78.807146000297 42.839036999461, -78.805026999746 42.839004998885, -78.801917000277 42.83896499884, -78.80084207393 42.838953088219)))",131,36,029,000700,2,360290007002,Block Group 2,G5030,S,200001,0,+42.8373178,-078.8040817,150,36,029,000700,2,360290007002,813,792,5,2,2,0,8,4,14,799,373,346,27,,,{DA10B5EB-73D0-4D7C-BD20-E97675408C9F},0.000021993563945,0.019718653222725,7
"MULTIPOLYGON (((-78.832413000398 42.910393999054, -78.832412000352 42.909950999318, -78.832398999752 42.909313998733, -78.832395999614 42.909075999453, -78.832390000237 42.90871999923, -78.832390000237 42.908248999103, -78.832380999822 42.90718999885, -78.833832000158 42.907198999265, -78.83445700019 42.907203999495, -78.835708000301 42.907211998965, -78.835714999724 42.906469998935, -78.835825000298 42.906470998981, -78.835825000298 42.906068999336, -78.835835999906 42.904328999168, -78.835839000044 42.903776998903, -78.83584000009 42.903626999184, -78.836522000052 42.903635998699, -78.837695000164 42.903651999437, -78.839311000012 42.903666999229, -78.840473999663 42.903679998929, -78.841550999846 42.903690999436, -78.842620999707 42.903700998997, -78.843558999778 42.903709999412, -78.844625000354 42.903718998928, -78.844921999655 42.903722999112, -78.845775000305 42.903732998674, -78.845464000358 42.904111999057, -78.845175999672 42.904882998625, -78.84492599984 42.905549998794, -78.844637000007 42.906207999448, -78.843141000295 42.907321998639, -78.843167999741 42.908436998776, -78.843184999625 42.909323999194, -78.843156000087 42.910029999362, -78.843183999579 42.910989998649, -78.842949000437 42.91098699941, -78.842616000376 42.910980999133, -78.839081000202 42.910936998904, -78.839077000017 42.910466998822, -78.837295999757 42.91043899933, -78.834640999679 42.910419999354, -78.832413000398 42.910393999054)))",243,36,029,003500,4,360290035004,Block Group 4,G5030,S,605592,17591,+42.9068754,-078.8404356,150,36,029,003500,4,360290035004,1117,15,1076,1,0,0,4,21,25,1092,680,500,180,,,{632E6877-D18F-418C-A78A-76EF1D7AFE6F},0.000068692282724,0.039679770302027,35
"MULTIPOLYGON (((-78.882079000157 42.913414998917, -78.882480999802 42.913212999498, -78.882809999679 42.913045998995, -78.883595999938 42.912646999488, -78.884398000035 42.912236999474, -78.884692000098 42.912549998614, -78.885772000419 42.913700998611, -78.885882000094 42.913809999139, -78.88620100041 42.914159999085, -78.8873409999 42.915367999012, -78.886905999633 42.915381998758, -78.886797000004 42.915380998712, -78.886176000157 42.915397999495, -78.88566600003 42.915410999195, -78.884521000309 42.915437998641, -78.883409000311 42.915466999079, -78.882819000094 42.915482998917, -78.882600999937 42.915488999193, -78.882118000156 42.915503998985, -78.882120000248 42.915257999337, -78.882115000017 42.915077999133, -78.882097000087 42.914432999079, -78.882092999903 42.914141999155, -78.882079000157 42.913414998917)))",63,36,029,006601,1,360290066011,Block Group 1,G5030,S,97983,0,+42.9142218,-078.8842233,150,36,029,006601,1,360290066011,631,332,143,10,39,1,83,23,187,444,356,284,72,,,{64D71DC4-074F-4CCD-8B0B-C614E94DCB8E},0.000010801673758,0.014212581822297,66.01
"MULTIPOLYGON (((-78.809162999745 42.850874999264, -78.809381999947 42.85060199927, -78.809426000177 42.850569998694, -78.810210000344 42.851168999326, -78.810375999902 42.851302999208, -78.810610999943 42.851496999157, -78.811181000137 42.851992998639, -78.811932999729 42.852636998647, -78.812675999804 42.853275999325, -78.813439999948 42.853936999218, -78.814516000086 42.853137999259, -78.815080000004 42.852726999199, -78.81675599992 42.851495999111, -78.817118999566 42.851768999105, -78.817587999601 42.852113998821, -78.81783900038 42.852297999208, -78.818422000274 42.852727999245, -78.818517000157 42.85279899892, -78.819202000257 42.853308999047, -78.819255000002 42.853347999046, -78.819972999824 42.853882999427, -78.820019000146 42.853917999241, -78.81960199981 42.854224999004, -78.818723999806 42.854876999381, -78.818352999792 42.855146999237, -78.817436999835 42.855814999452, -78.816687000336 42.856359999394, -78.816433000319 42.856544998928, -78.816343999814 42.856607999135, -78.816279999562 42.856574999412, -78.815547999993 42.856056998916, -78.815362999559 42.855925999173, -78.814387999581 42.855161999029, -78.813932000145 42.854788998922, -78.813282999906 42.854257998726, -78.81223500016 42.853454999482, -78.811812999593 42.853110998913, -78.811551000106 42.852896998941, -78.810565999667 42.85207799896, -78.809995000326 42.851619999431, -78.809394999647 42.851107999212, -78.809162999745 42.850874999264)))",139,36,029,000900,2,360290009002,Block Group 2,G5030,S,181389,0,+42.8538600,-078.8159487,150,36,029,000900,2,360290009002,822,775,10,14,4,0,8,11,33,789,381,354,27,,,{6D6BCD9D-3698-4D9A-9A3F-4B98421F1F82},0.000019977226938,0.027575975650898,9
"MULTIPOLYGON (((-78.896255999861 42.912832999069, -78.895273000413 42.91276799877, -78.894913000006 42.912744999509, -78.894661000081 42.912729998817, -78.8937900004 42.912671998842, -78.893525999922 42.912658999142, -78.892776000423 42.912620999189, -78.892700999664 42.912659999188, -78.892386999579 42.912820999415, -78.891590999758 42.913228999336, -78.891480000037 42.913108999201, -78.890202999628 42.911757998978, -78.890096000092 42.911642999072, -78.89061599978 42.911370999125, -78.890963999634 42.911200999382, -78.891219999743 42.911070998785, -78.891414999739 42.910972998765, -78.892333999834 42.910494999213, -78.893447999924 42.909926999111, -78.893537000429 42.909883998927, -78.89389099966 42.909698999393, -78.894251000067 42.909516999097, -78.894540999945 42.909363999239, -78.894569000337 42.909349999493, -78.895020000442 42.909123998968, -78.895277999744 42.908998999501, -78.89542900041 42.908920999503, -78.89568499962 42.908777999206, -78.895818000355 42.908919999456, -78.896009000166 42.909118998737, -78.896865000055 42.910033998647, -78.897057999958 42.91023499892, -78.897166999587 42.910349998825, -78.897434000203 42.910616999441, -78.898110999934 42.911323998757, -78.898127999819 42.911340998641, -78.898614999785 42.91185299886, -78.899549999717 42.912826998792, -78.899627999716 42.912903998744, -78.899713000037 42.912978999503, -78.89970699976 42.913042998856, -78.899703999622 42.913064998971, -78.898233000162 42.913456999055, -78.897931999777 42.912946998928, -78.897755999758 42.91293599932, -78.896452999949 42.912845998769, -78.896255999861 42.912832999069)))",74,36,029,006901,3,360290069013,Block Group 3,G5030,S,203371,0,+42.9114443,-078.8948989,150,36,029,006901,3,360290069013,1372,581,320,10,161,0,239,61,590,782,638,481,157,,,{F507710C-B0C5-4557-9239-BEF86F90009C},0.00002241873179,0.022980587246085,69.01
"MULTIPOLYGON (((-78.805787999751 42.909785998907, -78.80578300042 42.90913099929, -78.80577800019 42.908269999171, -78.805769999821 42.906350998846, -78.805768999775 42.90594399897, -78.8070549997 42.905766998905, -78.80768299987 42.90568299863, -78.807777999753 42.90566999893, -78.808509000175 42.905571998909, -78.809425000131 42.90544499935, -78.809473999692 42.905437999028, -78.810411999763 42.905304999192, -78.810450999762 42.905300999008, -78.811497000315 42.905166999126, -78.811540999645 42.905160998849, -78.811535000268 42.906612999232, -78.811524999807 42.907349999031, -78.811510000015 42.909119998783, -78.811511000061 42.909776999391, -78.810515000014 42.909781998722, -78.809996000372 42.909782998768, -78.809774000031 42.909783998814, -78.809288000111 42.909784998861, -78.808274000134 42.909788999045, -78.807195999904 42.909790999137, -78.807082000045 42.909789999091, -78.806169000227 42.909787998999, -78.805787999751 42.909785998907)))",169,36,029,003000,3,360290030003,Block Group 3,G5030,S,220867,0,+42.9076584,-078.8087384,150,36,029,003000,3,360290030003,668,135,495,2,7,0,12,17,36,632,344,254,90,,,{8E567691-9678-405F-A1C2-945AF4D0F171},0.000024345927,0.020006178679948,30
"MULTIPOLYGON (((-78.827791999625 42.954857999138, -78.828341999797 42.95417499913, -78.828903999623 42.953490999076, -78.829468000441 42.952807999069, -78.830448999796 42.953248998713, -78.831228999779 42.953362999471, -78.832273000239 42.953375999171, -78.832301999778 42.952490998845, -78.83237899973 42.952488998753, -78.832920000386 42.952566998751, -78.833322000031 42.95328599862, -78.833424000237 42.953393999102, -78.833911000203 42.953908999459, -78.834537000281 42.954341998734, -78.834748000115 42.954487999169, -78.834790000252 42.954507999192, -78.835049999647 42.954909998837, -78.835205999643 42.955183998877, -78.835208999781 42.955202998853, -78.835226999712 42.955219998738, -78.835682000001 42.956016999504, -78.835278000264 42.956015999458, -78.831480999704 42.955970999182, -78.830247000377 42.956349998666, -78.830085000104 42.956164999131, -78.82981999958 42.955860999507, -78.829651999929 42.955702999419, -78.829630999861 42.955682999396, -78.829411999658 42.955584999375, -78.828604000184 42.955220998784, -78.827791999625 42.954857999138)))",176,36,029,004601,2,360290046012,Block Group 2,G5030,S,157530,0,+42.9546361,-078.8316686,150,36,029,004601,2,360290046012,810,431,151,1,169,0,24,34,45,765,354,323,31,,,{FA2FACDD-FEBF-4237-95D6-C571A9AB561C},0.000017377358156,0.019982683543228,46.01
"MULTIPOLYGON (((-78.84962000038 42.922049999461, -78.849352999763 42.922041999092, -78.84890399975 42.922036998862, -78.84867399994 42.922027999346, -78.848110000022 42.922015998793, -78.848186999974 42.920233999386, -78.848229000111 42.919247998901, -78.85019900009 42.919283998762, -78.850841000006 42.919298999454, -78.85196699975 42.919310999107, -78.852183999861 42.919315999338, -78.853995999751 42.91934899906, -78.854012999635 42.920281998901, -78.85400400012 42.92132399927, -78.853999999935 42.921775999421, -78.853987000235 42.922135998929, -78.853831000239 42.922127999459, -78.85297500035 42.922113998814, -78.84962000038 42.922049999461)))",174,36,029,003301,1,360290033011,Block Group 1,G5030,S,147038,0,+42.9206924,-078.8510892,150,36,029,003301,1,360290033011,825,178,628,4,2,0,0,13,9,816,364,303,61,,,{91A69046-7765-49C1-ADF0-9F5CE725787C},0.000016211310325,0.017204309887814,33.01
"MULTIPOLYGON (((-78.850995999957 42.928131999232, -78.851118000184 42.92801599928, -78.851505000037 42.927654998827, -78.851728000424 42.92744499904, -78.852333000434 42.926880999122, -78.852718000195 42.926517999476, -78.852954000282 42.926294999089, -78.853827000054 42.925492998991, -78.853973999636 42.925352998833, -78.855637999898 42.923772998846, -78.856206000001 42.923231999088, -78.856722000404 42.922739998892, -78.857314999861 42.922180999204, -78.859329000069 42.92222599948, -78.86003700033 42.922233998949, -78.860725999715 42.922237999134, -78.862189999751 42.922255999064, -78.863025999617 42.922260999295, -78.863769999738 42.922264999479, -78.864636000088 42.92226999881, -78.86732900012 42.922271998902, -78.867331000212 42.922298999248, -78.867407000118 42.92302999877, -78.867441999933 42.92353399862, -78.867504000093 42.924289999295, -78.867577999906 42.925183999137, -78.867602000113 42.925457999177, -78.867628000413 42.925947999281, -78.867789999786 42.927926998775, -78.867772999902 42.928001998635, -78.867739000133 42.928073999256, -78.867689999673 42.928140998747, -78.867652999766 42.928177998654, -78.867531000438 42.928266999159, -78.867397999703 42.92834699925, -78.867239999614 42.92842199911, -78.867039000241 42.92849699897, -78.866900000129 42.928539999153, -78.866714999695 42.928587998668, -78.866550000183 42.928642999405, -78.866394000187 42.928709998896, -78.866247999752 42.928787998894, -78.866112999824 42.928876999399, -78.866005000242 42.929008999189, -78.86591499969 42.929147999301, -78.865846000107 42.929293998837, -78.865778999716 42.929483999501, -78.865766000016 42.9295229995, -78.865723999879 42.929677999451, -78.865691000156 42.929859998847, -78.865675000318 42.930041999143, -78.865663999811 42.930310998952, -78.865645999881 42.930488999063, -78.865568999929 42.930952998868, -78.865524999699 42.931107998819, -78.865427999724 42.931366999067, -78.865321000188 42.931628999453, -78.865274999866 42.931760999242, -78.865214999798 42.931959999422, -78.865175999799 42.932159998749, -78.865165000191 42.932293998631, -78.865167000283 42.932428999458, -78.865190999591 42.932605998624, -78.865193999729 42.932629998831, -78.865228000397 42.93276199862, -78.865287000419 42.932907999055, -78.865330999749 42.932994999468, -78.865363000325 42.933058998821, -78.865455000069 42.933219999048, -78.865554000136 42.933377999137, -78.865630000042 42.933487998811, -78.865660999673 42.933532999087, -78.865749000132 42.933649999085, -78.865963000104 42.933912998617, -78.866057999987 42.934059999098, -78.866085000332 42.934109998705, -78.863443999999 42.93505999933, -78.862056999915 42.937056998754, -78.857657000337 42.939856999222, -78.855957000214 42.939656998995, -78.855556999762 42.939356998656, -78.85295700042 42.937856998759, -78.851857000076 42.935956999309, -78.852556999968 42.934356999299, -78.854457000317 42.932756999289, -78.854656999644 42.930956999053, -78.855354000297 42.93075099945, -78.855903000423 42.93084899947, -78.856434999765 42.931204998794, -78.857012000282 42.93075099945, -78.856999999729 42.930534999385, -78.856978999661 42.93047699941, -78.856937000422 42.930412999157, -78.856353999629 42.930405998835, -78.855667000336 42.930404998789, -78.855098000187 42.929757998642, -78.854346999743 42.929646998921, -78.854050000441 42.929726999011, -78.853875999615 42.929870999354, -78.853413999902 42.929577999338, -78.85229000025 42.928843998778, -78.850995999957 42.928131999232)))",20,36,029,005300,2,360290053002,Block Group 2,G5030,S,1786786,5623,+42.9293726,-078.8597263,150,36,029,005300,2,360290053002,855,608,214,7,6,2,5,13,23,832,228,184,44,,,{F37F4D29-F5F5-4A6B-B631-A4AD0F66D702},0.000197646292412,0.065743732809425,53
"MULTIPOLYGON (((-78.847060000183 42.89517799912, -78.847044000345 42.894861998943, -78.84702200023 42.893101998752, -78.847007000438 42.891320999391, -78.847905999611 42.891125999396, -78.848253000318 42.891058999005, -78.848871000027 42.890929999354, -78.849649999964 42.890766999035, -78.849951000349 42.890697999451, -78.850921000097 42.890472998972, -78.851944999635 42.890237998931, -78.852942999774 42.890007999121, -78.853383000272 42.889912999238, -78.853968000259 42.889786998826, -78.853968000259 42.890462999411, -78.853968000259 42.891035998844, -78.853970000351 42.891847999402, -78.853969000305 42.892551999479, -78.853975999728 42.893006998869, -78.853975999728 42.893090999144, -78.85397299959 42.894058998799, -78.853966000167 42.895131998798, -78.853958999844 42.89545199916, -78.853952999567 42.896169998982, -78.851937000166 42.897016999355, -78.850936999935 42.897437998977, -78.849705999847 42.897954999426, -78.849492999921 42.898043999032, -78.848664000378 42.89839099884, -78.848311000294 42.898542998652, -78.847083000344 42.899065999378, -78.847065999561 42.897647998765, -78.84706100023 42.895323998655, -78.847060000183 42.89517799912)))",108,36,029,016600,4,360290166004,Block Group 4,G5030,S,443374,0,+42.8941167,-078.8503954,150,36,029,016600,4,360290166004,888,30,836,3,0,0,3,16,19,869,464,369,95,,,{EF133F7D-3579-43D2-99C3-9AB917E74ADB},0.000048862193896,0.02871277756836,166
