the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.824414000393 42.91649799894, -78.824399999748 42.91887599884, -78.824413000347 42.919264998786, -78.824415999586 42.92108099886, -78.824410000209 42.922570999195, -78.824287999981 42.922580998757, -78.823746000178 42.922584998941, -78.823069000446 42.922588999126, -78.822632000087 42.922591999264, -78.821889000012 42.922595999449, -78.821527999559 42.922596999495, -78.821522000182 42.921853999419, -78.821523000228 42.920021999506, -78.821520000089 42.918877998933, -78.821520000089 42.916639999191, -78.822616000249 42.91661699903, -78.823186999591 42.916561999192, -78.823736999763 42.916500999078, -78.824294000258 42.916501999124, -78.824414000393 42.91649799894)))",216,36,029,003600,2,360290036002,Block Group 2,G5030,S,157661,0,+42.9195811,-078.8229727,150,36,029,003600,2,360290036002,560,29,509,1,0,0,2,19,14,546,332,277,55,,,{7B9F7856-C581-451C-8D65-24FB328DE8EE},0.000017382185834,0.017813085031285,36
"MULTIPOLYGON (((-78.844206999971 42.940304999188, -78.8439410003 42.939975999311, -78.843614999661 42.93949299863, -78.8432819996 42.938930998804, -78.842996999952 42.938369999024, -78.842859999932 42.937922999104, -78.842728000143 42.937364999462, -78.842679999729 42.936821998713, -78.842686000005 42.93591299908, -78.842688000097 42.935701999246, -78.842664999936 42.934557998672, -78.842681999821 42.934079999121, -78.843676999821 42.934657998785, -78.843849999702 42.93475499876, -78.84390999977 42.934795998851, -78.843967999746 42.934837998989, -78.845270000408 42.935587999387, -78.845393999829 42.935649998647, -78.845569999848 42.935716999038, -78.84570899996 42.935755999037, -78.845916999656 42.935824998621, -78.84613299972 42.935877999265, -78.846355000061 42.935916999264, -78.846580999687 42.935938999379, -78.846855999773 42.935946998848, -78.847155000066 42.935934999195, -78.847352000154 42.935914999172, -78.847644000124 42.935866998758, -78.84757000031 42.936069999122, -78.847505000012 42.93627499868, -78.847447000036 42.936480999182, -78.847404999899 42.936651998971, -78.847360999669 42.936868999081, -78.847325999855 42.937077998823, -78.847299000409 42.937286999464, -78.847281999625 42.937496999252, -78.84727300011 42.937706999039, -78.84727300011 42.937916998827, -78.847293000132 42.938317999325, -78.845502000311 42.938302998634, -78.845596000147 42.938651999433, -78.845738000398 42.939053999078, -78.845797999566 42.939204998844, -78.846496000265 42.940323999165, -78.845315999831 42.940313998704, -78.844206999971 42.940304999188)))",15,36,029,005201,2,360290052012,Block Group 2,G5030,S,170217,0,+42.9373714,-078.8447695,150,36,029,005201,2,360290052012,618,501,69,0,18,0,1,29,29,589,330,296,34,,,{72B737AB-3B64-4AEE-9486-92E8B2419658},0.000018771824458,0.020893330894307,52.01
"MULTIPOLYGON (((-78.812398999626 42.838124998789, -78.812413000271 42.837234999132, -78.813662000289 42.837253999109, -78.815107000349 42.837267998855, -78.815109000441 42.837138999204, -78.816098000165 42.83715299895, -78.819835999804 42.837182999433, -78.822027000078 42.837208998833, -78.823822000084 42.837234999132, -78.823822000084 42.837760999097, -78.823815999807 42.838045998745, -78.823808000338 42.838858999349, -78.823797999877 42.839668998916, -78.819500999651 42.839594999102, -78.815058999935 42.839528998758, -78.815046000235 42.840333998993, -78.815027000258 42.841032998839, -78.812346999927 42.840988999509, -78.812360999673 42.840343999454, -78.812366999949 42.840040998977, -78.81238499988 42.839026999, -78.812398999626 42.838124998789)))",127,36,029,000600,2,360290006002,Block Group 2,G5030,S,282964,0,+42.8386306,-078.8176045,150,36,029,000600,2,360290006002,935,920,3,8,1,0,1,2,21,914,437,417,20,,,{32CAEC93-54F6-4549-9902-F51485D9AF79},0.000031156446447,0.030650395527937,6
"MULTIPOLYGON (((-78.813639000128 42.93733199884, -78.813638000082 42.936547998673, -78.813645999552 42.935802999405, -78.813645999552 42.935055999145, -78.813645000405 42.93480899945, -78.813645999552 42.934397999391, -78.813650999782 42.933960999031, -78.813652999874 42.933833999472, -78.813645000405 42.933631999154, -78.813645000405 42.933101999005, -78.815027000258 42.933109999373, -78.818425999559 42.93312899935, -78.818424000367 42.93379599862, -78.818427999652 42.933971998639, -78.818422000274 42.934796998897, -78.818421000228 42.935162998682, -78.818433999928 42.935539998973, -78.81869700036 42.935911999034, -78.818489999812 42.935994999262, -78.818140999912 42.936143998936, -78.817585000362 42.936363999185, -78.817344000045 42.936458999067, -78.817098000396 42.936561999319, -78.816464999996 42.936822998759, -78.815245000415 42.937316999048, -78.814286000275 42.937703998901, -78.813643000313 42.937956998872, -78.813639000128 42.93733199884)))",255,36,029,004200,2,360290042002,Block Group 2,G5030,S,168802,0,+42.9350993,-078.8158424,150,36,029,004200,2,360290042002,775,27,670,7,36,0,4,31,21,754,346,307,39,,,{30428E98-5193-428C-BE92-4CD14B12DF3C},0.000018615051879,0.017955436121512,42
"MULTIPOLYGON (((-78.799147000293 42.919002999299, -78.799630000075 42.919006999483, -78.800159000178 42.919011998814, -78.801191000086 42.919024999414, -78.802231000362 42.919039999206, -78.803396000105 42.919049998767, -78.803969999585 42.919065999505, -78.804929999771 42.91906999879, -78.804970999862 42.91906999879, -78.805903999703 42.919079999251, -78.805900000418 42.920266999109, -78.805882999634 42.922728999284, -78.805756000075 42.92272999933, -78.804936000047 42.922736998754, -78.804597999755 42.922739998892, -78.803378000175 42.922746999215, -78.802212000385 42.92275599873, -78.802173000386 42.92275599873, -78.801190000039 42.922762999053, -78.801009999836 42.922763999099, -78.80016100027 42.922768999329, -78.799856999747 42.922771999468, -78.799147000293 42.922787999306, -78.799157999901 42.922335999155, -78.799165000223 42.922110998675, -78.799164000177 42.921875998635, -78.799163000131 42.921750999168, -78.799131999601 42.921751999214, -78.799128000316 42.920134999319, -78.799150000431 42.920134999319, -78.799147000293 42.919002999299)))",225,36,029,003800,1,360290038001,Block Group 1,G5030,S,227317,0,+42.9208965,-078.8024991,150,36,029,003800,1,360290038001,1348,183,1121,2,6,0,13,23,41,1307,566,491,75,,,{5F20EF84-CB30-470F-B9F5-3204AAC3C7B5},0.000025062194374,0.02098223625681,38
"MULTIPOLYGON (((-78.802171000294 42.864969998785, -78.801971000068 42.864968998739, -78.80148700024 42.864956999085, -78.801279999691 42.864951998855, -78.801244999877 42.864963999408, -78.801211000108 42.864949998762, -78.800628000213 42.86493499897, -78.800351000035 42.864888998648, -78.800216000107 42.864865999387, -78.800080000134 42.864843999272, -78.800070230798 42.864709676534, -78.800071341461 42.864670432818, -78.800073859563 42.864590511868, -78.80007972674 42.864401515747, -78.800083045238 42.86428403731, -78.800084284504 42.864238760043, -78.800088047267 42.864114420679, -78.800098906581 42.863753578506, -78.800104350177 42.863576930975, -78.800109799169 42.863401997552, -78.800118149374 42.863123305749, -78.800147983483 42.862188954227, -78.800166467249 42.861608758419, -78.800167283833 42.861575828843, -78.800168952075 42.861519405379, -78.800168969163 42.861518987195, -78.800223999577 42.861511999462, -78.80058500003 42.861434998611, -78.801298999668 42.861283998845, -78.801626000352 42.861214999261, -78.802240999924 42.861084998665, -78.802704999729 42.860984999451, -78.804357000337 42.860627999182, -78.805194000249 42.860446998933, -78.806427000429 42.860179999216, -78.80714800039 42.860023999219, -78.807710000216 42.859887999245, -78.808034999908 42.859799998786, -78.80888500042 42.859569998976, -78.809316999649 42.859453999024, -78.813259999745 42.858401999094, -78.813395999719 42.858522999276, -78.813630999759 42.858703998626, -78.814168000232 42.859051999379, -78.814477000086 42.859252998752, -78.814954999638 42.859563998699, -78.815376000158 42.859837998739, -78.815898999985 42.860177999123, -78.816326999929 42.860456999394, -78.816811999803 42.860771998626, -78.816050999797 42.861396998658, -78.815320000275 42.861986998875, -78.815166000371 42.862119998711, -78.81305700028 42.863823999018, -78.812996000166 42.863842998995, -78.81258400006 42.864282999492, -78.812296000274 42.864055998921, -78.812010999727 42.86382099888, -78.811813999639 42.863609999046, -78.811703999964 42.86351599921, -78.811661999827 42.863499999371, -78.811557000383 42.86345899928, -78.811393000017 42.863445998681, -78.811235999975 42.863426998704, -78.811116999885 42.863425998658, -78.810936999682 42.863439999304, -78.810726999894 42.86350299861, -78.810544999598 42.863615999323, -78.810345000272 42.863719998721, -78.810114000415 42.86385199941, -78.810020999725 42.863987999384, -78.809927999935 42.864106999473, -78.809777000169 42.864197999171, -78.809528000382 42.864304998708, -78.808238000273 42.864512999303, -78.807925000234 42.864561998863, -78.807331999878 42.864654998654, -78.806999999863 42.864688999322, -78.80690499998 42.864698998883, -78.806068000068 42.864756998859, -78.805034000068 42.864827999434, -78.804772999728 42.86484699941, -78.80405399986 42.864902999294, -78.80344899985 42.864949998762, -78.803205000294 42.864956999085, -78.80314400018 42.864962999362, -78.803091999582 42.864960999269, -78.802680000375 42.864972998923, -78.802171000294 42.864969998785)))",142,36,029,001100,1,360290011001,Block Group 1,G5030,S,574859,42767,+42.8614268,-078.8084641,150,36,029,001100,1,360290011001,1412,1270,74,14,9,0,11,34,108,1304,700,623,77,,,{D4DBFCE3-6FEB-4A00-9D6D-DC7D03135F94},0.000067693582247,0.039704446462643,11
"MULTIPOLYGON (((-78.807543999758 42.887346998766, -78.808595999688 42.887352999042, -78.809638000057 42.887359999365, -78.809626000403 42.887989998728, -78.813550999669 42.888024999442, -78.814190000346 42.888024999442, -78.814211000415 42.887204999415, -78.814198999862 42.887164999369, -78.814204000093 42.886384999387, -78.814211000415 42.885591998805, -78.814218999885 42.884788998662, -78.814277999906 42.8847919988, -78.814331999698 42.884785999423, -78.815389999904 42.884793998892, -78.816280999608 42.884799999169, -78.816377999582 42.884796999031, -78.816607000246 42.884795998985, -78.816542999994 42.88497299905, -78.816498999764 42.885280998858, -78.816505000041 42.889658999221, -78.816294000207 42.889733999081, -78.815948000445 42.889733999081, -78.815307999722 42.889733999081, -78.814219999931 42.889735999173, -78.814167000186 42.889738999312, -78.814112000348 42.88974199945, -78.809586000358 42.889745998735, -78.808550000266 42.889749998919, -78.807479000359 42.889752999058, -78.807519000404 42.887996999051, -78.807520999597 42.887385998765, -78.807519000404 42.887346998766, -78.807543999758 42.887346998766)))",149,36,029,002300,4,360290023004,Block Group 4,G5030,S,221285,0,+42.8880572,-078.8128150,150,36,029,002300,4,360290023004,1095,942,83,11,10,0,14,35,54,1041,579,505,74,,,{F5C64AAC-6D2E-44D8-A15D-57A8CAD5C84A},0.000024384313068,0.029262907401991,23
"MULTIPOLYGON (((-78.863142999614 42.951508999444, -78.863161999591 42.950162999451, -78.863181999613 42.947752998975, -78.863047999732 42.947752998975, -78.863049999824 42.947374998637, -78.863062000377 42.944593999046, -78.864279999865 42.944606998746, -78.867980999598 42.944622999483, -78.868146000009 42.944621999437, -78.868265000098 42.945660998768, -78.868378999958 42.946689999437, -78.868500000139 42.947769998859, -78.867297000443 42.947766998721, -78.865936999805 42.947763999482, -78.864567999651 42.947760999344, -78.86451399986 42.950459998752, -78.864507999583 42.951520999098, -78.864491999745 42.952314998826, -78.864471999723 42.953052998671, -78.864461000115 42.953771999439, -78.864448000415 42.954456998639, -78.864446000323 42.954570999398, -78.863101000376 42.954575998729, -78.863126999776 42.952616999257, -78.863142999614 42.951508999444)))",3,36,029,004900,5,360290049005,Block Group 5,G5030,S,234638,0,+42.9470893,-078.8644108,150,36,029,004900,5,360290049005,1374,936,295,19,14,0,40,70,133,1241,704,641,63,,,{D896D924-CB44-4B70-AA30-D0F4AAB39ABA},0.000025880624837,0.030456721548811,49
"MULTIPOLYGON (((-78.803969999585 42.919065999505, -78.803970999631 42.918790999419, -78.803994999838 42.917943999046, -78.804007000391 42.917669999006, -78.804013999814 42.917329998622, -78.804032999791 42.916517998963, -78.804795999889 42.916216999477, -78.804979000231 42.916144998856, -78.805869999934 42.915793998864, -78.807147000343 42.91527799936, -78.807952999726 42.914955998906, -78.807941000072 42.915209998923, -78.807885000189 42.917004998929, -78.808358000408 42.917007999067, -78.808788999592 42.917015999436, -78.808749999593 42.917835999463, -78.808727000331 42.918294999038, -78.808725000239 42.9186279991, -78.808722000101 42.91911399902, -78.808718999962 42.920293999454, -78.808707000308 42.922416999291, -78.808717999916 42.922699998847, -78.808414000292 42.922702998985, -78.807764000007 42.922709999308, -78.806828000028 42.922720998915, -78.805882999634 42.922728999284, -78.805900000418 42.920266999109, -78.805903999703 42.919079999251, -78.804970999862 42.91906999879, -78.804929999771 42.91906999879, -78.803969999585 42.919065999505)))",221,36,029,003700,1,360290037001,Block Group 1,G5030,S,226582,0,+42.9188715,-078.8067542,150,36,029,003700,1,360290037001,1117,107,969,0,7,0,14,20,27,1090,476,423,53,,,{3D78160B-8115-4220-99FB-E9239661276F},0.000024980327671,0.023826961650845,37
"MULTIPOLYGON (((-78.813935000283 42.898900998967, -78.814957999776 42.898911999474, -78.815968999615 42.898927999312, -78.815952999776 42.899934998967, -78.815930999662 42.900697999065, -78.815922000146 42.900810998878, -78.816214000116 42.900771998879, -78.816947999777 42.900673998858, -78.818113999566 42.900517998861, -78.818678000384 42.900441998955, -78.818898999779 42.900411999371, -78.81907199966 42.90038899921, -78.820031999846 42.900260998706, -78.820953000033 42.900136999285, -78.821411999608 42.900075999171, -78.821897000381 42.900017999196, -78.82189999962 42.900104998709, -78.821905999896 42.900341998842, -78.821903999804 42.900703999342, -78.821912000173 42.902047999242, -78.821926999965 42.903115999011, -78.821073000169 42.90338499882, -78.821089000007 42.903878999109, -78.820532999558 42.903951998876, -78.81890400001 42.904176999356, -78.81890400001 42.904116999288, -78.818764999898 42.904151999103, -78.818477000112 42.90422499887, -78.818061999867 42.904271999238, -78.817164999888 42.904396998705, -78.817138999588 42.904399998843, -78.816221000439 42.904525999256, -78.816007999614 42.904553998748, -78.814953999591 42.904699999182, -78.814897999708 42.904707998652, -78.813745999665 42.904864998695, -78.812630000382 42.905013999268, -78.811540999645 42.905160998849, -78.811497000315 42.905166999126, -78.811518000384 42.904321998845, -78.811540999645 42.903713998697, -78.811566999944 42.902793999456, -78.811608000036 42.901584999483, -78.811609000082 42.90139199868, -78.812638999897 42.901252999468, -78.813907999938 42.90108199878, -78.813935000283 42.898900998967)))",245,36,029,002800,4,360290028004,Block Group 4,G5030,S,386105,0,+42.9023181,-078.8165014,150,36,029,002800,4,360290028004,761,165,508,2,43,0,0,43,27,734,401,290,111,,,{C974665B-9853-48A3-BE7E-85B8363AC1C7},0.000042556279518,0.032460129599216,28
"MULTIPOLYGON (((-78.805756000075 42.92272999933, -78.805882999634 42.922728999284, -78.806828000028 42.922720998915, -78.807764000007 42.922709999308, -78.808414000292 42.922702998985, -78.808717999916 42.922699998847, -78.809455999761 42.922694998616, -78.809666999595 42.922693999469, -78.810490999807 42.922687999193, -78.810484000384 42.925123999069, -78.810477000061 42.925941999004, -78.810471999831 42.92676499917, -78.8104669996 42.927545999199, -78.810465000407 42.928319998905, -78.80899600014 42.928321998997, -78.808379999624 42.928323999089, -78.805726999638 42.928329999366, -78.805725000445 42.927561999037, -78.805723000352 42.926712999471, -78.805756000075 42.92272999933)))",233,36,029,004100,2,360290041002,Block Group 2,G5030,S,241657,0,+42.9255166,-078.8081096,150,36,029,004100,2,360290041002,1039,71,916,5,12,0,3,32,21,1018,526,474,52,,,{6FFEE9BF-9248-46F7-BEA2-1495BF7C188C},0.000026645249542,0.020705423170973,41
"MULTIPOLYGON (((-78.887158999604 42.925905999143, -78.887277999694 42.924989999187, -78.889756999753 42.924950999188, -78.88963100024 42.925877998752, -78.892098999793 42.92584999926, -78.892719999641 42.925839998799, -78.89456300006 42.925811999307, -78.894480999878 42.926489999084, -78.894429000179 42.926822999146, -78.894406000018 42.92703399898, -78.894325999927 42.927670998666, -78.893734999664 42.927667999427, -78.89310000007 42.927681999173, -78.891862999706 42.927704999334, -78.890621000011 42.927726999448, -78.8893829996 42.927735998964, -78.888426999599 42.927744999379, -78.888176999766 42.927796999078, -78.887198999649 42.92781199887, -78.887158999604 42.925905999143)))",36,36,029,017100,2,360290171002,Block Group 2,G5030,S,143281,0,+42.9265922,-078.8904598,150,36,029,017100,2,360290171002,913,436,195,26,111,0,98,47,226,687,409,322,87,,,{F2D644F9-9DFE-4046-920D-18861DE6232A},0.000015798564982,0.020184739947954,171
"MULTIPOLYGON (((-78.816607000246 42.884795998985, -78.816377999582 42.884796999031, -78.816280999608 42.884799999169, -78.815389999904 42.884793998892, -78.814331999698 42.884785999423, -78.814277999906 42.8847919988, -78.814218999885 42.884788998662, -78.814038999681 42.884094999046, -78.814044999958 42.883857998913, -78.814040999773 42.883799998938, -78.814044999958 42.883401999477, -78.814057999658 42.883050999485, -78.814070000211 42.882360999155, -78.814083999957 42.882073999415, -78.814101999887 42.881114999275, -78.814108000164 42.880829998728, -78.814112000348 42.880617998848, -78.814359000043 42.879909999487, -78.815787000218 42.877920998632, -78.816709999598 42.876630999422, -78.817169000072 42.875987999459, -78.817348000229 42.875737998727, -78.817594999924 42.87539599915, -78.818147000188 42.874621999444, -78.819980000147 42.87205899911, -78.820539999881 42.871286999496, -78.821796000221 42.869532998682, -78.822199999959 42.869330999263, -78.826608999952 42.871030999387, -78.828306999983 42.871686999049, -78.829311000398 42.872073998902, -78.830323000283 42.872464998939, -78.83133200003 42.872853998884, -78.83237899973 42.873257998622, -78.832013999992 42.873784998633, -78.831400999613 42.874645998752, -78.830397000097 42.876056999043, -78.82953800007 42.877263998923, -78.829423000165 42.877221998786, -78.82930800026 42.877415998736, -78.829101999757 42.877752998982, -78.828884999647 42.878105999066, -78.82910399985 42.878128999227, -78.828732999835 42.878399999129, -78.826903000014 42.880980999393, -78.825762999625 42.882588998873, -78.825681000342 42.882730999123, -78.825591999836 42.882817998637, -78.824138000261 42.884850998822, -78.824108999824 42.884850998822, -78.820956000171 42.884821999284, -78.819511000112 42.884817999099, -78.81827599984 42.884805999446, -78.816607000246 42.884795998985)))",147,36,029,016300,2,360290163002,Block Group 2,G5030,S,1567788,0,+42.8777683,-078.8224392,150,36,029,016300,2,360290163002,629,452,108,20,8,0,14,27,55,574,321,257,64,,,{60D74EEF-E2F0-45F6-8320-AD9DC719BBA8},0.000172733521971,0.053664521331871,163
"MULTIPOLYGON (((-78.88192300016 42.905433998843, -78.881902000091 42.904768998766, -78.881882000069 42.903951998876, -78.881869000369 42.903006999382, -78.881867000277 42.902989999498, -78.881820999955 42.902287998614, -78.88198000009 42.901945999037, -78.882242999623 42.901778999433, -78.88290000023 42.90134299912, -78.883532999732 42.901020998666, -78.884895999609 42.902654999344, -78.8849500003 42.902661998767, -78.88502500016 42.902745999042, -78.88531700013 42.903052998804, -78.886409000105 42.904200998663, -78.886938000209 42.904771998904, -78.887881999657 42.905772999181, -78.888682999708 42.906617999462, -78.889258000134 42.907220999379, -78.889360000339 42.907330999054, -78.888231999603 42.907907998672, -78.887684999569 42.908193999265, -78.887125999882 42.908476998821, -78.886551000356 42.90876399946, -78.886000000138 42.909044998923, -78.885680999822 42.908712998908, -78.884519000217 42.907474999397, -78.883359999851 42.906243999309, -78.883154000248 42.90602399906, -78.883048999904 42.905907999109, -78.882946999699 42.905797999434, -78.882618999868 42.905424999328, -78.882324999805 42.905427999466, -78.88198000009 42.905432998797, -78.88192300016 42.905433998843)))",117,36,029,006902,1,360290069021,Block Group 1,G5030,S,262094,0,+42.9052265,-078.8850052,150,36,029,006902,1,360290069021,1623,765,315,32,294,0,142,75,333,1290,817,677,140,,,{A763DA3A-BBA6-431D-8E8A-4A9868FC11D3},0.000028889221611,0.023362215385763,69.02
"MULTIPOLYGON (((-78.812503999969 42.83464799949, -78.812516999669 42.833839999116, -78.812546000107 42.832003999019, -78.813700000242 42.832003999019, -78.814859999755 42.832009999296, -78.815112999726 42.832010999342, -78.81512131216 42.832011044308, -78.815121670989 42.832014480618, -78.815122619774 42.832019109428, -78.815124037105 42.83202390821, -78.815125915789 42.832028192581, -78.81512826302 42.832032646923, -78.815130609351 42.832036756824, -78.81513388648 42.832040866726, -78.815135292121 42.832043093447, -78.8151390333 42.832046515368, -78.815140905689 42.832048569419, -78.815145111818 42.83205199134, -78.815149317947 42.83205541236, -78.815153989925 42.83205831807, -78.815159126852 42.83206139555, -78.815164262881 42.832063785948, -78.815167065168 42.83206549466, -78.815172663448 42.832067369746, -78.815178263526 42.832069244833, -78.815184327654 42.832070947249, -78.815190391783 42.832072307024, -78.815196454113 42.832073323258, -78.815202979593 42.832073825979, -78.815209039225 42.832074498672, -78.815215562907 42.832074486081, -78.81522162164 42.832074473491, -78.815228143523 42.832073774718, -78.815234198658 42.832073075045, -78.815240251995 42.832071691888, -78.815246305331 42.832070306932, -78.815251890121 42.832068582032, -78.815257474012 42.832066340922, -78.815263058801 42.832064100711, -78.815268173246 42.832061346087, -78.815272824539 42.832058591464, -78.815277473135 42.832055666869, -78.815282119932 42.832052399632, -78.81528583593 42.832048789753, -78.81528955103 42.832045181673, -78.81529326433 42.832041400923, -78.815296045034 42.83203728023, -78.81529835899 42.832033159536, -78.815299748442 42.832030583878, -78.81530159565 42.832026464084, -78.815303444656 42.832022174318, -78.815304358367 42.832017370139, -78.815305275675 42.832013081273, -78.815305271179 42.832012021871, -78.815666000037 42.832012999434, -78.81774599969 42.83202199895, -78.818700999645 42.832025999134, -78.819732000406 42.832027999226, -78.820802000267 42.832029999319, -78.823909999644 42.832041998972, -78.823887000382 42.832906999276, -78.823865000267 42.834162998717, -78.823854999806 42.834815999141, -78.822405999562 42.834784998611, -78.820828999713 42.834765998634, -78.819540999696 42.834749998796, -78.818280000024 42.834733998958, -78.816784000311 42.834712998889, -78.815159000048 42.834688998682, -78.813654999967 42.834669998706, -78.812503999969 42.83464799949)))",129,36,029,000600,4,360290006004,Block Group 4,G5030,S,279389,0,+42.8333768,-078.8182429,150,36,029,000600,4,360290006004,942,836,52,4,11,0,15,24,53,889,451,414,37,,,{8B690090-EEC1-4E20-A631-2710E6308069},0.000030751344743,0.028194813566644,6
"MULTIPOLYGON (((-78.812413000271 42.837234999132, -78.812416000409 42.83709599902, -78.812428000063 42.836399999313, -78.812438999671 42.835447999495, -78.812453000316 42.834646999444, -78.812503999969 42.83464799949, -78.813654999967 42.834669998706, -78.815159000048 42.834688998682, -78.816784000311 42.834712998889, -78.818280000024 42.834733998958, -78.819540999696 42.834749998796, -78.820828999713 42.834765998634, -78.822405999562 42.834784998611, -78.823854999806 42.834815999141, -78.823847000337 42.835336998875, -78.823845000245 42.835549998801, -78.823833999738 42.836378999244, -78.823832999691 42.836417999243, -78.823822000084 42.837234999132, -78.822027000078 42.837208998833, -78.819835999804 42.837182999433, -78.816098000165 42.83715299895, -78.815109000441 42.837138999204, -78.815107000349 42.837267998855, -78.813662000289 42.837253999109, -78.812413000271 42.837234999132)))",128,36,029,000600,3,360290006003,Block Group 3,G5030,S,255840,0,+42.8359653,-078.8180672,150,36,029,000600,3,360290006003,1050,994,23,2,6,0,6,19,37,1013,486,453,33,,,{A813DF58-898B-4436-9322-B798345E1425},0.000028168701837,0.027947652281571,6
"MULTIPOLYGON (((-78.887916000325 42.920194999387, -78.887940999679 42.920045998814, -78.888136999721 42.918544998871, -78.888139999859 42.918506998918, -78.888165000112 42.918506998918, -78.888157999789 42.918464998781, -78.88815000032 42.918385998736, -78.888128000205 42.918187999502, -78.88805699963 42.917525998663, -78.888066000045 42.917507998733, -78.888135999674 42.916818999348, -78.888220999995 42.916087998926, -78.890486000083 42.916046998835, -78.890570000358 42.916782999487, -78.890644000172 42.917470998826, -78.890661000056 42.917639999422, -78.890667000332 42.91773599935, -78.890687000355 42.917751999189, -78.890593999665 42.918485998849, -78.890388000062 42.920160998719, -78.890142000413 42.922042999138, -78.888916999703 42.922056998884, -78.887679000192 42.922072998722, -78.887916000325 42.920194999387)))",38,36,029,006100,2,360290061002,Block Group 2,G5030,S,133908,0,+42.9190678,-078.8892313,150,36,029,006100,2,360290061002,903,423,269,27,47,2,99,36,276,627,383,324,59,,,{91863731-0C5D-4DE2-B8C4-7740F1F3C715},0.000014763303795,0.016834885968356,61
"MULTIPOLYGON (((-78.80749700029 42.83804199946, -78.807301000248 42.837396999405, -78.807034999677 42.836552999171, -78.806959999817 42.836314998992, -78.806725999823 42.83557099887, -78.806667999847 42.835386999381, -78.806407999553 42.834560999077, -78.807290999787 42.834576998915, -78.808458999668 42.834595998892, -78.808495999575 42.832221999176, -78.809163999791 42.832006999158, -78.809658000079 42.832004999066, -78.812546000107 42.832003999019, -78.812516999669 42.833839999116, -78.812503999969 42.83464799949, -78.812453000316 42.834646999444, -78.812438999671 42.835447999495, -78.812428000063 42.836399999313, -78.812416000409 42.83709599902, -78.812413000271 42.837234999132, -78.812398999626 42.838124998789, -78.808605000103 42.838057999298, -78.80749700029 42.83804199946)))",133,36,029,000700,4,360290007004,Block Group 4,G5030,S,267788,0,+42.8352274,-078.8099829,150,36,029,000700,4,360290007004,1082,1011,29,1,9,0,17,15,45,1037,482,452,30,,,{06B6C4E2-9490-4B9C-881A-07581182553D},0.000029483874718,0.023233215377623,7
"MULTIPOLYGON (((-78.817696000083 42.896452999437, -78.817968000031 42.896418998769, -78.818102999959 42.896401998885, -78.818941999963 42.896296999441, -78.81973899983 42.896192999143, -78.819913999803 42.896176999305, -78.820068999753 42.896155999236, -78.82085299992 42.896047998755, -78.821122999775 42.896010998848, -78.821763999646 42.89592499938, -78.822110000307 42.895879999104, -78.82266499981 42.895804999244, -78.823582999858 42.89568199897, -78.823651000295 42.895671999409, -78.824580999997 42.895546999042, -78.824741000178 42.895524998928, -78.825276999705 42.895444998837, -78.825463000185 42.895413999207, -78.825657000135 42.895384998769, -78.825936000405 42.895341999485, -78.826339000096 42.895280999371, -78.82712899964 42.895161999282, -78.828239000445 42.894992998686, -78.828854000017 42.894900998942, -78.82882999981 42.895600998834, -78.828806999649 42.896351999278, -78.828864999624 42.899361998634, -78.828691999744 42.898973998735, -78.828512999586 42.898762998901, -78.828317999591 42.898604998812, -78.82790700043 42.898399999255, -78.82765100032 42.898319999165, -78.827391000026 42.898257999005, -78.827107999572 42.898241999166, -78.82697899992 42.898245999351, -78.826816999647 42.898252998774, -78.826532 42.898290998727, -78.826308999613 42.898348998703, -78.826117999801 42.898409998817, -78.825968000082 42.898468998838, -78.825500000092 42.898653999272, -78.824805000431 42.899064999332, -78.824747999602 42.899092998824, -78.824591999605 42.899170998823, -78.824302999773 42.899315999211, -78.823865000267 42.899493999323, -78.823715999694 42.899542998883, -78.82370400004 42.898040998894, -78.822785999992 42.89804199894, -78.821880999643 42.898047999217, -78.821897000381 42.900017999196, -78.821411999608 42.900075999171, -78.820953000033 42.900136999285, -78.820031999846 42.900260998706, -78.81907199966 42.90038899921, -78.818898999779 42.900411999371, -78.818678000384 42.900441998955, -78.818113999566 42.900517998861, -78.817982999823 42.900431999394, -78.817995000376 42.898961999081, -78.818012000261 42.898396999117, -78.818015000399 42.898130999446, -78.818028000099 42.897304999141, -78.817696000083 42.896452999437)))",213,36,029,002800,2,360290028002,Block Group 2,G5030,S,341491,0,+42.8975132,-078.8231762,150,36,029,002800,2,360290028002,625,192,372,5,6,0,10,40,23,602,450,263,187,,,{B0FB6F26-0B15-4552-8715-B6E165E8EADA},0.000037635989483,0.034941226805629,28
